type,tag-serial-number,burst-start-timestamp,annotation,eobs_acceleration_sampling_frequency_per_axis,sample-timestamp,acceleration-x,acceleration-y,acceleration-z
acc,0,2020-07-21 06:21:10.000,"keep",10.0,2020-07-21 06:21:10.500,2312.0,2273.0,1674.0
acc,0,2020-07-21 06:21:10.000,"keep",10.0,2020-07-21 06:21:10.600,2311.0,2278.0,1674.0
acc,0,2020-07-21 06:21:10.000,"keep",10.0,2020-07-21 06:21:10.700,2305.0,2278.0,1677.0
acc,0,2020-07-21 06:21:10.000,"keep",10.0,2020-07-21 06:21:10.800,2305.0,2272.0,1675.0
acc,0,2020-07-21 06:21:10.000,"keep",10.0,2020-07-21 06:21:10.900,2310.0,2279.0,1671.0
acc,0,2020-07-21 06:21:10.000,"keep",10.0,2020-07-21 06:21:11.000,2309.0,2277.0,1674.0
acc,0,2020-07-21 06:21:10.000,"keep",10.0,2020-07-21 06:21:11.100,2307.0,2278.0,1677.0
acc,0,2020-07-21 06:21:10.000,"keep",10.0,2020-07-21 06:21:11.200,2315.0,2282.0,1674.0
acc,0,2020-07-21 06:21:10.000,"keep",10.0,2020-07-21 06:21:11.300,2304.0,2277.0,1676.0
acc,0,2020-07-21 06:21:10.000,"keep",10.0,2020-07-21 06:21:11.400,2315.0,2279.0,1678.0
acc,0,2020-07-21 06:21:10.000,"keep",10.0,2020-07-21 06:21:11.500,2307.0,2279.0,1676.0
acc,0,2020-07-21 06:21:10.000,"keep",10.0,2020-07-21 06:21:11.600,2307.0,2278.0,1677.0
acc,0,2020-07-21 06:21:10.000,"keep",10.0,2020-07-21 06:21:11.700,2309.0,2279.0,1678.0
acc,0,2020-07-21 06:21:10.000,"keep",10.0,2020-07-21 06:21:11.800,2309.0,2284.0,1675.0
acc,0,2020-07-21 06:21:10.000,"keep",10.0,2020-07-21 06:21:11.900,2312.0,2285.0,1681.0
acc,0,2020-07-21 06:21:10.000,"keep",10.0,2020-07-21 06:21:12.000,2310.0,2283.0,1679.0
acc,0,2020-07-21 06:21:10.000,"keep",10.0,2020-07-21 06:21:12.100,2315.0,2287.0,1679.0
acc,0,2020-07-21 06:21:10.000,"keep",10.0,2020-07-21 06:21:12.200,2312.0,2277.0,1682.0
acc,0,2020-07-21 06:21:10.000,"keep",10.0,2020-07-21 06:21:12.300,2314.0,2281.0,1677.0
acc,0,2020-07-21 06:21:10.000,"keep",10.0,2020-07-21 06:21:12.400,2313.0,2281.0,1681.0
acc,0,2020-07-21 06:21:10.000,"keep",10.0,2020-07-21 06:21:12.500,2312.0,2290.0,1677.0
acc,0,2020-07-21 06:21:20.000,"keep",10.0,2020-07-21 06:21:20.000,2048.0,2277.0,1593.0
acc,0,2020-07-21 06:21:20.000,"keep",10.0,2020-07-21 06:21:20.100,2039.0,2282.0,1594.0
acc,0,2020-07-21 06:21:20.000,"keep",10.0,2020-07-21 06:21:20.200,2060.0,2285.0,1601.0
acc,0,2020-07-21 06:21:20.000,"keep",10.0,2020-07-21 06:21:20.300,2008.0,2332.0,1593.0
acc,0,2020-07-21 06:21:20.000,"keep",10.0,2020-07-21 06:21:20.400,2014.0,2284.0,1591.0
acc,0,2020-07-21 06:21:20.000,"keep",10.0,2020-07-21 06:21:20.500,2016.0,2301.0,1576.0
acc,0,2020-07-21 06:21:20.000,"keep",10.0,2020-07-21 06:21:20.600,2020.0,2265.0,1620.0
acc,0,2020-07-21 06:21:20.000,"keep",10.0,2020-07-21 06:21:20.700,2005.0,2252.0,1577.0
acc,0,2020-07-21 06:21:20.000,"keep",10.0,2020-07-21 06:21:20.800,2113.0,2236.0,1596.0
acc,0,2020-07-21 06:21:20.000,"keep",10.0,2020-07-21 06:21:20.900,1991.0,2249.0,1579.0
acc,0,2020-07-21 06:21:20.000,"keep",10.0,2020-07-21 06:21:21.000,2021.0,2265.0,1560.0
acc,0,2020-07-21 06:21:20.000,"keep",10.0,2020-07-21 06:21:21.100,2027.0,2230.0,1570.0
acc,0,2020-07-21 06:21:20.000,"keep",10.0,2020-07-21 06:21:21.200,2036.0,2257.0,1580.0
acc,0,2020-07-21 06:21:20.000,"keep",10.0,2020-07-21 06:21:21.300,2069.0,2233.0,1591.0
acc,0,2020-07-21 06:21:20.000,"keep",10.0,2020-07-21 06:21:21.400,2217.0,2176.0,1588.0
acc,0,2020-07-21 06:21:20.000,"keep",10.0,2020-07-21 06:21:21.500,2160.0,2133.0,1567.0
acc,0,2020-07-21 06:21:20.000,"keep",10.0,2020-07-21 06:21:21.600,2288.0,2177.0,1582.0
acc,0,2020-07-21 06:21:20.000,"keep",10.0,2020-07-21 06:21:21.700,2068.0,2315.0,1594.0
acc,0,2020-07-21 06:21:20.000,"keep",10.0,2020-07-21 06:21:21.800,2063.0,2331.0,1598.0
