type,tag-serial-number,burst-start-timestamp,annotation,eobs_acceleration_sampling_frequency_per_axis,sample-timestamp,acceleration-x,acceleration-y,acceleration-z
acc,0,2020-07-21 00:26:07.000,"keep",10.0,2020-07-21 00:26:07.800,1776.0,2395.0,1789.0
acc,0,2020-07-21 00:26:07.000,"keep",10.0,2020-07-21 00:26:07.900,1777.0,2393.0,1788.0
acc,0,2020-07-21 00:26:07.000,"keep",10.0,2020-07-21 00:26:08.000,1769.0,2392.0,1787.0
acc,0,2020-07-21 00:26:07.000,"keep",10.0,2020-07-21 00:26:08.100,1773.0,2393.0,1790.0
acc,0,2020-07-21 00:26:07.000,"keep",10.0,2020-07-21 00:26:08.200,1778.0,2395.0,1789.0
acc,0,2020-07-21 00:26:07.000,"keep",10.0,2020-07-21 00:26:08.300,1770.0,2393.0,1786.0
acc,0,2020-07-21 00:26:07.000,"keep",10.0,2020-07-21 00:26:08.400,1770.0,2395.0,1783.0
acc,0,2020-07-21 00:26:07.000,"keep",10.0,2020-07-21 00:26:08.500,1776.0,2396.0,1787.0
acc,0,2020-07-21 00:26:07.000,"keep",10.0,2020-07-21 00:26:08.600,1769.0,2395.0,1787.0
acc,0,2020-07-21 00:26:07.000,"keep",10.0,2020-07-21 00:26:08.700,1773.0,2391.0,1786.0
acc,0,2020-07-21 00:26:07.000,"keep",10.0,2020-07-21 00:26:08.800,1779.0,2398.0,1784.0
acc,0,2020-07-21 00:26:07.000,"keep",10.0,2020-07-21 00:26:08.900,1771.0,2396.0,1790.0
acc,0,2020-07-21 00:26:07.000,"keep",10.0,2020-07-21 00:26:09.000,1773.0,2395.0,1784.0
acc,0,2020-07-21 00:26:07.000,"keep",10.0,2020-07-21 00:26:09.100,1775.0,2397.0,1783.0
acc,0,2020-07-21 00:26:07.000,"keep",10.0,2020-07-21 00:26:09.200,1782.0,2392.0,1789.0
acc,0,2020-07-21 00:26:07.000,"keep",10.0,2020-07-21 00:26:09.300,1783.0,2391.0,1783.0
acc,0,2020-07-21 00:26:07.000,"keep",10.0,2020-07-21 00:26:09.400,1769.0,2401.0,1785.0
acc,0,2020-07-21 00:26:07.000,"keep",10.0,2020-07-21 00:26:09.500,1777.0,2393.0,1786.0
acc,0,2020-07-21 00:26:20.000,"keep",10.0,2020-07-21 00:26:20.000,1706.0,2342.0,1767.0
acc,0,2020-07-21 00:26:20.000,"keep",10.0,2020-07-21 00:26:20.100,1751.0,2319.0,1749.0
acc,0,2020-07-21 00:26:20.000,"keep",10.0,2020-07-21 00:26:20.200,1778.0,2351.0,1746.0
acc,0,2020-07-21 00:26:20.000,"keep",10.0,2020-07-21 00:26:20.300,1777.0,2402.0,1752.0
acc,0,2020-07-21 00:26:20.000,"keep",10.0,2020-07-21 00:26:20.400,1793.0,2382.0,1764.0
acc,0,2020-07-21 00:26:20.000,"keep",10.0,2020-07-21 00:26:20.500,1801.0,2381.0,1755.0
acc,0,2020-07-21 00:26:20.000,"keep",10.0,2020-07-21 00:26:20.600,1773.0,2391.0,1762.0
acc,0,2020-07-21 00:26:20.000,"keep",10.0,2020-07-21 00:26:20.700,1800.0,2415.0,1783.0
acc,0,2020-07-21 00:26:20.000,"keep",10.0,2020-07-21 00:26:20.800,1803.0,2402.0,1768.0
acc,0,2020-07-21 00:26:20.000,"keep",10.0,2020-07-21 00:26:20.900,1804.0,2405.0,1779.0
acc,0,2020-07-21 00:26:20.000,"keep",10.0,2020-07-21 00:26:21.000,1803.0,2405.0,1771.0
acc,0,2020-07-21 00:26:20.000,"keep",10.0,2020-07-21 00:26:21.100,1795.0,2403.0,1774.0
acc,0,2020-07-21 00:26:20.000,"keep",10.0,2020-07-21 00:26:21.200,1798.0,2400.0,1775.0
acc,0,2020-07-21 00:26:20.000,"keep",10.0,2020-07-21 00:26:21.300,1798.0,2402.0,1770.0
acc,0,2020-07-21 00:26:20.000,"keep",10.0,2020-07-21 00:26:21.400,1801.0,2411.0,1777.0
acc,0,2020-07-21 00:26:20.000,"keep",10.0,2020-07-21 00:26:21.500,1798.0,2412.0,1776.0
acc,0,2020-07-21 00:26:20.000,"keep",10.0,2020-07-21 00:26:21.600,1798.0,2402.0,1779.0
acc,0,2020-07-21 00:26:20.000,"keep",10.0,2020-07-21 00:26:21.700,1803.0,2412.0,1779.0
acc,0,2020-07-21 00:26:20.000,"keep",10.0,2020-07-21 00:26:21.800,1805.0,2411.0,1776.0
acc,0,2020-07-21 00:26:20.000,"keep",10.0,2020-07-21 00:26:21.900,1804.0,2422.0,1778.0
acc,0,2020-07-21 00:26:20.000,"keep",10.0,2020-07-21 00:26:22.000,1804.0,2406.0,1778.0
acc,0,2020-07-21 00:26:20.000,"keep",10.0,2020-07-21 00:26:22.100,1804.0,2417.0,1779.0
acc,0,2020-07-21 00:26:20.000,"keep",10.0,2020-07-21 00:26:22.200,1802.0,2412.0,1783.0
acc,0,2020-07-21 00:26:20.000,"keep",10.0,2020-07-21 00:26:22.300,1802.0,2415.0,1778.0
acc,0,2020-07-21 00:26:20.000,"keep",10.0,2020-07-21 00:26:22.400,1806.0,2415.0,1785.0
acc,0,2020-07-21 00:26:20.000,"keep",10.0,2020-07-21 00:26:22.500,1800.0,2414.0,1782.0
acc,0,2020-07-21 00:26:40.000,"keep",10.0,2020-07-21 00:26:40.000,1793.0,2384.0,1762.0
acc,0,2020-07-21 00:26:40.000,"keep",10.0,2020-07-21 00:26:40.100,1784.0,2385.0,1758.0
acc,0,2020-07-21 00:26:40.000,"keep",10.0,2020-07-21 00:26:40.200,1788.0,2385.0,1762.0
acc,0,2020-07-21 00:26:40.000,"keep",10.0,2020-07-21 00:26:40.300,1787.0,2386.0,1759.0
acc,0,2020-07-21 00:26:40.000,"keep",10.0,2020-07-21 00:26:40.400,1779.0,2382.0,1755.0
acc,0,2020-07-21 00:26:40.000,"keep",10.0,2020-07-21 00:26:40.500,1786.0,2382.0,1761.0
acc,0,2020-07-21 00:26:40.000,"keep",10.0,2020-07-21 00:26:40.600,1782.0,2388.0,1759.0
acc,0,2020-07-21 00:26:40.000,"keep",10.0,2020-07-21 00:26:40.700,1781.0,2382.0,1762.0
acc,0,2020-07-21 00:26:40.000,"keep",10.0,2020-07-21 00:26:40.800,1784.0,2384.0,1759.0
acc,0,2020-07-21 00:26:40.000,"keep",10.0,2020-07-21 00:26:40.900,1783.0,2387.0,1763.0
acc,0,2020-07-21 00:26:40.000,"keep",10.0,2020-07-21 00:26:41.000,1789.0,2380.0,1760.0
acc,0,2020-07-21 00:26:40.000,"keep",10.0,2020-07-21 00:26:41.100,1784.0,2385.0,1756.0
acc,0,2020-07-21 00:26:40.000,"keep",10.0,2020-07-21 00:26:41.200,1783.0,2384.0,1763.0
acc,0,2020-07-21 00:26:40.000,"keep",10.0,2020-07-21 00:26:41.300,1786.0,2380.0,1757.0
acc,0,2020-07-21 00:26:40.000,"keep",10.0,2020-07-21 00:26:41.400,1782.0,2397.0,1761.0
acc,0,2020-07-21 00:26:40.000,"keep",10.0,2020-07-21 00:26:41.500,1783.0,2379.0,1763.0
acc,0,2020-07-21 00:26:40.000,"keep",10.0,2020-07-21 00:26:41.600,1783.0,2384.0,1753.0
acc,0,2020-07-21 00:26:40.000,"keep",10.0,2020-07-21 00:26:41.700,1782.0,2380.0,1762.0
acc,0,2020-07-21 00:26:40.000,"keep",10.0,2020-07-21 00:26:41.800,1790.0,2375.0,1753.0
acc,0,2020-07-21 00:26:40.000,"keep",10.0,2020-07-21 00:26:41.900,1792.0,2389.0,1758.0
acc,0,2020-07-21 00:26:40.000,"keep",10.0,2020-07-21 00:26:42.000,1785.0,2379.0,1762.0
acc,0,2020-07-21 00:26:40.000,"keep",10.0,2020-07-21 00:26:42.100,1784.0,2377.0,1759.0
acc,0,2020-07-21 00:26:40.000,"keep",10.0,2020-07-21 00:26:42.200,1789.0,2381.0,1760.0
acc,0,2020-07-21 00:26:40.000,"keep",10.0,2020-07-21 00:26:42.300,1792.0,2391.0,1765.0
acc,0,2020-07-21 00:26:40.000,"keep",10.0,2020-07-21 00:26:42.400,1788.0,2381.0,1761.0
acc,0,2020-07-21 00:26:40.000,"keep",10.0,2020-07-21 00:26:42.500,1781.0,2383.0,1761.0
acc,0,2020-07-21 00:27:09.000,"keep",10.0,2020-07-21 00:27:09.000,1767.0,2366.0,1755.0
acc,0,2020-07-21 00:27:09.000,"keep",10.0,2020-07-21 00:27:09.100,1767.0,2352.0,1740.0
acc,0,2020-07-21 00:27:09.000,"keep",10.0,2020-07-21 00:27:09.200,1769.0,2354.0,1743.0
acc,0,2020-07-21 00:27:09.000,"keep",10.0,2020-07-21 00:27:09.300,1770.0,2353.0,1738.0
acc,0,2020-07-21 00:27:09.000,"keep",10.0,2020-07-21 00:27:09.400,1780.0,2353.0,1732.0
acc,0,2020-07-21 00:27:09.000,"keep",10.0,2020-07-21 00:27:09.500,1769.0,2348.0,1727.0
acc,0,2020-07-21 00:27:09.000,"keep",10.0,2020-07-21 00:27:09.600,1787.0,2341.0,1727.0
acc,0,2020-07-21 00:27:09.000,"keep",10.0,2020-07-21 00:27:09.700,1782.0,2362.0,1742.0
acc,0,2020-07-21 00:27:09.000,"keep",10.0,2020-07-21 00:27:09.800,1805.0,2411.0,1746.0
acc,0,2020-07-21 00:27:09.000,"keep",10.0,2020-07-21 00:27:09.900,1791.0,2316.0,1737.0
acc,0,2020-07-21 00:27:09.000,"keep",10.0,2020-07-21 00:27:10.000,1772.0,2305.0,1729.0
acc,0,2020-07-21 00:27:09.000,"keep",10.0,2020-07-21 00:27:10.100,1756.0,2373.0,1737.0
acc,0,2020-07-21 00:27:09.000,"keep",10.0,2020-07-21 00:27:10.200,1810.0,2369.0,1774.0
acc,0,2020-07-21 00:27:09.000,"keep",10.0,2020-07-21 00:27:10.300,1756.0,2411.0,1784.0
acc,0,2020-07-21 00:27:09.000,"keep",10.0,2020-07-21 00:27:10.400,1755.0,2375.0,1805.0
acc,0,2020-07-21 00:27:09.000,"keep",10.0,2020-07-21 00:27:10.500,1766.0,2412.0,1814.0
acc,0,2020-07-21 00:27:09.000,"keep",10.0,2020-07-21 00:27:10.600,1769.0,2401.0,1815.0
acc,0,2020-07-21 00:27:09.000,"keep",10.0,2020-07-21 00:27:10.700,1742.0,2394.0,1816.0
acc,0,2020-07-21 00:27:09.000,"keep",10.0,2020-07-21 00:27:10.800,1754.0,2409.0,1824.0
acc,0,2020-07-21 00:27:09.000,"keep",10.0,2020-07-21 00:27:10.900,1767.0,2405.0,1818.0
acc,0,2020-07-21 00:27:09.000,"keep",10.0,2020-07-21 00:27:11.000,1770.0,2418.0,1830.0
acc,0,2020-07-21 00:27:09.000,"keep",10.0,2020-07-21 00:27:11.100,1757.0,2411.0,1824.0
acc,0,2020-07-21 00:27:09.000,"keep",10.0,2020-07-21 00:27:11.200,1767.0,2422.0,1832.0
acc,0,2020-07-21 00:27:09.000,"keep",10.0,2020-07-21 00:27:11.300,1763.0,2417.0,1831.0
acc,0,2020-07-21 00:27:09.000,"keep",10.0,2020-07-21 00:27:11.400,1766.0,2423.0,1833.0
acc,0,2020-07-21 00:27:09.000,"keep",10.0,2020-07-21 00:27:11.500,1760.0,2425.0,1830.0
acc,0,2020-07-21 00:27:20.000,"keep",10.0,2020-07-21 00:27:20.000,1786.0,2417.0,1812.0
acc,0,2020-07-21 00:27:20.000,"keep",10.0,2020-07-21 00:27:20.100,1785.0,2421.0,1811.0
acc,0,2020-07-21 00:27:20.000,"keep",10.0,2020-07-21 00:27:20.200,1778.0,2417.0,1812.0
acc,0,2020-07-21 00:27:20.000,"keep",10.0,2020-07-21 00:27:20.300,1781.0,2420.0,1810.0
acc,0,2020-07-21 00:27:20.000,"keep",10.0,2020-07-21 00:27:20.400,1771.0,2422.0,1808.0
acc,0,2020-07-21 00:27:20.000,"keep",10.0,2020-07-21 00:27:20.500,1780.0,2421.0,1815.0
acc,0,2020-07-21 00:27:20.000,"keep",10.0,2020-07-21 00:27:20.600,1776.0,2421.0,1811.0
acc,0,2020-07-21 00:27:20.000,"keep",10.0,2020-07-21 00:27:20.700,1783.0,2416.0,1810.0
acc,0,2020-07-21 00:27:20.000,"keep",10.0,2020-07-21 00:27:20.800,1780.0,2415.0,1810.0
acc,0,2020-07-21 00:27:20.000,"keep",10.0,2020-07-21 00:27:20.900,1782.0,2418.0,1814.0
acc,0,2020-07-21 00:27:20.000,"keep",10.0,2020-07-21 00:27:21.000,1786.0,2417.0,1810.0
acc,0,2020-07-21 00:27:20.000,"keep",10.0,2020-07-21 00:27:21.100,1777.0,2417.0,1808.0
acc,0,2020-07-21 00:27:20.000,"keep",10.0,2020-07-21 00:27:21.200,1780.0,2414.0,1812.0
acc,0,2020-07-21 00:27:20.000,"keep",10.0,2020-07-21 00:27:21.300,1774.0,2422.0,1810.0
acc,0,2020-07-21 00:27:20.000,"keep",10.0,2020-07-21 00:27:21.400,1775.0,2422.0,1812.0
acc,0,2020-07-21 00:27:20.000,"keep",10.0,2020-07-21 00:27:21.500,1780.0,2412.0,1813.0
acc,0,2020-07-21 00:27:20.000,"keep",10.0,2020-07-21 00:27:21.600,1771.0,2418.0,1809.0
acc,0,2020-07-21 00:27:20.000,"keep",10.0,2020-07-21 00:27:21.700,1783.0,2418.0,1813.0
acc,0,2020-07-21 00:27:20.000,"keep",10.0,2020-07-21 00:27:21.800,1777.0,2414.0,1809.0
acc,0,2020-07-21 00:27:20.000,"keep",10.0,2020-07-21 00:27:21.900,1772.0,2415.0,1809.0
acc,0,2020-07-21 00:27:20.000,"keep",10.0,2020-07-21 00:27:22.000,1774.0,2414.0,1812.0
acc,0,2020-07-21 00:27:20.000,"keep",10.0,2020-07-21 00:27:22.100,1777.0,2417.0,1810.0
acc,0,2020-07-21 00:27:20.000,"keep",10.0,2020-07-21 00:27:22.200,1776.0,2415.0,1809.0
acc,0,2020-07-21 00:27:20.000,"keep",10.0,2020-07-21 00:27:22.300,1777.0,2415.0,1813.0
acc,0,2020-07-21 00:27:20.000,"keep",10.0,2020-07-21 00:27:22.400,1769.0,2411.0,1808.0
acc,0,2020-07-21 00:27:20.000,"keep",10.0,2020-07-21 00:27:22.500,1772.0,2413.0,1816.0
acc,0,2020-07-21 00:27:40.000,"keep",10.0,2020-07-21 00:27:40.000,2108.0,2384.0,1656.0
acc,0,2020-07-21 00:27:40.000,"keep",10.0,2020-07-21 00:27:40.100,2126.0,2353.0,1647.0
acc,0,2020-07-21 00:27:40.000,"keep",10.0,2020-07-21 00:27:40.200,2082.0,2366.0,1680.0
acc,0,2020-07-21 00:27:40.000,"keep",10.0,2020-07-21 00:27:40.300,2145.0,2333.0,1623.0
acc,0,2020-07-21 00:27:40.000,"keep",10.0,2020-07-21 00:27:40.400,2096.0,2361.0,1659.0
acc,0,2020-07-21 00:27:40.000,"keep",10.0,2020-07-21 00:27:40.500,2161.0,2350.0,1643.0
acc,0,2020-07-21 00:27:40.000,"keep",10.0,2020-07-21 00:27:40.600,2115.0,2356.0,1634.0
acc,0,2020-07-21 00:27:40.000,"keep",10.0,2020-07-21 00:27:40.700,2119.0,2351.0,1642.0
acc,0,2020-07-21 00:27:40.000,"keep",10.0,2020-07-21 00:27:40.800,2098.0,2363.0,1641.0
acc,0,2020-07-21 00:27:40.000,"keep",10.0,2020-07-21 00:27:40.900,2111.0,2369.0,1655.0
acc,0,2020-07-21 00:27:40.000,"keep",10.0,2020-07-21 00:27:41.000,2088.0,2371.0,1662.0
acc,0,2020-07-21 00:27:40.000,"keep",10.0,2020-07-21 00:27:41.100,2160.0,2360.0,1640.0
acc,0,2020-07-21 00:27:40.000,"keep",10.0,2020-07-21 00:27:41.200,2103.0,2344.0,1635.0
acc,0,2020-07-21 00:27:40.000,"keep",10.0,2020-07-21 00:27:41.300,2116.0,2355.0,1660.0
acc,0,2020-07-21 00:27:40.000,"keep",10.0,2020-07-21 00:27:41.400,2092.0,2373.0,1632.0
acc,0,2020-07-21 00:27:40.000,"keep",10.0,2020-07-21 00:27:41.500,2121.0,2410.0,1664.0
acc,0,2020-07-21 00:27:40.000,"keep",10.0,2020-07-21 00:27:41.600,2142.0,2320.0,1636.0
acc,0,2020-07-21 00:27:40.000,"keep",10.0,2020-07-21 00:27:41.700,2160.0,2361.0,1650.0
acc,0,2020-07-21 00:27:40.000,"keep",10.0,2020-07-21 00:27:41.800,2159.0,2292.0,1621.0
acc,0,2020-07-21 00:27:40.000,"keep",10.0,2020-07-21 00:27:41.900,2150.0,2323.0,1638.0
acc,0,2020-07-21 00:27:40.000,"keep",10.0,2020-07-21 00:27:42.000,2143.0,2279.0,1603.0
acc,0,2020-07-21 00:27:40.000,"keep",10.0,2020-07-21 00:27:42.100,2083.0,2336.0,1612.0
acc,0,2020-07-21 00:27:40.000,"keep",10.0,2020-07-21 00:27:42.200,2069.0,2326.0,1617.0
acc,0,2020-07-21 00:27:40.000,"keep",10.0,2020-07-21 00:27:42.300,2047.0,2371.0,1643.0
acc,0,2020-07-21 00:27:40.000,"keep",10.0,2020-07-21 00:27:42.400,2034.0,2348.0,1647.0
acc,0,2020-07-21 00:27:40.000,"keep",10.0,2020-07-21 00:27:42.500,1983.0,2377.0,1663.0
acc,0,2020-07-21 00:28:16.000,"keep",10.0,2020-07-21 00:28:16.000,1805.0,2482.0,1914.0
acc,0,2020-07-21 00:28:16.000,"keep",10.0,2020-07-21 00:28:16.100,1801.0,2479.0,1916.0
acc,0,2020-07-21 00:28:16.000,"keep",10.0,2020-07-21 00:28:16.200,1808.0,2478.0,1918.0
acc,0,2020-07-21 00:28:16.000,"keep",10.0,2020-07-21 00:28:16.300,1801.0,2481.0,1914.0
