4888,21.7.2020,Tu,00:15:40.0000,2552,2097,2083
4888,21.7.2020,Tu,00:15:40.1000,2552,2097,2083
4888,21.7.2020,Tu,00:15:40.2000,2552,2097,2083
4888,21.7.2020,Tu,00:15:40.3000,2550,2096,2083
4888,21.7.2020,Tu,00:15:40.4000,2551,2097,2084
4888,21.7.2020,Tu,00:15:40.5000,2551,2097,2083
4888,21.7.2020,Tu,00:15:40.6000,2551,2098,2083
4888,21.7.2020,Tu,00:15:40.7000,2552,2097,2083
4888,21.7.2020,Tu,00:15:40.8000,2551,2096,2083
4888,21.7.2020,Tu,00:15:40.9000,2550,2097,2083
4888,21.7.2020,Tu,00:15:41.0000,2551,2097,2082
4888,21.7.2020,Tu,00:15:41.1000,2548,2096,2082
4888,21.7.2020,Tu,00:15:41.2000,2554,2095,2082
4888,21.7.2020,Tu,00:15:41.3000,2551,2095,2082
4888,21.7.2020,Tu,00:15:41.4000,2554,2094,2082
4888,21.7.2020,Tu,00:15:41.5000,2549,2096,2083
4888,21.7.2020,Tu,00:15:41.6000,2552,2096,2083
4888,21.7.2020,Tu,00:15:41.7000,2553,2097,2083
4888,21.7.2020,Tu,00:15:41.8000,2551,2097,2083
4888,21.7.2020,Tu,00:15:41.9000,2551,2097,2083
4888,21.7.2020,Tu,00:15:42.0000,2552,2097,2084
4888,21.7.2020,Tu,00:15:42.1000,2551,2097,2083
4888,21.7.2020,Tu,00:15:42.2000,2551,2097,2083
4888,21.7.2020,Tu,00:15:42.3000,2551,2096,2082
4888,21.7.2020,Tu,00:15:42.4000,2551,2096,2084
4888,21.7.2020,Tu,00:15:42.5000,2551,2097,2083
4888,21.7.2020,Tu,00:17:09.0000,2551,2097,2083
4888,21.7.2020,Tu,00:17:09.1000,2550,2097,2084
4888,21.7.2020,Tu,00:17:09.2000,2552,2096,2083
4888,21.7.2020,Tu,00:17:09.3000,2551,2097,2083
4888,21.7.2020,Tu,00:17:09.4000,2552,2096,2082
4888,21.7.2020,Tu,00:17:09.5000,2551,2096,2083
4888,21.7.2020,Tu,00:17:09.6000,2552,2096,2083
4888,21.7.2020,Tu,00:17:09.7000,2552,2097,2083
4888,21.7.2020,Tu,00:17:09.8000,2552,2096,2083
4888,21.7.2020,Tu,00:17:09.9000,2552,2096,2083
4888,21.7.2020,Tu,00:17:10.0000,2552,2097,2082
4888,21.7.2020,Tu,00:17:10.1000,2551,2096,2083
4888,21.7.2020,Tu,00:17:10.2000,2552,2096,2083
4888,21.7.2020,Tu,00:17:10.3000,2551,2096,2083
4888,21.7.2020,Tu,00:17:10.4000,2552,2096,2083
4888,21.7.2020,Tu,00:17:10.5000,2551,2096,2084
4888,21.7.2020,Tu,00:17:10.6000,2551,2097,2083
4888,21.7.2020,Tu,00:17:10.7000,2552,2096,2083
4888,21.7.2020,Tu,00:17:10.8000,2551,2096,2083
4888,21.7.2020,Tu,00:17:10.9000,2552,2097,2084
4888,21.7.2020,Tu,00:17:11.0000,2552,2096,2083
4888,21.7.2020,Tu,00:17:11.1000,2551,2096,2083
4888,21.7.2020,Tu,00:17:11.2000,2552,2096,2083
4888,21.7.2020,Tu,00:17:11.3000,2552,2097,2082
4888,21.7.2020,Tu,00:17:11.4000,2552,2096,2083
4888,21.7.2020,Tu,00:17:11.5000,2551,2096,2084
4888,21.7.2020,Tu,00:17:20.0000,2553,1796,1920
4888,21.7.2020,Tu,00:17:20.1000,2395,1516,2180
4888,21.7.2020,Tu,00:17:20.2000,2413,1684,2221
4888,21.7.2020,Tu,00:17:20.3000,2576,1769,2292
4888,21.7.2020,Tu,00:17:20.4000,2578,1460,1808
4888,21.7.2020,Tu,00:17:20.5000,1868,1447,1813
4888,21.7.2020,Tu,00:17:20.6000,1851,1801,1800
4888,21.7.2020,Tu,00:17:20.7000,1877,1866,1711
4888,21.7.2020,Tu,00:17:20.8000,1840,1681,1626
4888,21.7.2020,Tu,00:17:20.9000,1757,1639,1797
4888,21.7.2020,Tu,00:17:21.0000,1601,1807,1800
4888,21.7.2020,Tu,00:17:21.1000,1550,1750,1769
4888,21.7.2020,Tu,00:17:21.2000,1670,1939,1846
4888,21.7.2020,Tu,00:17:21.3000,1746,1938,1759
4888,21.7.2020,Tu,00:17:21.4000,1753,1859,1621
4888,21.7.2020,Tu,00:17:21.5000,1888,1783,1400
4888,21.7.2020,Tu,00:17:21.6000,1863,1790,1591
4888,21.7.2020,Tu,00:17:21.7000,1839,1831,1560
4888,21.7.2020,Tu,00:17:21.8000,1914,1806,1598
4888,21.7.2020,Tu,00:17:21.9000,1843,1761,1547
4888,21.7.2020,Tu,00:17:22.0000,1776,1855,1568
4888,21.7.2020,Tu,00:17:22.1000,1703,1831,1651
4888,21.7.2020,Tu,00:17:22.2000,1636,1893,1646
4888,21.7.2020,Tu,00:17:22.3000,1863,1886,1704
4888,21.7.2020,Tu,00:17:22.4000,1877,1868,1687
4888,21.7.2020,Tu,00:17:22.5000,1755,1886,1701
4888,21.7.2020,Tu,00:17:40.0000,2025,2529,1876
4888,21.7.2020,Tu,00:17:40.1000,2028,2533,1880
4888,21.7.2020,Tu,00:17:40.2000,2031,2541,1881
4888,21.7.2020,Tu,00:17:40.3000,2033,2534,1888
4888,21.7.2020,Tu,00:17:40.4000,2036,2531,1888
4888,21.7.2020,Tu,00:17:40.5000,2035,2527,1895
4888,21.7.2020,Tu,00:17:40.6000,2046,2529,1894
4888,21.7.2020,Tu,00:17:40.7000,2043,2539,1888
4888,21.7.2020,Tu,00:17:40.8000,2041,2537,1882
4888,21.7.2020,Tu,00:17:40.9000,2046,2535,1889
4888,21.7.2020,Tu,00:17:41.0000,2040,2528,1881
4888,21.7.2020,Tu,00:17:41.1000,2034,2534,1881
4888,21.7.2020,Tu,00:17:41.2000,2045,2527,1879
4888,21.7.2020,Tu,00:17:41.3000,2042,2525,1880
4888,21.7.2020,Tu,00:17:41.4000,2040,2529,1877
4888,21.7.2020,Tu,00:17:41.5000,2038,2526,1879
4888,21.7.2020,Tu,00:17:41.6000,2027,2517,1891
4888,21.7.2020,Tu,00:17:41.7000,2042,2526,1886
4888,21.7.2020,Tu,00:17:41.8000,2033,2513,1875
4888,21.7.2020,Tu,00:17:41.9000,2023,2535,1863
4888,21.7.2020,Tu,00:17:42.0000,2031,2539,1865
4888,21.7.2020,Tu,00:17:42.1000,2045,2520,1892
4888,21.7.2020,Tu,00:17:42.2000,2032,2536,1866
4888,21.7.2020,Tu,00:17:42.3000,2034,2546,1855
4888,21.7.2020,Tu,00:17:42.4000,2037,2531,1865
4888,21.7.2020,Tu,00:17:42.5000,2025,2535,1864
4888,21.7.2020,Tu,00:18:24.0000,2554,2059,2060
4888,21.7.2020,Tu,00:18:24.1000,2555,2060,2060
4888,21.7.2020,Tu,00:18:24.2000,2554,2059,2061
4888,21.7.2020,Tu,00:18:24.3000,2554,2060,2060
4888,21.7.2020,Tu,00:18:24.4000,2555,2060,2060
4888,21.7.2020,Tu,00:18:24.5000,2555,2059,2060
4888,21.7.2020,Tu,00:18:24.6000,2556,2059,2060
4888,21.7.2020,Tu,00:18:24.7000,2554,2060,2060
4888,21.7.2020,Tu,00:18:24.8000,2554,2059,2060
4888,21.7.2020,Tu,00:18:24.9000,2555,2060,2060
4888,21.7.2020,Tu,00:18:25.0000,2555,2059,2060
4888,21.7.2020,Tu,00:18:25.1000,2555,2060,2060
4888,21.7.2020,Tu,00:18:25.2000,2555,2060,2060
4888,21.7.2020,Tu,00:18:25.3000,2554,2059,2061
4888,21.7.2020,Tu,00:18:25.4000,2554,2059,2061
4888,21.7.2020,Tu,00:18:25.5000,2554,2059,2060
4888,21.7.2020,Tu,00:18:25.6000,2555,2059,2060
4888,21.7.2020,Tu,00:18:25.7000,2554,2060,2060
4888,21.7.2020,Tu,00:18:25.8000,2555,2060,2060
4888,21.7.2020,Tu,00:18:25.9000,2554,2060,2060
4888,21.7.2020,Tu,00:18:26.0000,2555,2059,2060
4888,21.7.2020,Tu,00:18:26.1000,2554,2059,2059
4888,21.7.2020,Tu,00:18:26.2000,2555,2059,2060
4888,21.7.2020,Tu,00:18:26.3000,2555,2060,2060
4888,21.7.2020,Tu,00:18:26.4000,2555,2059,2060
4888,21.7.2020,Tu,00:18:26.5000,2555,2059,2061
4888,21.7.2020,Tu,00:18:40.0000,2555,2060,2061
4888,21.7.2020,Tu,00:18:40.1000,2555,2059,2060
4888,21.7.2020,Tu,00:18:40.2000,2555,2060,2059
4888,21.7.2020,Tu,00:18:40.3000,2555,2059,2061
4888,21.7.2020,Tu,00:18:40.4000,2555,2060,2060
4888,21.7.2020,Tu,00:18:40.5000,2555,2059,2060
4888,21.7.2020,Tu,00:18:40.6000,2555,2059,2060
4888,21.7.2020,Tu,00:18:40.7000,2555,2060,2059
4888,21.7.2020,Tu,00:18:40.8000,2554,2059,2061
4888,21.7.2020,Tu,00:18:40.9000,2554,2059,2059
4888,21.7.2020,Tu,00:18:41.0000,2554,2059,2060
4888,21.7.2020,Tu,00:18:41.1000,2555,2059,2060
4888,21.7.2020,Tu,00:18:41.2000,2555,2060,2060
4888,21.7.2020,Tu,00:18:41.3000,2555,2058,2060
4888,21.7.2020,Tu,00:18:41.4000,2555,2060,2060
4888,21.7.2020,Tu,00:18:41.5000,2555,2059,2060
4888,21.7.2020,Tu,00:18:41.6000,2555,2059,2060
4888,21.7.2020,Tu,00:18:41.7000,2554,2060,2060
4888,21.7.2020,Tu,00:18:41.8000,2555,2060,2060
4888,21.7.2020,Tu,00:18:41.9000,2555,2059,2060
4888,21.7.2020,Tu,00:18:42.0000,2554,2060,2060
4888,21.7.2020,Tu,00:18:42.1000,2554,2059,2060
4888,21.7.2020,Tu,00:18:42.2000,2555,2059,2059
4888,21.7.2020,Tu,00:18:42.3000,2555,2059,2060
4888,21.7.2020,Tu,00:18:42.4000,2555,2060,2060
4888,21.7.2020,Tu,00:18:42.5000,2555,2059,2059
4888,21.7.2020,Tu,00:19:10.0000,2554,2059,2059
4888,21.7.2020,Tu,00:19:10.1000,2555,2059,2060
4888,21.7.2020,Tu,00:19:10.2000,2555,2060,2059
4888,21.7.2020,Tu,00:19:10.3000,2554,2059,2060
4888,21.7.2020,Tu,00:19:10.4000,2556,2060,2060
4888,21.7.2020,Tu,00:19:10.5000,2555,2059,2060
4888,21.7.2020,Tu,00:19:10.6000,2556,2059,2059
4888,21.7.2020,Tu,00:19:10.7000,2555,2059,2060
4888,21.7.2020,Tu,00:19:10.8000,2555,2059,2060
4888,21.7.2020,Tu,00:19:10.9000,2555,2059,2060
4888,21.7.2020,Tu,00:19:11.0000,2555,2059,2060
4888,21.7.2020,Tu,00:19:11.1000,2555,2059,2059
4888,21.7.2020,Tu,00:19:11.2000,2555,2059,2059
4888,21.7.2020,Tu,00:19:11.3000,2555,2059,2059
4888,21.7.2020,Tu,00:19:11.4000,2555,2059,2060
4888,21.7.2020,Tu,00:19:11.5000,2554,2059,2060
4888,21.7.2020,Tu,00:19:11.6000,2555,2059,2060
4888,21.7.2020,Tu,00:19:11.7000,2555,2059,2060
4888,21.7.2020,Tu,00:19:11.8000,2555,2059,2059
4888,21.7.2020,Tu,00:19:11.9000,2555,2059,2059
4888,21.7.2020,Tu,00:19:12.0000,2554,2059,2060
4888,21.7.2020,Tu,00:19:12.1000,2555,2059,2059
4888,21.7.2020,Tu,00:19:12.2000,2555,2059,2060
4888,21.7.2020,Tu,00:19:12.3000,2555,2058,2058
4888,21.7.2020,Tu,00:19:12.4000,2555,2059,2059
4888,21.7.2020,Tu,00:19:12.5000,2555,2059,2060
4888,21.7.2020,Tu,00:19:20.0000,2554,2059,2060
4888,21.7.2020,Tu,00:19:20.1000,2555,2059,2060
4888,21.7.2020,Tu,00:19:20.2000,2555,2059,2059
4888,21.7.2020,Tu,00:19:20.3000,2555,2059,2059
4888,21.7.2020,Tu,00:19:20.4000,2555,2059,2060
4888,21.7.2020,Tu,00:19:20.5000,2555,2059,2059
4888,21.7.2020,Tu,00:19:20.6000,2554,2059,2059
4888,21.7.2020,Tu,00:19:20.7000,2555,2059,2059
4888,21.7.2020,Tu,00:19:20.8000,2555,2060,2060
4888,21.7.2020,Tu,00:19:20.9000,2555,2059,2060
4888,21.7.2020,Tu,00:19:21.0000,2554,2060,2060
4888,21.7.2020,Tu,00:19:21.1000,2555,2059,2060
4888,21.7.2020,Tu,00:19:21.2000,2555,2059,2059
4888,21.7.2020,Tu,00:19:21.3000,2555,2059,2059
4888,21.7.2020,Tu,00:19:21.4000,2555,2060,2059
4888,21.7.2020,Tu,00:19:21.5000,2555,2059,2059
4888,21.7.2020,Tu,00:19:21.6000,2555,2059,2059
4888,21.7.2020,Tu,00:19:21.7000,2554,2059,2060
4888,21.7.2020,Tu,00:19:21.8000,2554,2060,2060
4888,21.7.2020,Tu,00:19:21.9000,2555,2059,2060
4888,21.7.2020,Tu,00:19:22.0000,2555,2059,2059
4888,21.7.2020,Tu,00:19:22.1000,2554,2059,2060
4888,21.7.2020,Tu,00:19:22.2000,2555,2059,2058
4888,21.7.2020,Tu,00:19:22.3000,2555,2059,2060
4888,21.7.2020,Tu,00:19:22.4000,2554,2059,2060
4888,21.7.2020,Tu,00:19:22.5000,2555,2059,2060
4888,21.7.2020,Tu,00:19:40.0000,1995,2043,1557
4888,21.7.2020,Tu,00:19:40.1000,1950,2239,1563
4888,21.7.2020,Tu,00:19:40.2000,1879,2126,1539
4888,21.7.2020,Tu,00:19:40.3000,1902,2120,1570
4888,21.7.2020,Tu,00:19:40.4000,1916,2259,1574
4888,21.7.2020,Tu,00:19:40.5000,1898,2118,1553
4888,21.7.2020,Tu,00:19:40.6000,1909,2194,1579
4888,21.7.2020,Tu,00:19:40.7000,1886,2196,1582
4888,21.7.2020,Tu,00:19:40.8000,1913,2207,1563
4888,21.7.2020,Tu,00:19:40.9000,1913,2127,1582
4888,21.7.2020,Tu,00:19:41.0000,1879,2249,1613
4888,21.7.2020,Tu,00:19:41.1000,1948,2284,1623
4888,21.7.2020,Tu,00:19:41.2000,1905,2178,1559
4888,21.7.2020,Tu,00:19:41.3000,1910,2169,1582
4888,21.7.2020,Tu,00:19:41.4000,1894,2202,1586
4888,21.7.2020,Tu,00:19:41.5000,1886,2221,1592
4888,21.7.2020,Tu,00:19:41.6000,1905,2203,1589
4888,21.7.2020,Tu,00:19:41.7000,1897,2231,1586
4888,21.7.2020,Tu,00:19:41.8000,1895,2208,1592
4888,21.7.2020,Tu,00:19:41.9000,1886,2210,1598
4888,21.7.2020,Tu,00:19:42.0000,1891,2187,1588
4888,21.7.2020,Tu,00:19:42.1000,1908,2188,1586
4888,21.7.2020,Tu,00:19:42.2000,1890,2211,1586
4888,21.7.2020,Tu,00:19:42.3000,1883,2208,1590
4888,21.7.2020,Tu,00:19:42.4000,1897,2195,1584
4888,21.7.2020,Tu,00:19:42.5000,1873,2243,1589
4888,21.7.2020,Tu,00:20:19.0000,1861,2018,1573
