"","behaviour","mean.X","mean.Y","mean.Z","min.X","min.Y","min.Z","kurt.X","kurt.Y","kurt.Z","skew.X","skew.Y","skew.Z","max.X","max.Y","max.Z","sd.X","sd.Y","sd.Z","range.X","range.Y","range.Z","pitch","roll","odba","freq.X","freq.Y","freq.Z","amp.X","amp.Y","amp.Z","index"
"772","lie",1.81899113826933e-13,-1.81899634243976e-13,-9.09492533368583e-14,-67.4499999999998,-39.3000000000002,-43.4000000000001,-0.950717962473653,-0.376361596692261,-0.675720640198271,-0.525124030006813,0.506882671336158,-0.776752458083778,46.5500000000002,60.6999999999998,23.5999999999999,31.8870952284033,25.7377461901264,20.6433371435205,114,100,67,-0.702876202553403,0.904296080143407,1244.7,48169,44686,35148,2408.45,2234.3,1757.4,"402"
"414","run",0,-9.09460007303409e-14,-9.09446129515601e-14,-369.5,-209.65,-398.65,1.14547489958046,-1.24652674127425,-0.86430478696853,-0.353804935357737,-0.287744217102429,-0.0759643205244333,270.5,149.35,394.35,134.876746854694,112.374503101764,219.904590555469,640,359,793,-0.599613590654739,0.960426650285975,7092.1,39790,47473,33293,1989.5,2373.65,1664.65,"882"
"1399","run",4.54636328584002e-14,1.81887838124339e-13,9.09661235226622e-14,-1998.55,-535.95,-1644.1,-0.626575497989997,-0.530417733624637,-0.709875193225273,-0.105991022656008,0.732748711153182,-0.436948158082114,1717.45,1021.05,1136.9,973.393492943765,436.164198318405,743.382235036876,3716,1557,2781,-0.586982750510958,0.924578966864009,33847.2,39971,43279,33222,1998.55,2163.95,1661.1,"1234"
"900","sit",1.81898333201369e-13,-9.09492533368583e-14,-4.54746049843857e-14,-35.9499999999998,-14.4000000000001,-15.7,-0.812991913445587,-0.853642848491604,-1.32228472511081,-0.692988230062543,0.139313856630448,-0.0707533707476049,20.0500000000002,14.5999999999999,13.3,17.4068195952349,7.58391649965137,8.37980027396709,56,29,29,-0.695358738810346,0.928827062940238,540.700000000001,46619,44748,33454,2330.95,2237.4,1672.7,"1403"
"39","lie",9.09496436496404e-14,-9.09492967049452e-14,4.54746917205595e-14,-34.3499999999999,-34.1500000000001,-71.05,-0.551289863738329,-0.810184505570869,0.247206041105269,0.38635528973631,0.0364228063682886,-0.660964666278775,55.6500000000001,35.8499999999999,46.95,23.3334523806487,17.7594304081255,28.3594874127829,90,70,118,-0.538567426180929,0.896491011470334,1101.8,33247,43463,34741,1662.35,2173.15,1737.05,"501"
"217","run",-4.54782045355984e-14,0,4.54790718973364e-14,-566.45,-444.25,-896.55,-0.359478712709717,-0.00638262438422244,-0.866746192582498,0.514146279969154,0.259739567925502,0.382238952191168,817.55,537.75,1039.45,344.994809266825,231.184108678047,534.11574489746,1384,982,1936,-0.618190594290524,0.902742128705038,17385.5,39809,43365,35211,1990.45,2168.25,1760.55,"1032"
"391","lie",4.54741821455384e-14,1.81899634243976e-13,-4.54747350886464e-14,-58.05,-113.2,-89.7,0.0152281704844364,1.30766339705204,-0.574323755509199,0.580322127715099,-0.57093747674339,-0.313924950318905,81.95,89.8000000000002,67.3,32.9233160061696,41.0668261559901,40.6565848877748,140,203,157,-0.529902558507654,0.923084052629516,1697.2,34981,47624,36034,1749.05,2381.2,1801.7,"621"
"835","run",-1.81896164797024e-13,9.09456537856457e-14,4.5477510646208e-14,-1669.05,-392.6,-923.8,1.18078279979272,-0.8032598264807,-1.54825923692676,0.334395180497055,0.725885007256788,0.249668511811853,1828.95,747.4,1047.2,704.650228650245,348.323564036598,678.84162946503,3498,1140,1971,-0.660638425593431,0.935387009063557,27407.1,45321,43712,33136,2266.05,2185.6,1656.8,"1017"
"828","run",9.09539154062e-14,1.81896858686414e-13,0,-711.1,-677.45,-1406.25,-0.284572313075727,-1.28232054206562,-0.576263623408082,1.01457274209407,0.079285443345647,-0.709522898218592,1327.9,702.55,715.75,606.572415080708,404.255062136713,612.443756816214,2039,1380,2122,-0.641383581632871,1.00787343325321,25816.6,44462,47869,30145,2223.1,2393.45,1507.25,"1250"
"1490","sit",9.09470415644265e-14,9.09497520698577e-14,4.54730003651704e-14,-32.5999999999999,-51.3499999999999,-39.8,-1.57940257421569,-0.801408993117879,-0.778731800109193,0.296400723249378,-0.337787287737075,-0.0100060555158402,43.4000000000001,38.6500000000001,45.2,27.7230665881794,24.2601579376123,21.7318587380492,76,90,85,-0.541762780441702,0.908722916174508,1190.2,33732,44207,34456,1686.6,2210.35,1722.8,"1368"
"2499","walk",-1.81898072992848e-13,9.09437455898221e-14,9.09493183889887e-14,-281.05,-209.85,-146.35,-0.24207485480087,-0.672474173805586,-0.988881797353096,0.56922494369557,0.438089045284762,0.167157294198106,488.95,266.15,165.65,198.85897542043,125.781880964419,85.5331730044579,770,476,312,-0.669909254092207,0.943518325136116,6325.2,44541,45417,32887,2227.05,2270.85,1644.35,"2470"
"1711","sit",0,9.09492045477606e-14,9.09460007303409e-14,-94.75,-40.0999999999999,-137.85,-0.261646083634184,1.07738544614298,0.249932309877857,0.0165166952043349,1.34407681171684,-1.15624363602695,119.25,70.9000000000001,51.1500000000001,51.2772392310457,27.7429934255575,53.8665749304413,214,111,189,-0.728682344257894,0.862990254354228,1988.7,49475,42102,36037,2473.75,2105.1,1801.85,"1349"
"2003","run",-1.81894646913983e-13,0,-9.09456537856457e-14,-959.8,-680,-561.65,2.38054765197722,0.0845167048590159,-1.00251368928141,0.0157671980610007,0.373193019332421,-0.361965519232195,998.2,797,454.35,366.158953116496,341.226425829259,292.698205450058,1958,1477,1016,-0.699424324560719,0.845231966729785,14251.3,44836,39600,35013,2241.8,1980,1750.65,"1291"
"415","run",0,1.81890613681901e-13,0,-287,-716.2,-435,0.00276207317614796,-0.263965152537298,-1.24135781707806,0.970620548833144,0.241024896603868,0.0193250744723158,576,625.8,411,244.142538176714,338.902967016566,251.512477455472,863,1342,846,-0.582821177820868,0.955802244601402,12840.4,38640,47584,33280,1932,2379.2,1664,"847"
"1848","lie",-1.8190028476528e-13,9.09522457348544e-14,1.81903797580318e-13,-231.8,-336.35,-634.95,5.38259267183967,-1.35464956343731,0.299228390558801,-2.01265344299508,0.152570720880911,-1.3106211445482,93.1999999999998,285.65,231.05,65.2094600821884,191.660960250674,253.905592691457,325,622,866,-0.603491246011017,0.771313726036048,7961,45156,45547,46979,2257.8,2277.35,2348.95,"467"
"1721","sit",-9.09496436496404e-14,-1.81898636777977e-13,4.54748651929071e-14,-15.1500000000001,-14.0500000000002,-11.8,0.824006768598918,-0.00540338343470781,-1.31283398553469,1.05367875757676,-0.582975615784801,-0.353951219248873,35.8499999999999,8.94999999999982,8.20000000000005,12.8114874439433,5.4817880294663,6.10090588614338,51,23,20,-0.731064729106068,0.870149193639152,373.400000000001,49183,41921,35356,2459.15,2096.05,1767.8,"1314"
"594","run",0,1.81893389239463e-13,-9.09605724075391e-14,-1783,-430.95,-1169.15,3.11288241426521,-0.375075620178831,-0.898836036251688,-1.59563015606418,0.188092433391066,-0.636440289596405,661,483.05,631.85,544.235726791057,216.707776801655,536.592982573727,2444,914,1801,-0.553384220462547,0.915601283643445,19855.6,35660,43359,34123,1783,2167.95,1706.15,"1295"
"1296","sit",-9.0948082398512e-14,-1.81898419937543e-13,9.09500773305094e-14,-148.9,-38.0500000000002,-47.5999999999999,1.23519752992248,-1.30859204492877,-0.458739337999776,-1.34432626274476,0.147542028028169,0.45145160394215,70.0999999999999,56.9499999999998,61.4000000000001,57.9336280855765,27.4657202613309,26.8786747793625,219,95,109,-0.561789904825127,0.910280398358998,1733.1,34058,42721,33192,1702.9,2136.05,1659.6,"1579"
"2234","stand",1.8189859340989e-13,-1.81899460771628e-13,9.09492099687714e-14,-33.4499999999998,-77.8000000000002,-22.5999999999999,-1.22419676989033,1.79365581525759,-0.721744064073358,-0.23652182678773,-1.60330499909303,0.197979940424859,31.5500000000002,33.1999999999998,28.4000000000001,19.3865797314588,28.4763983529851,13.1925018576143,65,111,51,-0.670187264127041,0.926927408206689,896.899999999999,46729,47156,35392,2336.45,2357.8,1769.6,"1860"
"1984","lie",1.81898333201369e-13,1.81898333201369e-13,-9.09507712198998e-14,-37.9499999999998,-35.1999999999998,-58.4000000000001,-1.02375207629248,-1.27486276667899,-0.914110852799543,0.64021900797354,-0.219428490500707,-0.20184117100396,65.0500000000002,32.8000000000002,54.5999999999999,29.9622130445385,21.1525785413355,31.4615889450512,103,68,113,-0.70125057355194,0.907091933974421,1372.4,48099,44864,35088,2404.95,2243.2,1754.4,"684"
"2083","run",1.81894777018243e-13,-9.09494701772928e-14,4.54830617613311e-14,-467.95,-984.65,-461.05,-0.20523544304371,0.784645833816972,-1.63953221483918,0.468392071642039,-0.608021519202035,-0.229822114469171,686.05,529.35,387.95,275.774788932067,354.804657152132,292.831993326872,1154,1514,849,-0.654669538615791,0.909519204577749,14911.4,45179,45953,35401,2258.95,2297.65,1770.05,"909"
"782","lie",9.09492750209018e-14,0,0,-48.3499999999999,-57,-60.25,0.558159029592768,-0.920134120508825,-0.164742075261594,-1.03575585375125,-0.0568356604231674,-0.659341619125773,28.6500000000001,59,43.75,20.3502877258852,31.3905785396292,25.8759693436533,77,116,104,-0.699094080871356,0.924240490629063,1176.8,46707,44340,33465,2335.35,2217,1673.25,"312"
"2153","sit",9.0949817121988e-14,9.09492967049452e-14,-4.54746049843857e-14,-19.5999999999999,-16.3499999999999,-11.2,1.57054922229461,-1.15539565972172,-1.20091626726961,1.43775057090277,0.104322663553851,0.454903878344192,45.4000000000001,18.6500000000001,14.8,16.1225569344711,9.63696283232321,8.40801622513333,65,35,26,-0.703106113044618,0.904965727364466,522.7,48252,44767,35164,2412.6,2238.35,1758.2,"1382"
"2571","walk",-9.09539804583304e-14,-9.0949383441119e-14,9.09487762879024e-14,-322.65,-122.15,-192.35,0.0680299030055296,0.33579734842119,-0.133779407111669,-1.23330686092934,0.30070366551548,-0.474989542617592,146.35,151.85,153.65,135.725448492245,64.2833161624547,84.3746500967404,469,274,346,-0.622145110331467,0.954475845683646,4178.2,42093,47823,33887,2104.65,2391.15,1694.35,"2091"
"1662","run",4.5449061181202e-14,9.09744501953469e-14,9.09647357438814e-14,-892.55,-1495.6,-1086.85,-0.527401522074719,-0.721395146910463,-0.527466547879127,0.460208948736867,-0.461644387416134,0.191365062883399,1292.45,1082.4,1337.15,557.912507288978,670.283003859682,632.624048580281,2185,2578,2424,-0.622860601078823,0.792492727726214,28865.6,38711,37592,37077,1935.55,1879.6,1853.85,"1045"
"630","sit",-4.54754289780368e-14,9.09500773305094e-14,9.09492967049452e-14,-37.95,-36.8499999999999,-24.8499999999999,-1.26634092813034,-0.525815233526527,-1.32899985564839,0.0506889977945052,0.44204929676256,-0.17604081188571,42.05,54.1500000000001,24.1500000000001,25.305449797893,23.7093696779631,14.6800078875642,80,91,49,-0.592789007928001,0.902428947789803,1052.8,35239,41057,32417,1761.95,2052.85,1620.85,"1461"
"1546","walk",-9.09466946197313e-14,0,-4.54728268928228e-14,-239.65,-147.75,-141.95,-1.02049344018363,-0.764433345929333,0.560799865578765,-0.503063618469882,-0.547102520877399,0.715111763709654,155.35,99.25,200.05,127.132038696616,71.9874806367125,76.3471813838806,395,247,342,-0.593268180108357,0.954917402700742,4291.7,38693,46775,33099,1934.65,2338.75,1654.95,"2293"
"2099","run",-9.09564090711967e-14,-1.81890613681901e-13,9.09470415644265e-14,-938.15,-556.8,-499.35,-0.788484832376994,-0.519994368766592,-1.38773702022948,-0.481772579566946,0.583955048968159,-0.147223350469297,665.85,908.2,346.65,419.945143660705,390.441666240736,279.590353534369,1604,1465,846,-0.662843857956754,0.924402435236229,17974.8,46683,47076,35087,2334.15,2353.8,1754.35,"1183"
"868","sit",0,0,9.09494268092059e-14,-16.75,-25,-11.3499999999999,-1.0245637976654,-0.247313565005763,-0.664669494185095,0.271241323892849,-0.530769343576671,-0.326178586757058,21.25,16,10.6500000000001,10.7403567518912,10.2495186023026,5.72414093761537,38,41,22,-0.702348139050159,0.911230259741702,427.8,47935,44760,34707,2396.75,2238,1735.35,"1553"
"2031","run",-9.09466946197313e-14,9.09580570584989e-14,4.54782045355984e-14,-324.65,-575.35,-312.05,-0.338414949162906,-0.729693220847977,-1.63139370423586,-0.513972593652049,0.171267378111294,0.0749047499688704,311.35,691.65,355.95,159.591674693823,316.451921184013,238.004748957486,636,1267,668,-0.727205856160672,0.843411259291534,11778.4,43653,36867,32601,2182.65,1843.35,1630.05,"1039"
"442","sit",0,-9.09497303858142e-14,9.09478221899906e-14,-122.75,-170.15,-112.6,-1.13952598706514,-0.574554867242943,2.23237630029333,0.0254118028213674,-0.0276779539292871,1.51056165140269,138.25,167.85,299.4,73.8340065709277,84.4488477999365,95.9327615407902,261,338,412,-0.51101387529531,0.894037328515246,3872.1,35475,49303,39612,1773.75,2465.15,1980.6,"1621"
