"","behaviour","mean.X","mean.Y","mean.Z","min.X","min.Y","min.Z","kurt.X","kurt.Y","kurt.Z","skew.X","skew.Y","skew.Z","max.X","max.Y","max.Z","sd.X","sd.Y","sd.Z","range.X","range.Y","range.Z","pitch","roll","odba","freq.X","freq.Y","freq.Z","amp.X","amp.Y","amp.Z","index"
"231","run",4.54802862037695e-14,9.09619601863199e-14,4.54830617613311e-14,-570.3,-604.35,-497.05,-1.153257386277,-0.372545279843576,-0.315882907349592,-0.000254641571632049,-0.0289035889869418,0.227786807805907,564.7,600.65,709.95,321.385995175174,306.398308879489,299.746291843092,1135,1205,1207,-0.61348882863144,0.889918410772283,14434.5,37406,40887,33061,1870.3,2044.35,1653.05,"899"
"754","lie",0,1.81898289833282e-13,-9.09496436496404e-14,-166.75,-153.7,-70.4000000000001,0.107015217411383,3.6602339021285,1.6262388077361,-0.304655588361904,1.70076381162295,1.38452742421078,138.25,318.3,132.6,71.8169273405064,95.8057794103313,51.4836714022284,305,472,203,-0.681269217847589,0.937851472847448,2869.4,46155,45914,33668,2307.75,2295.7,1683.4,"317"
"1985","lie",9.09499038581618e-14,9.0947648717643e-14,0,-63.8499999999999,-110.35,-56.25,-1.30190381605518,4.01508505367792,-0.489120417749687,-0.0194024445545724,1.38698623595208,0.346756686627905,57.1500000000001,189.65,69.75,34.5836514464338,57.0284093560763,32.9654923247102,121,300,126,-0.697649095761313,0.909781551412358,1746.6,47937,45147,35105,2396.85,2257.35,1755.25,"457"
"1398","run",-4.54795923143791e-14,-9.09605724075391e-14,4.54664084159617e-14,-1519.2,-717.15,-1142.3,-0.628078079053811,0.0849988494427474,-0.616913239375347,-0.874125110141277,1.01128001369171,-0.923033063428839,887.8,1281.85,627.7,728.94065890889,536.233283385623,554.050548710418,2407,1999,1770,-0.529428115155777,0.89767332337729,28461.9,36444,45883,35886,1822.2,2294.15,1794.3,"1128"
"1621","lie",-1.81899634243976e-13,-9.0950250802857e-14,-4.5474908560994e-14,-47.5500000000002,-79.6500000000001,-33.7,-0.271191786964152,1.58342396101552,0.226955399530646,0.423595637856348,-0.178444852191197,-0.624371562336194,49.4499999999998,75.3499999999999,26.3,24.0579891534031,30.1945882219767,14.0041347277754,97,155,60,-0.705272381113396,0.91105208375949,991,48111,44653,34634,2405.55,2232.65,1731.7,"591"
"1953","lie",-1.81899590875889e-13,0,-9.09500773305094e-14,-79.5500000000002,-101.75,-67.6500000000001,0.0493048502134883,-1.43891084680417,-0.889503806386706,-0.531095730983838,0.0533594127302795,-0.12144972423934,49.4499999999998,118.25,56.3499999999999,31.9250355479339,70.2558295015251,34.1671972573264,129,220,124,-0.718144521073015,0.875577810948967,2227.9,49571,43575,36333,2478.55,2178.75,1816.65,"525"
"1684","run",4.54525306281539e-14,-9.09553682371111e-14,-4.54858373188927e-14,-1278.8,-591.9,-843.2,0.0154235615206932,-0.52196228175307,-1.22809128137229,-0.647275077347697,0.30554646695476,-0.321619672866388,817.2,725.1,648.8,534.701156082339,344.45286897828,466.203772930611,2096,1317,1492,-0.584793057708134,0.909818739023731,20658.6,38776,44478,34744,1938.8,2223.9,1737.2,"1187"
"1746","stand",1.81900328133366e-13,-9.09487762879024e-14,9.0949817121988e-14,-33.9499999999998,-51.1500000000001,-23.0999999999999,-1.31139104083809,-1.07363905483458,-0.587293142601633,0.228863244831078,-0.203965837067895,-0.372475563892808,39.0500000000002,46.8499999999999,15.9000000000001,22.4838538558346,28.5311925332332,10.067665803792,73,98,39,-0.698329885559411,0.896070648921518,979.4,48679,45283,36222,2433.95,2264.15,1811.1,"1812"
"692","walk",9.09605724075391e-14,9.09466946197313e-14,-9.09550212924159e-14,-593.85,-275.35,-1044.15,5.13772962533312,-0.295394438925591,-0.556547906752649,2.09689994254891,0.699109333339628,-0.413648299798122,1859.15,437.65,730.85,525.205751662096,180.013237817316,459.975774533719,2453,713,1775,-0.590369686773651,0.926320095406055,16494.2,38837,44727,34103,1941.85,2236.35,1705.15,"2110"
"1607","lie",1.81898766882238e-13,-1.81899027090759e-13,-4.54753856099499e-14,-36.1999999999998,-10.3000000000002,-38.45,-0.427045302858149,-0.28374425634128,-1.57972865084075,0.796055795777016,0.0713384803263198,0.0861218366514381,65.8000000000002,9.69999999999982,38.55,28.6587912478784,4.63510631229919,25.919866390169,102,20,77,-0.731098095894858,0.874819182272692,958.099999999999,48864,41806,34929,2443.2,2090.3,1746.45,"693"
"2323","stand",-9.09492316528149e-14,-9.09494701772928e-14,4.5475222979624e-14,-41.4000000000001,-42.4000000000001,-21.8,-1.32913216764125,1.93055395151477,-1.3569841149588,-0.429804010528312,-1.07733097380125,-0.126876333753656,26.5999999999999,20.5999999999999,17.2,21.7652547834725,13.9109952725779,11.2745638263165,68,63,39,-0.727068552827421,0.897382969298118,768,47128,41408,33036,2356.4,2070.4,1651.8,"1760"
"1422","run",-9.09605724075391e-14,9.09550212924159e-14,-9.09609193522343e-14,-1780.15,-635.6,-1492.4,-0.865803178411154,0.233147525962844,0.470557084950002,0.314808549974122,1.07242274242501,-0.00889241922651323,2165.85,1731.4,1729.6,1091.45746475455,646.861686997509,705.92637158932,3946,2367,3222,-0.47857514730702,0.871949765318736,37626.1,35603,47092,38908,1780.15,2354.6,1945.4,"1251"
"110","sit",-9.09492099687714e-14,9.09501640666832e-14,4.54751796115371e-14,-36.6500000000001,-58.0999999999999,-27.05,-1.3038193954445,1.51106860033682,-0.999571378773309,0.0778534525391667,-1.3333641140291,-0.0611326399053079,34.3499999999999,27.9000000000001,24.95,20.3709674730847,19.8199792872588,13.5003898579185,71,86,52,-0.558908498453394,0.903806461345699,862.500000000001,33993,42702,33621,1699.65,2135.1,1681.05,"1481"
"1509","stand",9.09487762879024e-14,9.09499038581618e-14,0,-231.1,-88.5999999999999,-130,2.35834913450973,-0.519601360157636,-1.05820621196897,-1.56334727562566,0.00532301286182321,0.447021808857408,72.9000000000001,81.4000000000001,191,73.0903550408671,43.5786041176413,96.4310498149898,304,170,321,-0.510632244241058,0.87981377046887,3377.8,32462,44632,36940,1623.1,2231.6,1847,"1965"
"1602","lie",9.0950684483726e-14,0,9.09501640666832e-14,-61.0999999999999,-26.75,-38.0999999999999,-0.351979372808701,-0.677516444481253,-1.26879871174392,0.425352093737741,0.85823718984774,-0.183612150803439,72.9000000000001,51.25,34.9000000000001,32.3385056452586,24.0325984752728,22.32275214121,134,78,73,-0.728600082643562,0.888349183031806,1268.4,48342,42035,34162,2417.1,2101.75,1708.1,"514"
"320","walk",-4.54698778629137e-14,1.81893389239463e-13,4.54788984249888e-14,-580.7,-587.2,-224.3,-0.646844480045857,1.51874803764089,-0.841600361723733,-0.63018155798815,-1.45557956427084,0.12963239183483,311.3,236.8,303.7,245.992105136473,218.09331657995,144.677536175055,892,824,528,-0.607349325240809,0.912648664837133,9424.2,37654,42664,32846,1882.7,2133.2,1642.3,"2303"
"1965","lie",1.8189915719502e-13,9.09508579560736e-14,0,-41.4499999999998,-102.1,-68,-0.953512716174512,-0.60402017121251,0.554264343658179,0.338391251924478,0.44531625661718,-0.311844592913038,51.5500000000002,126.9,49,25.1238511127741,60.0420028418703,25.914840292165,93,229,117,-0.68762381190592,0.911572500295724,1727.4,47669,45882,35540,2383.45,2294.1,1777,"532"
"1903","lie",-1.81898419937543e-13,-9.09504676432915e-14,9.09479089261644e-14,-57.5500000000002,-31.4000000000001,-46.0999999999999,-0.28255317493708,1.37771559971772,-0.869142270792377,0.375645617522192,1.15869946750728,0.155159220029402,76.4499999999998,60.5999999999999,43.9000000000001,31.7066737122445,20.874058440789,24.3416472218641,134,92,90,-0.725981491072484,0.85931402796651,1189,49871,42548,36682,2493.55,2127.4,1834.1,"330"
"2422","walk",-1.81892348405377e-13,9.09446129515601e-14,9.09475619814692e-14,-466.8,-273.1,-209.85,-0.475890628730556,-0.148898525705867,-1.29883554404474,-0.56348778339718,0.471447146620461,-0.16097520116194,389.2,433.9,183.15,217.383870994196,174.410857943022,116.759886316455,856,707,393,-0.608812794083487,0.941287146879334,7991.9,42536,49202,35757,2126.8,2460.1,1787.85,"2306"
"896","sit",-1.81898550041804e-13,0,-4.5475046796771e-14,-34.8000000000002,-65,-27.7,-0.839122839976339,-0.075363935624714,-0.304364259937259,0.232883326118856,-0.36397495952441,-0.750448730713775,38.1999999999998,59,17.3,20.0305030548805,28.443850505495,12.1918868623014,73,124,45,-0.684076092141011,0.936620031733738,933.4,46096,45540,33494,2304.8,2277,1674.7,"1558"
"885","sit",-9.09497303858142e-14,9.09492099687714e-14,-9.09492967049452e-14,-53.9000000000001,-21.5999999999999,-16.4000000000001,-0.307129940497102,-1.0833814896694,-1.11873728264666,-0.565927672345541,-0.261975565910587,0.116076694981516,30.0999999999999,19.4000000000001,16.5999999999999,22.1499673280025,11.4082149533156,9.3998880172501,84,41,33,-0.692536940620151,0.927875001588198,686.6,46618,44972,33688,2330.9,2248.6,1684.4,"1516"
"1298","sit",-4.54730003651704e-14,0,-4.54719595310848e-14,-103.2,-210.5,-76.95,-0.65695173111507,2.42533158685044,-0.807713390633025,-0.207688917466085,-1.2190536855863,-0.268661678458399,92.8,116.5,86.05,49.6637112037181,67.4439338304515,44.0137239362547,196,327,163,-0.561622848957834,0.895104121365999,2413.7,33804,41930,33599,1690.2,2096.5,1679.95,"1510"
"763","lie",1.81893389239463e-13,-9.0949817121988e-14,-9.09465211473837e-14,-153.95,-32.6500000000001,-91.1500000000001,-1.35355872017545,-1.58929606374645,-0.451016407367359,-0.251074383379023,0.348277241951535,-0.680096784061463,116.05,44.3499999999999,67.8499999999999,83.1267105087168,28.1392683105413,42.8722398221556,270,77,159,-0.6567198554894,0.951167733477753,2589.7,43939,46373,33083,2196.95,2318.65,1654.15,"588"
"1108","walk",-1.81897552575805e-13,-1.81901022022757e-13,4.54742146716036e-14,-306.05,-172.55,-177.55,-0.49280055754688,-0.566340869895945,-0.176229445022829,0.574265145559281,0.182492738399773,-0.53318862015974,425.95,207.45,109.45,186.032955484548,99.8290512510472,71.3364710738004,732,380,287,-0.649810327404103,0.953779047361734,5561,42621,45651,32371,2131.05,2282.55,1618.55,"2009"
"1163","forage",-9.09522457348544e-14,9.09539804583304e-14,-4.54754289780368e-14,-259.65,-508.35,-429.2,0.304512769296287,-0.154681024489867,-0.26428760672643,1.06607344603644,-0.253154527143353,-0.0703860778742351,581.35,498.65,386.8,216.776692037051,237.772619157574,194.453241572093,841,1007,816,-0.714218522832606,0.913150785102463,9897.8,46733,42607,32824,2336.65,2130.35,1641.2,"122"
"840","run",-1.81890613681901e-13,1.81894083128853e-13,0,-1993.3,-498.7,-1535.5,1.59112057570837,0.0256992613923699,-0.99097949226305,-1.53010239146551,1.12102174306383,-0.584531840113359,688.7,1118.3,997.5,694.855463955975,441.956427954755,704.813786531031,2682,1617,2533,-0.613512301292572,0.907747129150946,29145.4,42506,43854,35190,2125.3,2192.7,1759.5,"811"
"712","walk",9.09479956623382e-14,0,-9.09478221899906e-14,-123.85,-136,-173.15,-0.764512077787492,-1.11019591360998,-0.108354767470717,-0.419001235871128,-0.135044323991926,-0.514599498993736,124.15,122,124.85,68.3168122946707,78.8469536841035,78.2306138756972,248,258,298,-0.68512185706534,0.92692657942989,3460.6,42017,41100,30843,2100.85,2055,1542.15,"2333"
"1561","walk",-9.09466946197313e-14,9.09487762879024e-14,-9.09486895517286e-14,-228.9,-201.85,-104.15,-0.800538181928809,0.667963047522497,-0.242292020073687,-0.506825194965267,0.0471827103250245,0.537544111313463,162.1,198.15,152.85,119.7870478896,84.4276551099722,62.5133880397673,391,400,257,-0.578661446161727,0.946680312776128,4033.7,37018,45937,33063,1850.9,2296.85,1653.15,"2225"
"1362","walk",4.54795923143791e-14,4.54848832209809e-14,-4.54742146716036e-14,-563.3,-604.8,-271.7,0.0792565843162372,1.62069835285942,-0.335899521969249,-0.683819616957974,-0.701820945056916,0.20394378073181,450.7,371.2,362.3,244.410806032105,208.072760553155,154.918008874644,1014,976,634,-0.588961698638591,0.894317985381229,8796.6,34906,40476,32394,1745.3,2023.8,1619.7,"2465"
"886","sit",1.81898313719611e-13,-1.81898680146064e-13,4.54752121376023e-14,-31.9499999999998,-21.8000000000002,-18.55,-0.92098751276589,-0.983179976917963,-1.28937265237402,0.208135196502313,-0.489749042329778,-0.136935412899956,33.0500000000002,12.1999999999998,14.45,17.5033079580314,9.92392112656665,10.4603260490594,65,34,33,-0.690294934559578,0.930581789314753,615.399999999999,46439,45096,33591,2321.95,2254.8,1679.55,"1447"
"1739","stand",-9.09503375390308e-14,-9.09500122783791e-14,4.54748651929071e-14,-46.6500000000001,-132.65,-83.8,0.238366143496577,0.54896584216592,1.38073354828696,1.17608594378383,-1.08892248789468,-0.437058328929403,78.3499999999999,64.3499999999999,59.2,36.3307539725028,54.0197575941092,30.188181723805,125,197,143,-0.682235938275791,0.940661637264645,1687.2,45353,45113,32896,2267.65,2255.65,1644.8,"1926"
"552","lie",9.09499905943356e-14,-4.54750061391895e-14,-9.09494877955781e-14,-36.0999999999999,-46.7,-44.1500000000001,-1.30096578509388,-0.403716941441512,-0.894892276402697,-0.0442858470654049,0.00970551771361154,-0.105122180610705,33.9000000000001,47.3,37.8499999999999,22.566626499744,22.5834126366187,22.4153964943741,70,94,82,-0.581763539420931,0.879180232964882,1060.3,34322,40194,33283,1716.1,2009.7,1664.15,"538"
"2255","stand",-9.09466946197313e-14,-9.09605724075391e-14,-9.09477354538169e-14,-377.65,-344.9,-471.15,0.634736785423149,-0.382913178674704,2.5389820377377,-0.351645039487994,-0.392761511551781,-1.16789719270778,350.35,225.1,249.85,154.53913658631,147.52873047576,149.942190614636,728,570,721,-0.673866169366059,0.906147241322396,6502.9,47533,46798,36683,2376.65,2339.9,1834.15,"1960"
"2560","walk",0,9.09439190621697e-14,-9.09460007303409e-14,-489.25,-256.35,-184.65,-0.128054015391588,-0.747653673018948,-1.15087797101082,-0.11238028869095,0.137458876912923,0.0959492606714535,461.75,284.65,237.35,212.356422083251,133.795710339544,128.739342941669,951,541,422,-0.573049622097098,0.904201428730863,7744.2,34405,41727,32813,1720.25,2086.35,1640.65,"2434"
"1908","lie",1.81898766882238e-13,0,9.09492316528149e-14,-29.6999999999998,-50.75,-26.3499999999999,-0.456133952222333,-0.545837698311068,-0.803844218070508,0.414700551543539,0.204371653297037,0.371020313746917,50.3000000000002,54.25,41.6500000000001,21.1712317221171,27.3454990042141,18.6216484091416,80,105,68,-0.706360755826453,0.88027210553219,1034.8,49334,44575,36827,2466.7,2228.75,1841.35,"734"
"1994","run",0,9.09455670494719e-14,-4.54788984249888e-14,-490.25,-424.85,-512.7,0.539941167222686,-0.859892725744289,-1.36175454380079,-1.08760917603801,0.444935650422685,-0.411353439045893,229.75,507.15,378.3,200.675930164453,251.543503614238,283.384080078796,720,932,891,-0.661669878907404,0.946515421466312,11821.2,43205,44677,32134,2160.25,2233.85,1606.7,"1088"
"2523","walk",9.09449598962553e-14,-9.09466078835575e-14,4.54795923143791e-14,-380.6,-392.9,-249.55,0.111543177693902,-1.02630481326597,2.61915851697227,-0.533340193375327,-0.156458482498163,1.33149079807562,256.4,377.1,507.45,149.502825180135,217.865699819625,160.317932476951,637,770,757,-0.544741098440205,0.909794405789743,7904.8,34672,45138,35011,1733.6,2256.9,1750.55,"2502"
"1178","lie",-9.09505110113784e-14,-9.09496436496404e-14,-4.54747350886464e-14,-77.4000000000001,-166.4,-67.95,-0.603737383923922,0.785900926296352,-1.20750218664438,0.407198820896204,0.683467769008865,0.054510447062157,110.6,218.6,70.05,47.5465422950032,83.1013331959685,39.7974807454468,188,385,138,-0.54918674884547,0.894937233585968,2560.5,33428,42628,34159,1671.4,2131.4,1707.95,"528"
"1146","walk",9.09484293432072e-14,9.09466946197313e-14,4.54768167568176e-14,-543.35,-292.85,-335.05,-0.372605233455707,-1.15268869004874,-0.874653080988483,-0.332079395689115,-0.064061988613239,0.0949931851965347,329.65,286.15,295.95,232.223865449291,164.978874245669,173.57918714675,873,579,631,-0.644432419627247,0.937017145434694,8909.6,43307,46177,33901,2165.35,2308.85,1695.05,"2555"
"1","forage",9.09477354538169e-14,0,-9.09505110113784e-14,-207.1,-245.75,-144.65,0.00992623916053503,-0.28499699529418,-0.645508750955486,0.570210172628358,-0.0840088710772484,-0.175022608489384,303.9,237.25,117.35,121.813446669379,117.280982888823,69.131663093732,511,483,262,-0.727910947111199,0.897989516493687,4578.3,46222,40535,32253,2311.1,2026.75,1612.65,"109"
"1831","lie",-9.09501640666832e-14,1.81898766882238e-13,-9.0949383441119e-14,-71.4000000000001,-35.1999999999998,-48.1500000000001,-0.90033415265292,-0.826063195348669,-0.643178277836045,-0.386687485013312,0.23716632536484,0.0551955509902967,45.5999999999999,37.8000000000002,54.8499999999999,33.269869409517,19.9620692946978,24.7456003532366,117,73,103,-0.699216461042627,0.893539477697949,1269.1,48828,45244,36383,2441.4,2262.2,1819.15,"724"
"1797","walk",4.54768167568176e-14,-9.09477354538169e-14,-9.09456537856457e-14,-662.05,-330.15,-727.4,-0.611750926717259,0.46861786173568,-0.530742945190405,-0.422512518188484,0.739536091262552,-0.489582503910907,480.95,442.85,357.6,287.415612329126,177.57319469358,297.965805173398,1143,773,1085,-0.625360737503962,0.95827246639531,12222.8,39321,43943,31048,1966.05,2197.15,1552.4,"2546"
"344","eat",9.09661235226622e-14,0,-4.54755590822975e-14,-585.1,-153.75,-373.45,-0.641229284095028,3.56467337232757,-0.457424308170912,-0.516009629866716,1.88866473049351,-0.244325066191983,419.9,512.25,387.55,263.419197637929,154.448722541615,193.604174324288,1005,666,761,-0.629638911076644,0.940976995647782,9210.8,41782,46095,33649,2089.1,2304.75,1682.45,"83"
"1954","lie",-1.81898550041804e-13,-9.09470415644265e-14,9.09492967049452e-14,-21.3000000000002,-48.6500000000001,-18.0999999999999,-1.14411971933745,-0.87088743881869,-1.40325036344629,0.172678038241218,0.159435549772923,-0.11612831769121,24.6999999999998,74.3499999999999,16.9000000000001,13.9589624105428,34.5318693383373,11.813907950066,46,123,35,-0.695271652203348,0.90008828545708,989,48486,45533,36122,2424.3,2276.65,1806.1,"659"
"1830","lie",-9.0950250802857e-14,1.81898853618412e-13,-9.09463476750361e-14,-56.6500000000001,-54.4499999999998,-80.4000000000001,-1.41494784886501,-0.930609461550258,-0.0378280347504529,-0.412385524799467,-0.0463825187184253,-0.358210425290647,44.3499999999999,51.5500000000002,58.5999999999999,32.7771984288179,29.637236535711,33.3977622950369,101,106,139,-0.699419276289722,0.882937866483351,1532.7,49253,45229,37168,2462.65,2261.45,1858.4,"694"
"1857","lie",-1.81895123962938e-13,9.09487762879024e-14,9.09546743477208e-14,-313.55,-544.35,-142.1,-0.617466258799146,-0.372678013603685,0.446235271829861,-0.451697845196687,-0.431295736567823,0.680017396305088,229.45,452.65,237.9,148.550000442878,240.758292200202,87.8263238322927,543,997,380,-0.717867431109463,0.851243308128246,7318.9,44491,38347,33362,2224.55,1917.35,1668.1,"434"
"2557","walk",-9.09529396242448e-14,1.81900328133366e-13,4.54747350886464e-14,-295.9,-248.2,-324.55,-1.38119147190779,-0.739417147395597,-1.0703263022461,-0.168773424227134,0.124620253733492,-0.600179526275121,261.1,326.8,252.45,173.827167642248,151.134864834098,175.107327989977,557,575,577,-0.602232101897265,0.949205024841764,8196.4,37998,44764,32071,1899.9,2238.2,1603.55,"2418"
"290","walk",-4.54858373188927e-14,9.09522457348544e-14,4.54802862037695e-14,-801.2,-397.85,-581.8,-0.266091418901682,-0.317591464490582,-1.07583859848355,0.0552671972808354,-0.526037676878642,-0.304258861918368,613.8,267.15,406.2,354.148140279118,164.541875968911,276.587589629112,1415,665,988,-0.604358198551722,0.921872428172497,12498.8,37384,42477,32416,1869.2,2123.85,1620.8,"2379"
"702","walk",4.54734340460394e-14,9.09500773305094e-14,-9.09491232325976e-14,-264.55,-132.1,-122.4,0.202589807163959,-1.25617744002965,-0.990563515171046,-0.816094212746392,0.113441138437781,0.400747807934489,167.45,135.9,151.6,112.630030117241,74.5208554348167,79.5185512946507,432,268,274,-0.660214209681753,0.894562371764697,4249.7,38731,38862,31188,1936.55,1943.1,1559.4,"2101"
"1884","lie",9.09500773305094e-14,1.81898766882238e-13,4.54747350886464e-14,-33.0999999999999,-52.6999999999998,-92.55,-0.816834747462727,2.45107177138502,4.79412432814342,-0.692368639142357,-1.51584691320893,-2.03938923363043,20.9000000000001,16.3000000000002,29.45,16.8769540778948,16.5246227761706,26.3687913620389,54,69,122,-0.687444524523569,0.892194324060634,873.400000000001,48722,46194,37251,2436.1,2309.7,1862.55,"559"
"1600","lie",9.09497480040995e-14,1.81899374035455e-13,-9.0949817121988e-14,-19.5999999999999,-15.1999999999998,-42.6500000000001,2.16303354812746,0.522728197154345,-1.55560645568544,1.66414154249609,1.139960553826,-0.175084225198452,55.4000000000001,44.8000000000002,42.3499999999999,18.3257081431351,16.2856087583971,27.9760706017802,75,60,85,-0.729710275935407,0.881713830890265,1001.3,48492,41844,34473,2424.6,2092.2,1723.65,"254"
"380","lie",-9.09503375390308e-14,0,-4.54754289780368e-14,-117.4,-76.25,-118.2,1.03115198272457,0.180598188374866,2.085663943914,-0.652983798918089,1.06797134037948,1.52498474479399,70.5999999999999,164.75,215.8,41.9842075572533,65.300822111372,78.5484094783526,188,241,334,-0.518510853603656,0.892048425477229,2535.6,32788,44745,36104,1639.4,2237.25,1805.2,"617"
"521","forage",9.09456537856457e-14,0,0,-144.1,-215.25,-171.75,-1.06414897264646,1.10518903920778,0.404003868825488,0.178413022498143,1.1778223105611,0.338287488627382,178.9,430.75,203.25,93.9747446475858,151.029754823694,85.3456594030849,323,646,375,-0.702615528077702,0.924970804860308,4888,46102,43525,32755,2305.1,2176.25,1637.75,"169"
"2378","stand",1.81895470907634e-13,-1.81901368967452e-13,0,-133.7,-88.0500000000002,-154.25,-1.03342616012737,-0.856502704566532,-1.31694889586843,-0.744423837394876,-0.12306518082309,-0.503631571660742,80.3000000000002,75.9499999999998,94.75,72.0607200104263,43.0696803844776,79.5314403239373,214,164,249,-0.704647609723475,0.896421487473479,3252.4,48394,44421,35525,2419.7,2221.05,1776.25,"1951"
"550","lie",9.09494918613363e-14,4.54749519290809e-14,4.54750820333416e-14,-37.5999999999999,-75.05,-50.05,-0.994111810454845,-0.138198470915497,-0.370037272920498,-0.410970304246327,-0.680116900636548,-0.103686664693498,36.4000000000001,37.95,35.95,21.8521346662903,29.4805466635025,21.5467056952052,74,113,86,-0.578392671705466,0.872792853414928,1142.6,34052,39961,33521,1702.6,1998.05,1676.05,"763"
"2193","sit",0,-1.81898289833282e-13,-4.54795923143791e-14,-132.75,-92.0500000000002,-113.95,-1.18252413754552,-0.938018688866439,-1.47544278699271,-0.34859037152105,0.0879406839764215,0.0977154510192832,99.25,98.9499999999998,135.05,67.8922327159587,51.1936211075683,75.5627832370296,232,191,249,-0.717494342418638,0.890084392464344,3315.6,48435,43121,34939,2421.75,2156.05,1746.95,"1514"
"2260","stand",-9.09503375390308e-14,1.81899504139715e-13,9.09497303858142e-14,-80.6500000000001,-43.4499999999998,-52.3499999999999,-0.446413648629008,2.22673990553235,2.80415568342045,-0.482519774805851,1.39742488582616,1.14412419292777,61.3499999999999,96.5500000000002,98.6500000000001,35.1557062823452,31.1135018922654,31.0962427921682,142,140,151,-0.675114820098018,0.924782884954839,1383.9,46793,46669,35187,2339.65,2333.45,1759.35,"1744"
"2393","walk",9.09477354538169e-14,9.09508579560736e-14,-1.81896034692763e-13,-77.3499999999999,-155.1,-117.8,-0.0551014435215933,-1.16948867356524,-0.631591435996883,0.745258819433205,-0.142635014117714,-0.506912506624268,112.65,165.9,101.2,47.8311448854471,95.8353302614218,58.951898322187,190,321,219,-0.666361142059742,0.744604329798236,3282.1,49327,42502,46096,2466.35,2125.1,2304.8,"2048"
"2079","run",0,-9.09439190621697e-14,-4.54788984249888e-14,-368,-367.15,-469.45,-1.31922421718288,-1.46720653231293,-1.2840399008731,0.377478575037254,0.228471532003542,-0.383351061103285,539,399.85,336.55,298.017131263147,249.224961789439,257.598928364884,907,767,806,-0.674078165431244,0.900691324000062,13679.7,47840,46423,36689,2392,2321.15,1834.45,"1249"
"1022","run",0,-1.81890613681901e-13,4.54858373188927e-14,-755.5,-475.8,-538.3,-1.23712631077427,-1.16805074331506,-1.57233000669627,-0.0345970656666377,0.647511802381104,-0.0174771474138065,702.5,721.2,510.7,428.533668762628,419.55836429826,344.261238015551,1458,1197,1049,-0.622975504521759,0.919853270536363,19873,42290,46116,34686,2114.5,2305.8,1734.3,"1206"
"964","lie",1.81898419937543e-13,0,4.54747350886464e-14,-29.1999999999998,-13.75,-20.3,-1.39512315388736,0.715476352364859,-0.639801147354774,0.0361637571427964,0.487876317179408,-0.23684648299884,27.8000000000002,18.25,16.7,17.7988763690296,7.03281780766355,9.56473787023543,57,32,37,-0.709853969160308,0.901067421873977,547.4,48484,44235,35026,2424.2,2211.75,1751.3,"502"
"561","lie",-4.54750820333416e-14,-9.09495731764992e-14,-4.54752121376023e-14,-50.95,-37.1500000000001,-55.2,0.0649829254292915,-1.14324867943587,-0.665763417700858,0.381665052506156,-0.350439436886341,-0.672053420552745,71.05,27.8499999999999,35.8,28.2050294133959,20.1866944193186,24.4273358523214,122,65,91,-0.563883190828285,0.873721596795362,1161.4,33459,40563,33964,1672.95,2028.15,1698.2,"388"
"1807","walk",-4.5477510646208e-14,1.81898105518913e-13,0,-318.45,-228.95,-406.75,-0.747758350541152,-0.617196745077443,-1.03733095392073,0.158594177390358,0.371406293432014,0.212331786896537,391.55,349.05,402.25,188.394735371744,153.889733250792,229.485436987783,710,578,809,-0.592428516943691,0.937592045104709,9156.5,36249,43099,31695,1812.45,2154.95,1584.75,"2378"
"2062","run",9.09466946197313e-14,-1.81893389239463e-13,4.54782045355984e-14,-356.35,-425.05,-361.8,-0.44020807135272,-1.14294219941277,-0.912611371354612,-0.495940106704687,0.0600949433169007,0.562514947641371,279.65,373.95,473.2,171.925098440234,225.158534791541,229.569299249474,636,799,835,-0.660277910844722,0.956494802518631,10058.7,43147,45201,31816,2157.35,2260.05,1590.8,"1203"
"1013","run",0,9.09508579560736e-14,-4.54788984249888e-14,-386,-359.6,-584.95,0.354147368963898,0.63301364341446,-1.13045182823022,0.882334609971542,1.05502865996957,0.0181249517235692,756,600.4,670.05,280.842529392878,252.023683097651,364.521672881051,1142,960,1255,-0.667347757028398,0.949818479035658,13889.9,43740,44552,31979,2187,2227.6,1598.95,"1085"
"803","lie",1.81898940354586e-13,9.09505110113784e-14,-9.09494701772928e-14,-53.6999999999998,-35.8499999999999,-19.1500000000001,-0.953024613223024,-0.857345325019845,-0.774731395583335,0.498435068373619,-0.258151914006253,-0.596685284121598,91.3000000000002,34.1500000000001,13.8499999999999,43.1619959540432,20.4071066052981,9.5657007887006,145,70,33,-0.703655265537452,0.906934140905657,1205.7,48074,44617,34903,2403.7,2230.85,1745.15,"640"
"1900","lie",9.0950055646466e-14,9.09492967049452e-14,0,-34.3499999999999,-33.8499999999999,-39.25,-0.762144197435131,-1.64768429417789,-0.798821156115303,-0.260048503780774,0.0128306252738598,-0.263530117069433,31.6500000000001,39.1500000000001,31.75,17.8392677451797,24.0137570220861,18.7472805045369,66,73,71,-0.697585577507794,0.90771346818788,988.7,48047,45177,35285,2402.35,2258.85,1764.25,"290"
"311","walk",-9.09456537856457e-14,-1.81901022022757e-13,-9.09494701772928e-14,-277.15,-268.3,-108.4,-1.13798034890759,-0.970187825541789,3.46447730718142,0.186693869228254,-0.399575058899377,1.66109256364196,266.85,207.7,254.6,151.131269187802,144.07603986492,76.7116267863648,544,476,363,-0.64079167507152,0.943292996799758,5852,39763,43126,31208,1988.15,2156.3,1560.4,"1998"
