"","dog","behaviour","mean.x","mean.y","mean.z","min.x","min.y","min.z","kurt.x","kurt.y","kurt.z","skew.x","skew.y","skew.z","max.x","max.y","max.z","sd.x","sd.y","sd.z","range.x","range.y","range.z"
"56","belle","run",2026.7,2205.8,1729.4,1127,1566,0,3.10644998318157,4.95015690333752,2.37135349144545,0.829958124433,1.31374819465548,-0.476013936959861,3422,3353,2943,599.009542143485,398.247555911488,789.39486483735,2295,1787,2943
"57","belle","run",1901.95,2241.05,1567.6,818,1667,0,4.26636686746425,2.76660615653869,1.94026050410607,-0.651860551369646,0.370493605377197,-0.394629144378719,2602,2950,2613,398.385620513064,311.591918515565,816.420647512182,1784,1283,2613
"58","belle","run",1883.3,2187.4,1861.7,122,1684,423,6.98037670356531,4.07889958953991,3.24055088182533,0.796841337846798,1.1722813318213,-0.562016647799679,4095,3289,2752,721.287671642291,416.891554749017,590.327750179152,3973,1605,2329
"59","belle","run",2108.7,2217.8,1730.45,467,1712,379,4.95133731302901,6.34155165407694,1.97829619911214,1.02954955324375,1.76273882800103,-0.304021574548138,4095,3570,2956,809.905783994267,423.738325409742,741.693473002653,3628,1858,2577
"60","belle","run",2097.85,2383.4,1695.05,967,1857,244,5.56792765925704,2.76353633278045,2.06653367605683,1.22782240220563,0.945813926573703,-0.597670214386032,4036,3403,2638,636.171796972451,479.330937211882,796.724311758696,3069,1546,2394
"61","belle","run",2041.9,2131.9,1823.3,900,1793,274,2.35406930868723,4.68459696685835,1.69340585503477,0.581584542248371,1.41954797019296,-0.385889149127413,3490,2932,2860,708.569864326432,279.826431165727,854.37678733498,2590,1139,2586
"62","belle","run",1835.4,2181.05,1907.75,0,1175,896,3.62375391445004,3.09736551890146,3.81284771405929,-0.373978663222765,-0.662390199224504,0.855862511611289,3164,2810,4005,746.971739055346,419.702585798939,766.982939150128,3164,1635,3109
"63","belle","run",1839.1,2331.75,1752.35,0,1255,38,2.7940825252422,2.73017955037014,2.00859469672681,-0.395889665832245,0.379086695183216,-0.372434496957067,3606,3449,3194,910.211710479895,577.844440458175,883.143385568665,3606,2194,3156
"64","belle","run",2033.35,2041.75,1654.25,974,1201,116,2.37245277653511,2.55607433981426,2.30412074801317,0.389840147871413,0.477423016973178,-0.593024877307143,3353,3014,2456,639.927567858475,461.647607118129,682.11735948095,2379,1813,2340
"65","belle","run",1954.95,2316.55,1726.05,1271,1646,2,3.40126221180875,3.32897172283719,3.34537504591417,0.929200255865609,1.19973429962056,-1.13447613633352,3235,3712,2515,548.961936653842,596.85777861626,702.781726614429,1964,2066,2513
"66","belle","run",1854.7,2176.4,1787.15,1023,1342,724,5.79663035452941,2.00910835033771,1.88445872663048,1.51081026568041,0.172385720300469,0.0280118298371577,4095,3108,2902,716.546623157136,518.328325129525,652.313153324383,3072,1766,2178
"67","belle","run",2059.25,2211.8,1740.2,160,1118,0,3.67955166473366,3.05686336030231,3.69944871618582,-0.638229805668977,0.605902371165781,-0.345423578906831,3375,3574,3645,723.361296856193,644.380943231564,841.770602580312,3215,2456,3645
"68","belle","run",1964,2497.3,1649.65,720,1866,523,5.33366753027371,3.4719791055213,3.00946308323226,1.03957892537175,0.970739550157644,0.236610582492681,3973,3638,3167,681.505377049491,445.746222347248,632.388893923585,3253,1772,2644
"69","belle","run",1843.6,2303.75,1588,1516,1853,575,3.69672690176494,3.16600908830368,2.01813306768188,0.779569096350044,1.08468333568565,-0.623388101573975,2398,3195,2333,212.836087165687,368.651008122145,540.265431840781,882,1342,1758
"70","belle","run",1701.35,2278.45,1740.6,1258,1907,1092,2.28158126711439,1.8290647989104,2.32381433009115,-0.43332353277964,-0.0107741669102542,-0.0903347492234881,1984,2615,2269,204.679537711748,218.056843144409,308.45922702497,726,708,1177
"71","belle","run",1771.65,2247.7,1670.15,1347,1990,1092,2.23944411947464,2.73850990086936,1.48132069957083,-0.463475409920142,0.672983178894334,-0.108635976257274,2053,2676,2129,211.526351475226,184.363799392169,369.561799546721,706,686,1037
"72","belle","run",1882.9,2025.75,1733.95,2,699,321,3.40782661558505,6.59377067529373,3.12520530219654,0.269744941468599,-1.86837491841423,-0.207563588763431,3829,2427,2925,981.408166602298,407.940898067097,604.422950119847,3827,1728,2604
"73","belle","run",1788.8,2081.45,1813.5,526,1384,0,2.38789778574732,2.68159431050894,2.36724061456765,-0.447465369967599,-0.00998199158844654,-0.39103886269076,2758,2867,3065,685.15219976448,365.464300942182,849.851349230837,2232,1483,3065
"74","belle","run",2316.95,2087.85,1555.45,893,965,454,2.6301830744234,3.09746708866029,3.2005764856642,-0.0297883351026292,0.236573483263165,-0.0624868244874348,3588,3392,2615,661.482105816771,580.474241234563,512.730305121,2695,2427,2161
"75","belle","run",1921.7,2185.75,1569.65,135,1369,0,6.6888372119876,3.55131147416914,2.38320725214777,-1.18607420152979,-0.170434365060911,-0.666729148698919,3055,2905,2658,562.968738030808,347.575342078595,779.762195530758,2920,1536,2658
"76","belle","run",1971.85,2159.1,1705.1,1251,1408,889,5.29849016140183,2.59764022964288,1.43661621041321,-0.678698023793102,0.0796297905307136,-0.209963234222315,2500,2960,2411,248.990651906537,384.116744863083,511.161309383375,1249,1552,1522
"77","belle","run",2018.9,2184.1,1733.65,763,1647,181,2.15904458378829,2.90391754098526,2.59012021989786,0.401613754389384,0.749770266528933,-0.284711696393792,3594,3337,2928,789.75751774966,472.454609348599,714.837948142978,2831,1690,2747
"78","belle","run",2167.8,2373.75,1727.45,1437,1600,379,5.59403974223877,2.1226634638431,2.26358921753088,1.43182967322022,0.161660089252342,0.0488324179193433,4048,3294,2954,608.742586683489,517.860261074356,671.526577833552,2611,1694,2575
"79","belle","run",1910.95,2315.1,1711.75,1201,1473,427,2.72733006656722,3.76517716207626,1.81414101332552,0.412200157024541,1.14420005549985,-0.491573101466692,2857,3612,2508,413.775997752153,538.286648347768,683.360571772056,1656,2139,2081
"80","belle","run",1728.35,2111.6,1885.5,97,1082,90,2.67491317239023,3.47726520873531,3.37066195471525,-0.83274982406146,0.338765370661572,-0.14013209982232,2606,3129,3762,704.925623176322,473.167423357014,818.613686925068,2509,2047,3672
"81","belle","run",2146.65,2111.9,1646.8,0,1354,24,2.88604402117074,3.79882629624223,3.08283514228171,-0.192918651929387,0.817857167311275,-0.647224712740609,4000,3647,2754,1105.84905579854,568.073651637013,674.4104325846,4000,2293,2730
"82","belle","run",1822.65,2158.3,1717.35,0,167,543,9.25849388502326,6.49433176850985,2.93123768574726,-2.08619960019654,-1.3175213284833,-0.0975652601140335,2513,3312,3038,513.522128360395,629.917045499268,598.340096477439,2513,3145,2495
"83","belle","run",2075.45,2300,1610.4,1781,2028,986,1.65016401587166,3.57061882028757,1.94854336506973,0.136818474580019,0.982137348930301,-0.212897457975937,2396,2775,2225,209.928929076385,190.070900898641,366.343296002965,615,747,1239
"84","belle","sit",1707.4,2157.1,1728.65,1571,2006,1573,7.38183725622008,9.59074436424281,4.52975303088174,2.08782386721608,2.03215802258037,0.951420908404909,2109,2453,2001,120.351415271673,83.10354986401,96.4333830601263,538,447,428
"85","belle","sit",2031.5,2237.45,1621.95,1552,2065,1397,2.79444435417137,5.11791403909223,2.47287769274722,-0.859401045535114,1.06988423377709,0.122153671723995,2274,2558,1842,205.283501016213,107.895892805104,113.321375788182,722,493,445
"86","belle","sit",1722.65,2206.15,1723.05,1324,1999,1277,3.06284008885459,3.04261095318884,4.84705754292917,-0.0851120425869635,0.414735357593149,-0.18500093868494,2072,2469,2118,176.335289180942,110.21714213793,168.393797547984,748,470,841
"87","belle","sit",1758.1,2182.75,1690.4,1556,2067,1512,2.0723941316314,2.36216056529091,3.1230901302286,0.398812267337599,-0.169847178593919,0.366581691942691,2046,2286,1960,143.618976901786,58.2018945251423,109.603303830342,490,219,448
"88","belle","sit",1651.95,2152.6,1740.95,1613,2137,1717,1.88329544908361,2.35544660913753,2.19242427073154,-0.0634074517966954,0.332429411121692,-0.0856942081130478,1685,2174,1762,20.40762241496,10.4498803820905,12.4286384061803,72,37,45
"89","belle","sit",1657.8,2139.05,1728.15,1622,2099,1682,2.74552926026149,1.7887426113868,5.78896450051305,0.300092589568624,0.00408000678960629,1.07862876796765,1713,2177,1810,23.87379095864,23.3000451772772,26.6562424801001,91,78,128
"90","belle","sit",1641,2135.25,1745.6,1605,2120,1734,2.10050147122428,2.38388031685049,1.90846294087054,0.281136376458922,-0.0468997624886129,0.0407335446421456,1683,2147,1758,20.4141333909932,7.17359925809837,7.28661353730972,78,27,24
"91","belle","sit",1645.4,2129.1,1739.45,1602,2085,1709,2.33930965726252,5.06176044925331,1.67666324662338,-0.477907238056919,-1.16440788328416,-0.129369748795192,1683,2153,1771,21.9266720541085,14.8213927891587,20.1428451447733,81,68,62
"92","belle","sit",1658.3,2129.1,1725.15,1628,2108,1710,2.11736794790648,4.26273413121831,2.72167731186377,0.379290189865575,-0.322534226669616,-0.499305599704897,1701,2146,1738,19.9554767578121,8.14926538503867,7.66588478087717,73,38,28
"93","belle","sit",1651.25,2142.7,1729.65,1626,2092,1697,2.34629923802711,5.14244951493807,6.57836119277284,0.265413636081774,-0.492875952254601,-1.06651279621545,1681,2185,1750,15.4404629055233,18.2240442677712,10.3784949725255,55,93,53
"94","belle","sit",1650,2142.15,1737.05,1617,2133,1723,2.51510545965168,2.35484636139541,2.52461485515669,-0.430817105703057,0.0204738964827009,-0.587527773354169,1675,2152,1745,16.4924225024706,5.15317990738677,6.15992993808414,58,19,22
"95","belle","sit",1644.45,2135.15,1741.7,1621,2111,1728,1.47143470932228,3.17630443958087,4.58331483669649,0.12770916765703,0.133952095023797,1.0384974955391,1669,2159,1760,16.200958386206,11.1886926003561,7.5679379100602,48,48,32
"96","belle","sit",1643.3,2127.35,1741.4,1621,2117,1731,2.14377245075141,2.80076450088089,2.76922407551796,0.404436948867884,-0.396870019532455,-0.403850430485226,1672,2136,1749,15.8416506317,5.16338322379711,4.75062322781249,51,19,18
"97","belle","sit",1641.8,2121.5,1748.7,1604,2084,1724,2.98518523169688,3.66426251353006,1.942752628051,0.266690095630758,-0.115494324570896,0.080536481320273,1692,2159,1771,21.7027769263703,18.2828651445756,13.7615023659636,88,75,47
"98","belle","sit",1636.95,2116.9,1746.7,1599,2063,1724,3.06013986270464,3.38979618155319,4.00750718088374,-0.20258647857715,-0.587270252092821,0.659263295992763,1673,2151,1775,18.202009721312,21.6889494055334,11.4298777448911,74,88,51
"99","belle","sit",1633.35,2128.7,1761.55,1609,2101,1725,2.8290500583357,4.50593884020151,2.90649070742118,0.363074007230857,1.24713331572744,-0.802052479769813,1659,2200,1784,12.7497161991118,24.4241037114008,15.3878797144137,50,99,59
"100","belle","sit",1614.3,2110.1,1780.7,1578,2100,1756,1.84111436832487,2.95946932047783,4.46591957698573,-0.628153849929424,0.675668901541593,-1.17615033656871,1637,2130,1792,19.5450895704213,7.92663730388671,8.73046691944818,59,30,36
"101","belle","sit",1614,2098.1,1779.95,1570,2078,1748,2.87238994164152,4.13426674944674,2.34017804542592,-0.487332135393919,0.999308648951233,-0.586982801554414,1656,2130,1803,21.9880350238607,13.2383016878657,16.0966652316232,86,52,55
"102","belle","sit",1639,2116.6,1747.35,1607,2060,1715,1.93159754795626,5.33856687625301,6.05730686312974,-0.0883792918015206,0.25796287262435,-1.45843596348162,1666,2179,1761,18.1427091344386,22.8666615518382,10.3123584519791,59,119,46
"103","belle","sit",1637.25,2126.7,1750.65,1620,2115,1741,2.37453366755659,2.12331811693588,2.530734924561,0.397127710421381,-0.173489289906189,0.371896703658065,1663,2137,1764,11.7915000608154,6.62610467453501,6.15822086405857,43,22,23
"104","belle","sit",1628.7,2120,1755.1,1597,2107,1741,1.57546564640178,1.98580332409972,2.48260073310701,-0.0810977113658918,0.0604039974030653,-0.536778295381636,1660,2131,1766,21.916348139904,6.92820323027551,7.14437577841185,63,24,25
"105","belle","sit",1652.8,2135.65,1736.15,1588,2077,1690,2.81451267536177,3.3132525565183,2.10630429507415,-0.796821563548195,-0.340260054702661,0.436999053999907,1692,2188,1793,29.6818214790769,26.5830872231912,30.4013071048633,104,111,103
"106","belle","sit",1673.45,2119.3,1706.4,1630,2089,1674,1.87770202553303,2.28185397883541,3.82285847709404,-0.311374574968862,0.241142320988001,-0.839924313617492,1707,2152,1725,24.8690782424998,16.9087333398423,11.9181418544653,77,63,51
"107","belle","sit",1638.3,2106.4,1749.25,1594,2081,1723,2.035629138004,1.96377754668578,4.07804634855855,-0.0163835242633192,-0.352813074239043,1.17197265951165,1683,2125,1800,25.979951784729,13.003643214196,18.7416648139913,89,44,77
"108","belle","sit",1637.15,2108,1744.65,1596,2016,1731,2.01441264504478,8.65125161242833,5.15035371490558,0.0863104991794698,-1.94872138272239,1.22722674878372,1690,2149,1776,26.6285857481649,26.4754106374397,10.3886324514118,94,133,45
"109","belle","sit",1662.55,2121.75,1717.55,1628,2097,1694,1.68890150416364,1.84139944005001,2.16963193157511,-0.0786947698753126,0.106505713640913,-0.230247129975828,1692,2151,1736,19.3403722818357,16.9732762088867,11.7045874946985,64,54,42
"110","belle","sit",1699.65,2135.1,1681.05,1663,2077,1654,1.87942449258227,4.99841396159202,2.21654140856143,0.0840799546739587,-1.44000285941162,-0.0660218580512136,1734,2163,1706,20.3709674730847,19.8199792872588,13.5003898579185,71,86,52
"111","belle","sit",1669.65,2128.7,1712.05,1635,2074,1673,2.56699303005438,3.81085085545757,2.74181886477058,0.637608788795806,0.444596658434169,0.156236412872042,1719,2196,1753,24.5105240554682,27.1837799935337,19.7069984897164,84,122,80
"112","belle","walk",2022.3,2303.4,1649.8,1514,2104,1200,4.01199542090021,2.11764283053018,2.39548194950123,0.720329176426207,-0.127407920016987,-0.0478868297278959,2755,2482,2145,288.563611522203,111.432018454491,244.506721466109,1241,378,945
"113","belle","walk",2007.95,2304.4,1618.65,1621,1960,904,2.19165094578219,2.53488230330039,2.79499529238385,0.194754378073533,-0.718926440637196,-0.102342155633613,2481,2511,2237,240.776916842563,160.876350033185,330.064311915118,860,551,1333
