type,tag-serial-number,burst-start-timestamp,annotation,static-acceleration-x,static-acceleration-y,static-acceleration-z,odba,date
acc,0,11:13:54 AM,walking,2095.275,2371.7,1697.7,16952.75,2019-05-12
acc,0,11:14:01 AM,walking,2160.6,2405.65,1744.175,16998,2019-05-12
acc,0,11:14:08 AM,walking,2041.75,2422.625,1732.075,12633.85,2019-05-12
acc,0,11:14:15 AM,walking,1929.8,2388.65,1788.175,16876.7,2019-05-12
acc,0,11:14:22 AM,standing,2250.775,2414.5,1768.7,1261.75,2019-05-12
acc,0,11:14:29 AM,standing,2233.55,2393,1732.675,2680.1,2019-05-12
acc,0,11:14:36 AM,standing,2266.675,2374.55,1730.475,1824.95,2019-05-12
acc,0,11:15:18 AM,lie,2359.075,2304.3,1747.925,2711.85,2019-05-12
acc,0,11:15:25 AM,lie,2364.6,2282.225,1738,3309.65,2019-05-12
acc,0,11:15:39 AM,running,2452.65,2311.525,1837.725,30462.95,2019-05-12
acc,0,11:15:46 AM,running,2347.925,2383.625,1847.75,31267.55,2019-05-12
acc,0,11:15:53 AM,running,2267.075,2378.625,1772.375,30198.45,2019-05-12
acc,0,11:16:00 AM,running,2274.35,2332.275,1771.375,28671.1,2019-05-12
acc,0,11:16:07 AM,running,2287.525,2325.95,1769.5,28516.2,2019-05-12
acc,0,11:16:14 AM,running,2445.85,2364.525,1834.55,31141.25,2019-05-12
acc,0,11:16:42 AM,sit,2355.25,2297.95,1745.35,3090.9,2019-05-12
acc,0,11:16:49 AM,sit,2352.575,2298.475,1742.95,4692.25,2019-05-12
acc,0,11:17:03 AM,lie,2382.3,2275.925,1750.6,3513.6,2019-05-12
acc,0,11:17:10 AM,lie,2368.25,2265.825,1727.975,3016.05,2019-05-12
acc,0,11:17:17 AM,lie,2366.225,2282.3,1733.25,3323.5,2019-05-12
acc,0,11:17:38 AM,running,2371.4,2336.1,1758.975,30364.95,2019-05-12
acc,0,11:17:45 AM,running,2414.95,2301.625,1774.05,26287.95,2019-05-12
acc,0,11:17:52 AM,running,2402.55,2279.75,1832.575,27897.15,2019-05-12
acc,0,11:17:59 AM,running,2267.4,2373.05,1798.9,30653.4,2019-05-12
acc,0,11:18:06 AM,running,2371.175,2300.225,1750.425,25096.65,2019-05-12
acc,0,11:18:13 AM,running,2355.05,2325.025,1795.65,25186.1,2019-05-12
acc,0,11:18:41 AM,standing,2264.775,2277.95,1654,1788.1,2019-05-12
acc,0,11:18:48 AM,standing,2308.65,2276.975,1686.05,3491.4,2019-05-12
acc,0,11:18:55 AM,sit,2459.75,2195.675,1809.125,3708,2019-05-12
acc,0,11:19:02 AM,lie,2400.9,2250.275,1754.825,3106.5,2019-05-12
acc,0,11:19:16 AM,running,2374.225,2315.875,1777.25,32993.95,2019-05-12
acc,0,11:19:23 AM,running,2351.975,2335.65,1728.45,29388.95,2019-05-12
acc,0,11:19:30 AM,running,2393.625,2307.05,1741.825,29455.7,2019-05-12
acc,0,11:19:37 AM,running,2324.05,2328.5,1720.275,22544.4,2019-05-12
acc,0,11:19:44 AM,running,2306.025,2329.95,1748.75,20887.8,2019-05-12
acc,0,11:19:51 AM,running,2356.55,2362.925,1769.925,34866.5,2019-05-12
acc,0,11:19:58 AM,standing,2304.55,2276.05,1682.075,4610.95,2019-05-12
acc,0,11:20:05 AM,standing,2242.675,2295.65,1650.825,3243.7,2019-05-12
acc,0,11:20:12 AM,standing,2233.25,2312.35,1663.55,2926.9,2019-05-12
acc,0,11:20:19 AM,standing,2206.325,2329.825,1657.025,3474,2019-05-12
acc,0,11:21:29 AM,lie,2493.2,2183.1,1859.925,2028.95,2019-05-12
acc,0,11:21:36 AM,lie,2494.95,2180.7,1861.125,2073.55,2019-05-12
acc,0,11:21:50 AM,running,2348.25,2305.35,1757.525,27980.45,2019-05-12
acc,0,11:21:57 AM,running,2364.175,2195.575,1801.325,24028.2,2019-05-12
acc,0,11:22:04 AM,running,2309.2,2337.35,1781.15,35272.7,2019-05-12
acc,0,11:22:11 AM,running,2338.55,2344.8,1755.75,27951.2,2019-05-12
acc,0,11:22:18 AM,running,2373.825,2306.45,1786.575,30685.85,2019-05-12
acc,0,11:22:25 AM,running,2291.15,2326.75,1751.625,22593.2,2019-05-12
acc,0,11:22:32 AM,standing,2364,2231,1721.25,6887.5,2019-05-12
