dog,sample,burst-timestamp,sample-timestamp,behaviour,X,Y,Z
kafka,106477,28:49.0,29:05.4,sit,2418,2208,1758
kafka,106478,28:49.0,29:05.5,sit,2404,2242,1749
kafka,106479,28:49.0,29:05.6,sit,2401,2218,1753
kafka,106480,28:49.0,29:05.7,sit,2422,2224,1746
kafka,106481,28:49.0,29:05.8,sit,2409,2247,1753
kafka,106482,28:49.0,29:05.9,sit,2396,2246,1746
kafka,106483,28:49.0,29:06.0,sit,2383,2248,1747
kafka,106484,28:49.0,29:06.1,sit,2407,2241,1744
kafka,106485,28:49.0,29:06.2,sit,2407,2251,1748
kafka,106486,28:49.0,29:06.3,sit,2393,2253,1755
kafka,106487,28:49.0,29:06.4,sit,2393,2236,1739
kafka,106488,28:49.0,29:06.5,sit,2400,2227,1751
kafka,106489,28:49.0,29:06.6,sit,2397,2239,1744
kafka,106490,28:49.0,29:06.7,sit,2383,2226,1747
kafka,106491,28:49.0,29:06.8,sit,2403,2222,1744
kafka,106492,28:49.0,29:06.9,sit,2406,2241,1747
kafka,106493,28:49.0,29:07.0,sit,2424,2228,1743
kafka,106494,29:09.0,29:09.0,sit,2387,2226,1752
kafka,106495,29:09.0,29:09.1,sit,2415,2213,1737
kafka,106496,29:09.0,29:09.2,sit,2408,2240,1739
kafka,106497,29:09.0,29:09.3,sit,2432,2233,1736
kafka,106498,29:09.0,29:09.4,sit,2405,2235,1733
kafka,106499,29:09.0,29:09.5,sit,2410,2222,1743
kafka,106500,29:09.0,29:09.6,sit,2409,2222,1747
kafka,106501,29:09.0,29:09.7,sit,2401,2231,1738
kafka,106502,29:09.0,29:09.8,sit,2411,2207,1747
kafka,106503,29:09.0,29:09.9,sit,2402,2245,1741
kafka,106504,29:09.0,29:10.0,sit,2411,2225,1745
kafka,106505,29:09.0,29:10.1,sit,2402,2222,1740
kafka,106506,29:09.0,29:10.2,sit,2410,2231,1746
kafka,106507,29:09.0,29:10.3,sit,2423,2236,1743
kafka,106508,29:09.0,29:10.4,sit,2401,2233,1739
kafka,106509,29:09.0,29:10.5,sit,2414,2220,1745
kafka,106510,29:09.0,29:10.6,sit,2395,2245,1741
kafka,106511,29:09.0,29:10.7,sit,2392,2223,1745
kafka,106512,29:09.0,29:10.8,sit,2410,2214,1740
kafka,106513,29:09.0,29:10.9,sit,2408,2241,1741
kafka,106514,29:09.0,29:11.0,sit,2426,2227,1741
kafka,106515,29:09.0,29:11.1,sit,2399,2237,1735
kafka,106516,29:09.0,29:11.2,sit,2413,2214,1747
kafka,106517,29:09.0,29:11.3,sit,2413,2223,1749
kafka,106518,29:09.0,29:11.4,sit,2400,2228,1743
kafka,106519,29:09.0,29:11.5,sit,2412,2205,1747
kafka,106520,29:09.0,29:11.6,sit,2397,2242,1742
kafka,106521,29:09.0,29:11.7,sit,2397,2217,1747
kafka,106522,29:09.0,29:11.8,sit,2418,2205,1746
kafka,106523,29:09.0,29:11.9,sit,2405,2247,1744
kafka,106524,29:09.0,29:12.0,sit,2400,2221,1755
kafka,106525,29:09.0,29:12.1,sit,2407,2212,1746
kafka,106526,29:09.0,29:12.2,sit,2407,2237,1748
kafka,106527,29:09.0,29:12.3,sit,2452,2227,1729
kafka,106528,29:09.0,29:12.4,sit,2409,2240,1742
kafka,106529,29:09.0,29:12.5,sit,2407,2213,1746
kafka,106530,29:09.0,29:12.6,sit,2402,2240,1743
kafka,106531,29:09.0,29:12.7,sit,2398,2224,1744
kafka,106532,29:09.0,29:12.8,sit,2404,2235,1741
kafka,106533,29:09.0,29:12.9,sit,2411,2241,1736
kafka,106534,29:09.0,29:13.0,sit,2394,2240,1738
kafka,106535,29:09.0,29:13.1,sit,2385,2242,1741
kafka,106536,29:09.0,29:13.2,sit,2398,2240,1734
kafka,106537,29:09.0,29:13.3,sit,2395,2248,1740
kafka,106538,29:09.0,29:13.4,sit,2396,2236,1741
kafka,106539,29:09.0,29:13.5,sit,2386,2242,1735
kafka,106540,29:09.0,29:13.6,sit,2397,2232,1739
kafka,106541,29:09.0,29:13.7,sit,2389,2254,1739
kafka,106542,29:09.0,29:13.8,sit,2385,2243,1742
kafka,106543,29:09.0,29:13.9,sit,2397,2235,1733
kafka,106544,29:09.0,29:14.0,sit,2396,2253,1742
kafka,106545,29:09.0,29:14.1,sit,2417,2246,1737
kafka,106546,29:09.0,29:14.2,sit,2406,2254,1732
kafka,106547,29:09.0,29:14.3,sit,2402,2227,1740
kafka,106548,29:09.0,29:14.4,sit,2383,2249,1741
kafka,106549,29:09.0,29:14.5,sit,2388,2236,1741
kafka,106550,29:09.0,29:14.6,sit,2405,2223,1740
kafka,106551,29:09.0,29:14.7,sit,2390,2257,1740
kafka,106552,29:09.0,29:14.8,sit,2427,2242,1729
kafka,106553,29:09.0,29:14.9,sit,2392,2245,1728
kafka,106554,29:09.0,29:15.0,sit,2395,2236,1739
kafka,106555,29:09.0,29:15.1,sit,2390,2222,1739
kafka,106556,29:09.0,29:15.2,sit,2387,2240,1736
kafka,106557,29:09.0,29:15.3,sit,2407,2211,1739
kafka,106558,29:09.0,29:15.4,sit,2389,2251,1734
kafka,106559,29:09.0,29:15.5,sit,2388,2229,1747
kafka,106560,29:09.0,29:15.6,sit,2390,2240,1728
kafka,106561,29:09.0,29:15.7,sit,2394,2241,1736
kafka,106562,29:09.0,29:15.8,sit,2406,2234,1738
kafka,106563,29:09.0,29:15.9,sit,2378,2245,1733
kafka,106564,29:09.0,29:16.0,sit,2395,2220,1738
kafka,106565,29:09.0,29:16.1,sit,2393,2251,1731
kafka,106566,29:09.0,29:16.2,sit,2394,2235,1738
kafka,106567,29:09.0,29:16.3,sit,2400,2217,1731
kafka,106568,29:09.0,29:16.4,sit,2398,2246,1738
kafka,106569,29:09.0,29:16.5,sit,2417,2238,1734
kafka,106570,29:09.0,29:16.6,sit,2390,2242,1728
kafka,106571,29:09.0,29:16.7,sit,2397,2221,1739
kafka,106572,29:09.0,29:16.8,sit,2387,2239,1737
kafka,106573,29:09.0,29:16.9,sit,2383,2236,1734
kafka,106574,29:09.0,29:17.0,sit,2405,2215,1730
kafka,106575,29:09.0,29:17.1,sit,2394,2238,1734
kafka,106576,29:09.0,29:17.2,sit,2378,2238,1737
kafka,106577,29:09.0,29:17.3,sit,2399,2199,1727
kafka,106578,29:09.0,29:17.4,sit,2397,2243,1735
kafka,106579,29:09.0,29:17.5,sit,2400,2224,1741
kafka,106580,29:09.0,29:17.6,sit,2399,2205,1732
kafka,106581,29:09.0,29:17.7,sit,2407,2234,1729
kafka,106582,29:09.0,29:17.8,sit,2408,2225,1741
kafka,106583,29:09.0,29:17.9,sit,2407,2215,1737
kafka,106584,29:09.0,29:18.0,sit,2394,2244,1742
kafka,106585,29:09.0,29:18.1,sit,2431,2228,1720
kafka,106586,29:09.0,29:18.3,sit,2403,2215,1728
kafka,106587,29:09.0,29:18.4,sit,2406,2211,1734
kafka,106588,29:09.0,29:18.5,sit,2429,2241,1719
kafka,106589,29:09.0,29:18.6,sit,2401,2233,1719
kafka,106590,29:09.0,29:18.7,sit,2395,2214,1736
kafka,106591,29:09.0,29:18.8,sit,2414,2228,1737
kafka,106592,29:09.0,29:18.9,sit,2391,2233,1731
kafka,106593,29:09.0,29:19.0,sit,2398,2215,1736
kafka,106594,29:09.0,29:19.1,sit,2397,2220,1743
kafka,106595,29:09.0,29:19.2,sit,2387,2234,1734
kafka,106596,29:09.0,29:19.3,sit,2412,2212,1738
kafka,106597,29:09.0,29:19.4,sit,2399,2230,1732
kafka,106598,29:09.0,29:19.5,sit,2378,2222,1739
kafka,106599,29:09.0,29:19.6,sit,2410,2210,1731
kafka,106600,29:09.0,29:19.7,sit,2392,2248,1737
kafka,106601,29:09.0,29:19.8,sit,2395,2228,1739
kafka,106602,29:09.0,29:19.9,sit,2413,2209,1731
kafka,106603,29:09.0,29:20.0,sit,2400,2241,1738
kafka,106604,29:09.0,29:20.1,sit,2417,2235,1728
kafka,106605,29:09.0,29:20.2,sit,2391,2229,1731
kafka,106606,29:09.0,29:20.3,sit,2398,2230,1737
kafka,106607,29:09.0,29:20.4,sit,2423,2237,1735
kafka,106608,29:09.0,29:20.5,sit,2394,2239,1733
kafka,106609,29:09.0,29:20.6,sit,2402,2220,1740
kafka,106610,29:09.0,29:20.7,sit,2407,2227,1741
kafka,106611,29:09.0,29:20.8,sit,2384,2230,1738
kafka,106612,29:09.0,29:20.9,sit,2398,2221,1734
kafka,106613,29:09.0,29:21.0,sit,2388,2248,1742
kafka,106614,29:09.0,29:21.1,sit,2419,2238,1729
kafka,106615,29:09.0,29:21.2,sit,2389,2241,1732
kafka,106616,29:09.0,29:21.3,sit,2400,2231,1745
kafka,106617,29:09.0,29:21.4,sit,2414,2242,1739
kafka,106618,29:09.0,29:21.5,sit,2399,2234,1732
kafka,106619,29:09.0,29:21.6,sit,2405,2226,1741
kafka,106620,29:09.0,29:21.7,sit,2415,2241,1742
kafka,106621,29:09.0,29:21.8,sit,2401,2235,1730
kafka,106622,29:09.0,29:21.9,sit,2395,2219,1740
kafka,106623,29:09.0,29:22.0,sit,2407,2231,1744
kafka,106624,29:09.0,29:22.1,sit,2396,2235,1735
kafka,106625,29:09.0,29:22.2,sit,2402,2225,1739
kafka,106626,29:09.0,29:22.3,sit,2415,2244,1743
kafka,106627,29:09.0,29:22.4,sit,2395,2238,1730
kafka,106628,29:09.0,29:22.5,sit,2403,2218,1739
kafka,106629,29:09.0,29:22.6,sit,2417,2250,1740
kafka,106630,29:09.0,29:22.7,sit,2397,2238,1728
kafka,106631,29:09.0,29:22.8,sit,2403,2225,1744
kafka,106632,29:09.0,29:22.9,sit,2418,2258,1729
kafka,106633,29:09.0,29:23.0,sit,2398,2232,1734
kafka,106634,29:09.0,29:23.1,sit,2397,2228,1740
kafka,106635,29:09.0,29:23.2,sit,2434,2252,1729
kafka,106636,29:09.0,29:23.3,sit,2388,2229,1743
kafka,106637,29:09.0,29:23.4,sit,2392,2232,1736
kafka,106638,29:09.0,29:23.5,sit,2410,2251,1736
kafka,106639,29:09.0,29:23.6,sit,2397,2223,1735
kafka,106640,29:09.0,29:23.7,sit,2401,2247,1738
kafka,106641,29:09.0,29:23.8,sit,2393,2251,1742
kafka,106642,29:09.0,29:23.9,sit,2391,2222,1735
kafka,106643,29:09.0,29:24.0,sit,2401,2241,1741
kafka,106644,29:09.0,29:24.1,sit,2411,2249,1740
kafka,106645,29:09.0,29:24.2,sit,2398,2228,1734
kafka,106646,29:09.0,29:24.3,sit,2401,2234,1745
kafka,106647,29:09.0,29:24.4,sit,2409,2251,1738
kafka,106648,29:09.0,29:24.5,sit,2389,2234,1734
kafka,106649,29:09.0,29:24.6,sit,2407,2246,1739
kafka,106650,29:09.0,29:24.7,sit,2421,2249,1732
kafka,106651,29:09.0,29:24.8,sit,2404,2238,1724
kafka,106652,29:09.0,29:24.9,sit,2405,2232,1738
kafka,106653,29:09.0,29:25.0,sit,2405,2229,1742
kafka,106654,29:09.0,29:25.1,sit,2383,2242,1733
kafka,106655,29:09.0,29:25.2,sit,2401,2221,1741
kafka,106656,29:09.0,29:25.3,sit,2392,2236,1736
kafka,106657,29:09.0,29:25.4,sit,2378,2243,1730
kafka,106658,29:09.0,29:25.5,sit,2407,2209,1738
kafka,106659,29:09.0,29:25.6,sit,2386,2257,1736
kafka,106660,29:09.0,29:25.7,sit,2378,2231,1740
kafka,106661,29:09.0,29:25.8,sit,2408,2209,1735
kafka,106662,29:09.0,29:25.9,sit,2388,2258,1736
kafka,106663,29:09.0,29:26.0,sit,2393,2231,1741
kafka,106664,29:09.0,29:26.1,sit,2401,2231,1733
kafka,106665,29:09.0,29:26.2,sit,2394,2245,1737
kafka,106666,29:09.0,29:26.3,sit,2383,2242,1745
kafka,106667,29:09.0,29:26.4,sit,2403,2221,1740
kafka,106668,29:09.0,29:26.5,sit,2399,2258,1744
kafka,106669,29:09.0,29:26.6,sit,2404,2237,1739
kafka,106670,29:09.0,29:26.7,sit,2390,2233,1735
kafka,106671,29:09.0,29:26.8,sit,2396,2241,1739
kafka,106672,29:09.0,29:26.9,sit,2421,2239,1722
kafka,106673,29:09.0,29:27.0,sit,2393,2242,1733
kafka,106674,29:30.0,29:30.0,sit,2407,2244,1737
kafka,106675,29:30.0,29:30.1,sit,2390,2244,1724
kafka,106676,29:30.0,29:30.2,sit,2400,2239,1739
kafka,106677,29:30.0,29:30.3,sit,2382,2234,1746
kafka,106678,29:30.0,29:30.4,sit,2387,2254,1735
kafka,106679,29:30.0,29:30.5,sit,2399,2213,1738
kafka,106680,29:30.0,29:30.6,sit,2385,2244,1731
kafka,106681,29:30.0,29:30.7,sit,2380,2232,1740
kafka,106682,29:30.0,29:30.8,sit,2411,2223,1732
kafka,106683,29:30.0,29:30.9,sit,2386,2253,1735
kafka,106684,29:30.0,29:31.0,sit,2390,2236,1743
kafka,106685,29:30.0,29:31.1,sit,2398,2236,1733
kafka,106686,29:30.0,29:31.2,sit,2398,2244,1739
kafka,106687,29:30.0,29:31.3,sit,2418,2247,1730
kafka,106688,29:30.0,29:31.4,sit,2399,2244,1725
kafka,106689,29:30.0,29:31.5,sit,2404,2231,1739
kafka,106690,29:30.0,29:31.6,sit,2414,2237,1737
kafka,106691,29:30.0,29:31.7,sit,2389,2248,1728
kafka,106692,29:30.0,29:31.8,sit,2394,2226,1736
kafka,106693,29:30.0,29:31.9,sit,2404,2231,1740
kafka,106694,29:30.0,29:32.0,sit,2389,2238,1729
kafka,106695,29:30.0,29:32.1,sit,2397,2218,1741
kafka,106696,29:30.0,29:32.2,sit,2392,2224,1744
kafka,106697,29:30.0,29:32.3,sit,2384,2242,1737
kafka,106698,29:30.0,29:32.4,sit,2406,2219,1727
kafka,106699,29:30.0,29:32.5,sit,2379,2236,1742
kafka,106700,29:30.0,29:32.6,sit,2386,2221,1740
kafka,106701,29:30.0,29:32.7,sit,2411,2212,1737
kafka,106702,29:30.0,29:32.8,sit,2389,2215,1745
kafka,106703,29:30.0,29:32.9,sit,2388,2222,1736
kafka,106704,29:30.0,29:33.0,sit,2398,2205,1728
kafka,106705,29:30.0,29:33.1,sit,2390,2217,1741
kafka,106706,29:30.0,29:33.2,sit,2383,2233,1734
kafka,106707,29:30.0,29:33.3,sit,2407,2198,1727
kafka,106708,29:30.0,29:33.4,sit,2383,2223,1739
kafka,106709,29:30.0,29:33.5,sit,2370,2232,1735
kafka,106710,29:30.0,29:33.6,sit,2410,2199,1732
kafka,106711,29:30.0,29:33.7,sit,2393,2232,1732
kafka,106712,29:30.0,29:33.8,sit,2374,2221,1742
kafka,106713,29:30.0,29:33.9,sit,2408,2211,1735
kafka,106714,29:30.0,29:34.0,sit,2392,2230,1730
kafka,106715,29:30.0,29:34.1,sit,2385,2223,1743
kafka,106716,29:30.0,29:34.2,sit,2405,2208,1734
kafka,106717,29:30.0,29:34.3,sit,2398,2235,1737
kafka,106718,29:30.0,29:34.4,sit,2409,2220,1737
kafka,106719,29:30.0,29:34.5,sit,2394,2219,1732
kafka,106720,29:30.0,29:34.6,sit,2411,2222,1745
kafka,106721,29:30.0,29:34.7,sit,2435,2230,1728
kafka,106722,29:30.0,29:34.8,sit,2401,2223,1733
kafka,106723,29:30.0,29:34.9,sit,2410,2217,1740
kafka,106724,29:30.0,29:35.0,sit,2423,2230,1725
kafka,106725,29:30.0,29:35.1,sit,2399,2227,1726
kafka,106726,29:30.0,29:35.2,sit,2404,2211,1740
kafka,106727,29:30.0,29:35.3,sit,2412,2219,1745
kafka,106728,29:30.0,29:35.4,sit,2410,2234,1727
kafka,106729,29:30.0,29:35.5,sit,2411,2202,1740
kafka,106730,29:30.0,29:35.6,sit,2391,2225,1744
kafka,106731,29:30.0,29:35.7,sit,2385,2228,1738
kafka,106732,29:30.0,29:35.8,sit,2418,2217,1735
kafka,106733,29:30.0,29:35.9,sit,2401,2245,1736
kafka,106734,29:30.0,29:36.0,sit,2380,2242,1744
kafka,106735,29:30.0,29:36.1,sit,2397,2220,1739
kafka,106736,29:30.0,29:36.2,sit,2398,2248,1740
kafka,106737,29:30.0,29:36.3,sit,2409,2234,1741
kafka,106738,29:30.0,29:36.4,sit,2381,2233,1737
kafka,106739,29:30.0,29:36.5,sit,2405,2242,1741
kafka,106740,29:30.0,29:36.6,sit,2431,2247,1732
kafka,106741,29:30.0,29:36.7,sit,2400,2243,1734
kafka,106742,29:30.0,29:36.8,sit,2406,2221,1743
kafka,106743,29:30.0,29:36.9,sit,2412,2236,1739
kafka,106744,29:30.0,29:37.0,sit,2405,2240,1736
kafka,106745,29:30.0,29:37.1,sit,2405,2223,1746
kafka,106746,29:30.0,29:37.2,sit,2407,2244,1745
kafka,106747,29:30.0,29:37.3,sit,2407,2250,1734
kafka,106748,29:30.0,29:37.4,sit,2403,2223,1749
kafka,106749,29:30.0,29:37.5,sit,2395,2236,1751
kafka,106750,29:30.0,29:37.6,sit,2390,2243,1741
kafka,106751,29:30.0,29:37.7,sit,2415,2219,1749
kafka,106752,29:30.0,29:37.8,sit,2383,2246,1753
kafka,106753,29:30.0,29:37.9,sit,2384,2243,1739
kafka,106754,29:30.0,29:38.0,sit,2409,2220,1742
kafka,106755,29:30.0,29:38.1,sit,2390,2239,1737
kafka,106756,29:30.0,29:38.2,sit,2379,2239,1746
kafka,106757,29:30.0,29:38.3,sit,2405,2217,1738
kafka,106758,29:30.0,29:38.4,sit,2399,2234,1748
kafka,106759,29:30.0,29:38.5,sit,2380,2247,1747
kafka,106760,29:30.0,29:38.6,sit,2415,2207,1743
kafka,106761,29:30.0,29:38.7,sit,2387,2240,1756
kafka,106762,29:30.0,29:38.8,sit,2387,2246,1739
kafka,106763,29:30.0,29:38.9,sit,2414,2213,1748
kafka,106764,29:30.0,29:39.0,sit,2410,2240,1746
kafka,106765,29:30.0,29:39.1,sit,2398,2249,1738
kafka,106766,29:30.0,29:39.3,sit,2402,2216,1751
kafka,106767,29:30.0,29:39.4,sit,2401,2237,1754
kafka,106768,29:30.0,29:39.5,sit,2406,2246,1735
kafka,106769,29:30.0,29:39.6,sit,2409,2222,1747
kafka,106770,29:30.0,29:39.7,sit,2411,2228,1752
kafka,106771,29:30.0,29:39.8,sit,2410,2240,1735
kafka,106772,29:30.0,29:39.9,sit,2420,2216,1742
kafka,106773,29:30.0,29:40.0,sit,2405,2232,1753
kafka,106774,29:30.0,29:40.1,sit,2399,2236,1736
kafka,106775,29:30.0,29:40.2,sit,2404,2224,1749
kafka,106776,29:30.0,29:40.3,sit,2404,2236,1752
kafka,106777,29:30.0,29:40.4,sit,2397,2239,1741
kafka,106778,29:30.0,29:40.5,sit,2403,2220,1750
kafka,106779,29:30.0,29:40.6,sit,2403,2225,1756
kafka,106780,29:30.0,29:40.7,sit,2392,2235,1755
kafka,106781,29:30.0,29:40.8,sit,2413,2235,1742
kafka,106782,29:30.0,29:40.9,sit,2398,2223,1751
kafka,106783,29:30.0,29:41.0,sit,2382,2242,1747
kafka,106784,29:30.0,29:41.1,sit,2419,2224,1740
kafka,106785,29:30.0,29:41.2,sit,2402,2237,1740
kafka,106786,29:30.0,29:41.3,sit,2377,2225,1746
kafka,106787,29:30.0,29:41.4,sit,2409,2217,1742
kafka,106788,29:30.0,29:41.5,sit,2393,2246,1743
kafka,106789,29:30.0,29:41.6,sit,2380,2233,1745
kafka,106790,29:30.0,29:41.7,sit,2419,2231,1731
kafka,106791,29:30.0,29:41.8,sit,2394,2231,1744
kafka,106792,29:30.0,29:41.9,sit,2393,2234,1747
kafka,106793,29:30.0,29:42.0,sit,2421,2225,1737
kafka,106794,29:30.0,29:42.1,sit,2406,2228,1742
kafka,106795,29:30.0,29:42.2,sit,2386,2226,1750
kafka,106796,29:30.0,29:42.3,sit,2424,2214,1742
kafka,106797,29:30.0,29:42.4,sit,2404,2231,1744
kafka,106798,29:30.0,29:42.5,sit,2392,2221,1755
kafka,106799,29:30.0,29:42.6,sit,2425,2209,1743
kafka,106800,29:30.0,29:42.7,sit,2407,2228,1743
kafka,106801,29:30.0,29:42.8,sit,2397,2220,1754
kafka,106802,29:30.0,29:42.9,sit,2421,2209,1742
kafka,106803,29:30.0,29:43.0,sit,2405,2224,1751
kafka,106804,29:30.0,29:43.1,sit,2386,2238,1745
kafka,106805,29:30.0,29:43.2,sit,2423,2200,1746
kafka,106806,29:30.0,29:43.3,sit,2402,2226,1749
kafka,106807,29:30.0,29:43.4,sit,2397,2221,1759
kafka,106808,29:30.0,29:43.5,sit,2423,2203,1746
kafka,106809,29:30.0,29:43.6,sit,2396,2208,1756
kafka,106810,29:30.0,29:43.7,sit,2402,2232,1745
kafka,106811,29:30.0,29:43.8,sit,2427,2190,1746
kafka,106812,29:30.0,29:43.9,sit,2399,2219,1755
kafka,106813,29:30.0,29:44.0,sit,2397,2228,1742
kafka,106814,29:30.0,29:44.1,sit,2423,2198,1744
kafka,106815,29:30.0,29:44.2,sit,2399,2223,1752
kafka,106816,29:30.0,29:44.3,sit,2394,2213,1749
kafka,106817,29:30.0,29:44.4,sit,2428,2206,1744
kafka,106818,29:30.0,29:44.5,sit,2403,2228,1742
kafka,106819,29:30.0,29:44.6,sit,2386,2228,1750
kafka,106820,29:30.0,29:44.7,sit,2426,2215,1744
kafka,106821,29:30.0,29:44.8,sit,2402,2234,1751
kafka,106822,29:30.0,29:44.9,sit,2393,2241,1747
kafka,106823,29:30.0,29:45.0,sit,2415,2206,1754
kafka,106824,29:30.0,29:45.1,sit,2393,2234,1749
kafka,106825,29:30.0,29:45.2,sit,2391,2223,1746
kafka,106826,29:30.0,29:45.3,sit,2425,2203,1740
kafka,106827,29:30.0,29:45.4,sit,2388,2231,1745
kafka,106828,29:30.0,29:45.5,sit,2390,2219,1745
kafka,106829,29:30.0,29:45.6,sit,2418,2204,1744
kafka,106830,29:30.0,29:45.7,sit,2401,2231,1740
kafka,106831,29:30.0,29:45.8,sit,2391,2228,1742
kafka,106832,29:30.0,29:45.9,sit,2421,2204,1743
kafka,106833,29:30.0,29:46.0,sit,2403,2239,1743
kafka,106914,29:50.0,29:56.0,run,2326,892,2919
kafka,106915,29:50.0,29:56.1,run,2754,1661,3110
kafka,106916,29:50.0,29:56.2,run,2459,3218,819
kafka,106917,29:50.0,29:56.3,run,2362,2334,1506
kafka,106918,29:50.0,29:56.4,run,3400,2024,2688
kafka,106919,29:50.0,29:56.5,run,0,2126,1452
kafka,106920,29:50.0,29:56.6,run,1184,2288,1304
kafka,106921,29:50.0,29:56.7,run,4095,1517,2314
kafka,106922,29:50.0,29:56.8,run,1281,1731,2393
kafka,106923,29:50.0,29:56.9,run,1269,2801,1069
kafka,106924,29:50.0,29:57.0,run,2905,2122,2916
kafka,106925,29:50.0,29:57.1,run,2139,1663,3150
kafka,106926,29:50.0,29:57.2,run,1272,2351,1190
kafka,106927,29:50.0,29:57.3,run,1728,3215,1037
kafka,106928,29:50.0,29:57.4,run,3608,2522,2305
kafka,106929,29:50.0,29:57.5,run,1925,1881,2235
kafka,106930,29:50.0,29:57.6,run,2801,2332,1000
kafka,106931,29:50.0,29:57.7,run,1971,1966,2410
kafka,106932,29:50.0,29:57.8,run,0,1874,2119
kafka,106933,29:50.0,29:57.9,run,0,3339,1523
kafka,106934,29:50.0,29:58.0,run,1440,2379,1813
kafka,106935,29:50.0,29:58.1,run,2198,1575,2010
kafka,106936,29:50.0,29:58.2,run,2032,2797,1161
kafka,106937,29:50.0,29:58.3,run,1885,2551,1678
kafka,106938,29:50.0,29:58.4,run,1442,1474,2285
kafka,106939,29:50.0,29:58.5,run,2819,1496,1108
kafka,106940,29:50.0,29:58.6,run,1193,2812,1349
kafka,106941,29:50.0,29:58.7,run,2602,2458,1886
kafka,106942,29:50.0,29:58.8,run,2317,1763,2477
kafka,106943,29:50.0,29:58.9,run,1352,2537,421
kafka,106944,29:50.0,29:59.0,run,1721,2020,1287
kafka,106945,29:50.0,29:59.1,run,1654,2581,1086
kafka,106946,29:50.0,29:59.3,run,1885,1845,2233
kafka,106947,29:50.0,29:59.4,run,1950,1820,2624
kafka,106948,29:50.0,29:59.5,run,4095,2824,753
kafka,106949,29:50.0,29:59.6,run,2320,2164,1181
kafka,106950,29:50.0,29:59.7,run,1783,2618,938
kafka,106951,29:50.0,29:59.8,run,2432,1943,2260
kafka,106952,29:50.0,29:59.9,run,2289,2001,2094
kafka,106953,29:50.0,30:00.0,run,2895,2289,1154
kafka,106954,29:50.0,30:00.1,run,2261,2313,1184
kafka,106955,29:50.0,30:00.2,run,2131,2216,1648
kafka,106956,29:50.0,30:00.3,run,2769,1793,2012
kafka,106957,29:50.0,30:00.4,run,2670,1865,2695
kafka,106958,29:50.0,30:00.5,run,597,2562,733
kafka,106959,29:50.0,30:00.6,run,2130,2933,1197
kafka,106960,29:50.0,30:00.7,run,2506,2017,2507
kafka,106961,29:50.0,30:00.8,run,3286,1831,2704
kafka,106962,29:50.0,30:00.9,run,2022,2012,1767
kafka,106963,29:50.0,30:01.0,run,1925,2065,1079
kafka,106974,29:50.0,30:02.1,run,2192,1873,2014
kafka,106975,29:50.0,30:02.2,run,2552,1804,2524
kafka,106976,29:50.0,30:02.3,run,2078,2254,2071
kafka,106977,29:50.0,30:02.4,run,2098,2277,1308
kafka,106978,29:50.0,30:02.5,run,2059,2400,1892
kafka,106979,29:50.0,30:02.6,run,2463,1770,1967
kafka,106980,29:50.0,30:02.7,run,2372,1914,2426
kafka,106981,29:50.0,30:02.8,run,2355,2441,1363
kafka,106982,29:50.0,30:02.9,run,1654,2421,1166
kafka,106983,29:50.0,30:03.0,run,2301,2128,2039
kafka,106984,29:50.0,30:03.1,run,2495,1735,1908
kafka,106985,29:50.0,30:03.2,run,2243,1885,2375
kafka,106986,29:50.0,30:03.3,run,2059,3063,353
kafka,106987,29:50.0,30:03.4,run,1446,3938,1031
kafka,106988,29:50.0,30:03.5,run,2175,1626,2188
kafka,106989,29:50.0,30:03.6,run,2496,1877,2019
kafka,106990,29:50.0,30:03.7,run,2405,1952,2350
kafka,106991,29:50.0,30:03.8,run,2128,2775,802
kafka,106992,29:50.0,30:03.9,run,1431,3294,1019
kafka,106993,29:50.0,30:04.0,run,2171,1890,1986
kafka,106994,29:50.0,30:04.1,run,2340,1844,1951
kafka,106995,29:50.0,30:04.2,run,2307,2015,2244
kafka,106996,29:50.0,30:04.3,run,1654,2440,1162
kafka,106997,29:50.0,30:04.4,run,1389,3321,1363
kafka,106998,29:50.0,30:04.5,run,2096,2064,1734
kafka,106999,29:50.0,30:04.6,run,1768,2038,2099
kafka,107000,29:50.0,30:04.7,run,2220,1861,2237
kafka,107001,29:50.0,30:04.8,run,2136,2295,1656
kafka,107002,29:50.0,30:04.9,run,1701,2417,1915
kafka,107003,29:50.0,30:05.0,run,1846,2500,1125
kafka,107013,29:50.0,30:06.0,stand,2253,1977,1762
kafka,107014,29:50.0,30:06.1,stand,1936,2949,2475
kafka,107015,29:50.0,30:06.2,stand,2119,3742,2951
kafka,107016,29:50.0,30:06.3,stand,2482,176,1880
kafka,107017,29:50.0,30:06.4,stand,951,2936,3554
kafka,107018,29:50.0,30:06.5,stand,3265,4048,1825
kafka,107019,29:50.0,30:06.6,stand,1608,22,2748
kafka,107020,29:50.0,30:06.7,stand,2460,1911,2331
kafka,107021,29:50.0,30:06.8,stand,2326,3414,1823
kafka,107022,29:50.0,30:06.9,stand,2356,2255,2106
kafka,107023,29:50.0,30:07.0,stand,2576,1615,1894
kafka,107024,29:50.0,30:07.1,stand,2406,2383,1861
kafka,107025,29:50.0,30:07.2,stand,2239,2532,1685
kafka,107026,29:50.0,30:07.3,stand,2468,2253,1851
kafka,107027,29:50.0,30:07.4,stand,2325,2242,1711
kafka,107028,29:50.0,30:07.5,stand,3010,2071,2042
