dog,sample,burst-timestamp,sample-timestamp,behaviour,X,Y,Z
woody,90465,58:16.0,58:33.2,lie,2431,2087,1703
woody,90466,58:16.0,58:33.3,lie,2425,2091,1742
woody,90467,58:16.0,58:33.4,lie,2480,2107,1730
woody,90468,58:16.0,58:33.5,lie,2405,2091,1721
woody,90469,58:16.0,58:33.6,lie,2419,2101,1766
woody,90470,58:16.0,58:33.7,lie,2444,2104,1692
woody,90471,58:16.0,58:33.8,lie,2414,2108,1733
woody,90472,58:16.0,58:33.9,lie,2461,2137,1681
woody,90473,58:16.0,58:34.0,lie,2408,2119,1710
woody,90474,58:37.0,58:37.0,lie,2431,2077,1747
woody,90475,58:37.0,58:37.1,lie,2425,2081,1681
woody,90476,58:37.0,58:37.2,lie,2419,2079,1749
woody,90477,58:37.0,58:37.3,lie,2412,2079,1690
woody,90478,58:37.0,58:37.4,lie,2418,2079,1748
woody,90479,58:37.0,58:37.5,lie,2414,2084,1692
woody,90480,58:37.0,58:37.6,lie,2418,2079,1744
woody,90481,58:37.0,58:37.7,lie,2411,2080,1697
woody,90482,58:37.0,58:37.8,lie,2425,2085,1756
woody,90483,58:37.0,58:37.9,lie,2388,2075,1714
woody,90484,58:37.0,58:38.0,lie,2418,2079,1758
woody,90485,58:37.0,58:38.1,lie,2393,2077,1720
woody,90486,58:37.0,58:38.2,lie,2411,2078,1756
woody,90487,58:37.0,58:38.3,lie,2401,2083,1699
woody,90488,58:37.0,58:38.4,lie,2423,2084,1748
woody,90489,58:37.0,58:38.5,lie,2412,2086,1686
woody,90490,58:37.0,58:38.6,lie,2413,2085,1750
woody,90491,58:37.0,58:38.7,lie,2476,2092,1682
woody,90492,58:37.0,58:38.8,lie,2430,2059,1753
woody,90493,58:37.0,58:38.9,lie,2485,2072,1705
woody,90494,58:37.0,58:39.0,lie,2411,2085,1730
woody,90495,58:37.0,58:39.1,lie,2491,2143,1682
woody,90496,58:37.0,58:39.2,lie,2425,2131,1735
woody,90497,58:37.0,58:39.3,lie,2398,2127,1676
woody,90498,58:37.0,58:39.4,lie,2398,2140,1737
woody,90499,58:37.0,58:39.5,lie,2376,2139,1699
woody,90500,58:37.0,58:39.6,lie,2439,2173,1687
woody,90501,58:37.0,58:39.7,lie,2404,2140,1700
woody,90502,58:37.0,58:39.8,lie,2377,2134,1660
woody,90503,58:37.0,58:39.9,lie,2383,2153,1721
woody,90504,58:37.0,58:40.0,lie,2356,2113,1693
woody,90505,58:37.0,58:40.1,lie,2454,2148,1691
woody,90506,58:37.0,58:40.2,lie,2415,2140,1700
woody,90507,58:37.0,58:40.3,lie,2392,2121,1670
woody,90508,58:37.0,58:40.4,lie,2403,2124,1731
woody,90509,58:37.0,58:40.5,lie,2383,2106,1712
woody,90510,58:37.0,58:40.6,lie,2456,2110,1688
woody,90511,58:37.0,58:40.7,lie,2416,2096,1718
woody,90512,58:37.0,58:40.8,lie,2414,2086,1677
woody,90513,58:37.0,58:40.9,lie,2414,2085,1737
woody,90514,58:37.0,58:41.0,lie,2387,2086,1716
woody,90515,58:37.0,58:41.1,lie,2469,2082,1696
woody,90516,58:37.0,58:41.2,lie,2439,2087,1734
woody,90517,58:37.0,58:41.3,lie,2405,2084,1696
woody,90518,58:37.0,58:41.4,lie,2413,2075,1743
woody,90519,58:37.0,58:41.5,lie,2399,2087,1722
woody,90520,58:37.0,58:41.6,lie,2490,2088,1714
woody,90521,58:37.0,58:41.7,lie,2426,2078,1732
woody,90522,58:37.0,58:41.8,lie,2428,2086,1671
woody,90523,58:37.0,58:41.9,lie,2424,2080,1744
woody,90524,58:37.0,58:42.0,lie,2388,2081,1701
woody,90525,58:37.0,58:42.1,lie,2414,2073,1752
woody,90526,58:37.0,58:42.2,lie,2383,2077,1727
woody,90527,58:37.0,58:42.3,lie,2427,2082,1742
woody,90528,58:37.0,58:42.4,lie,2391,2077,1723
woody,90529,58:37.0,58:42.5,lie,2476,2091,1724
woody,90530,58:37.0,58:42.6,lie,2418,2075,1727
woody,90531,58:37.0,58:42.7,lie,2459,2078,1678
woody,90532,58:37.0,58:42.8,lie,2449,2084,1739
woody,90533,58:37.0,58:42.9,lie,2397,2079,1695
woody,90534,58:37.0,58:43.0,lie,2414,2075,1751
woody,90535,58:37.0,58:43.1,lie,2389,2084,1723
woody,90536,58:37.0,58:43.2,lie,2462,2081,1736
woody,90537,58:37.0,58:43.3,lie,2413,2079,1724
woody,90538,58:37.0,58:43.4,lie,2471,2079,1691
woody,90539,58:37.0,58:43.5,lie,2443,2078,1733
woody,90540,58:37.0,58:43.6,lie,2398,2079,1691
woody,90541,58:37.0,58:43.7,lie,2418,2072,1749
woody,90542,58:37.0,58:43.8,lie,2384,2079,1720
woody,90543,58:37.0,58:43.9,lie,2462,2082,1742
woody,90544,58:37.0,58:44.0,lie,2415,2079,1725
woody,90545,58:37.0,58:44.1,lie,2472,2073,1690
woody,90546,58:37.0,58:44.2,lie,2446,2080,1740
woody,90547,58:37.0,58:44.3,lie,2401,2079,1698
woody,90548,58:37.0,58:44.4,lie,2426,2075,1755
woody,90549,58:37.0,58:44.5,lie,2394,2081,1721
woody,90550,58:37.0,58:44.6,lie,2443,2075,1754
woody,90551,58:37.0,58:44.7,lie,2411,2082,1724
woody,90552,58:37.0,58:44.8,lie,2491,2081,1724
woody,90553,58:37.0,58:44.9,lie,2428,2070,1735
woody,90554,58:37.0,58:45.0,lie,2491,2074,1701
woody,90555,58:37.0,58:45.1,lie,2439,2077,1737
woody,90556,58:37.0,58:45.2,lie,2454,2078,1676
woody,90557,58:37.0,58:45.3,lie,2456,2085,1727
woody,90558,58:37.0,58:45.4,lie,2408,2091,1702
woody,90559,58:37.0,58:45.5,lie,2436,2098,1753
woody,90560,58:37.0,58:45.6,lie,2414,2101,1737
woody,90561,58:37.0,58:45.7,lie,2455,2094,1704
woody,90562,58:37.0,58:45.8,lie,2445,2101,1756
woody,90563,58:37.0,58:45.9,lie,2406,2089,1733
woody,90564,58:37.0,58:46.0,lie,2468,2089,1741
woody,90565,58:37.0,58:46.1,lie,2432,2091,1735
woody,90566,58:37.0,58:46.3,lie,2431,2083,1686
woody,90567,58:37.0,58:46.4,lie,2435,2091,1755
woody,90568,58:37.0,58:46.5,lie,2401,2084,1725
woody,90569,58:37.0,58:46.6,lie,2480,2084,1731
woody,90570,58:37.0,58:46.7,lie,2440,2087,1743
woody,90571,58:37.0,58:46.8,lie,2422,2089,1691
woody,90572,58:37.0,58:46.9,lie,2425,2090,1752
woody,90573,58:37.0,58:47.0,lie,2407,2089,1740
woody,90574,58:37.0,58:47.1,lie,2469,2084,1733
woody,90575,58:37.0,58:47.2,lie,2464,2102,1754
woody,90576,58:37.0,58:47.3,lie,2411,2093,1721
woody,90577,58:37.0,58:47.4,lie,2437,2096,1758
woody,90578,58:37.0,58:47.5,lie,2433,2102,1746
woody,90579,58:37.0,58:47.6,lie,2461,2091,1712
woody,90580,58:37.0,58:47.7,lie,2460,2099,1763
woody,90581,58:37.0,58:47.8,lie,2407,2099,1736
woody,90582,58:37.0,58:47.9,lie,2461,2098,1760
woody,90583,58:37.0,58:48.0,lie,2426,2095,1741
woody,90584,58:37.0,58:48.1,lie,2452,2095,1720
woody,90585,58:37.0,58:48.2,lie,2455,2101,1760
woody,90586,58:37.0,58:48.3,lie,2405,2098,1743
woody,90587,58:37.0,58:48.4,lie,2486,2097,1758
woody,90588,58:37.0,58:48.5,lie,2448,2098,1755
woody,90589,58:37.0,58:48.6,lie,2449,2099,1725
woody,90590,58:37.0,58:48.7,lie,2450,2099,1768
woody,90591,58:37.0,58:48.8,lie,2424,2099,1752
woody,90592,58:37.0,58:48.9,lie,2493,2101,1762
woody,90593,58:37.0,58:49.0,lie,2445,2093,1750
woody,90594,58:37.0,58:49.1,lie,2468,2090,1724
woody,90595,58:37.0,58:49.2,lie,2469,2094,1765
woody,90596,58:37.0,58:49.3,lie,2416,2096,1742
woody,90597,58:37.0,58:49.4,lie,2453,2085,1784
woody,90598,58:37.0,58:49.5,lie,2425,2092,1755
woody,90599,58:37.0,58:49.6,lie,2496,2090,1765
woody,90600,58:37.0,58:49.7,lie,2438,2089,1757
woody,90601,58:37.0,58:49.8,lie,2516,2088,1748
woody,90602,58:37.0,58:49.9,lie,2446,2085,1756
woody,90603,58:37.0,58:50.0,lie,2484,2087,1727
woody,90604,58:37.0,58:50.1,lie,2462,2091,1775
woody,90605,58:37.0,58:50.2,lie,2424,2094,1719
woody,90606,58:37.0,58:50.3,lie,2441,2087,1785
woody,90607,58:37.0,58:50.4,lie,2416,2089,1722
woody,90608,58:37.0,58:50.5,lie,2434,2080,1772
woody,90609,58:37.0,58:50.6,lie,2433,2097,1715
woody,90610,58:37.0,58:50.7,lie,2441,2085,1779
woody,90611,58:37.0,58:50.8,lie,2419,2100,1726
woody,90612,58:37.0,58:50.9,lie,2437,2088,1782
woody,90613,58:37.0,58:51.0,lie,2408,2092,1745
woody,90614,58:37.0,58:51.1,lie,2494,2094,1758
woody,90615,58:37.0,58:51.2,lie,2437,2087,1744
woody,90616,58:37.0,58:51.3,lie,2509,2089,1729
woody,90617,58:37.0,58:51.4,lie,2442,2087,1754
woody,90618,58:37.0,58:51.5,lie,2478,2088,1708
woody,90619,58:37.0,58:51.6,lie,2450,2091,1760
woody,90620,58:37.0,58:51.7,lie,2415,2094,1713
woody,90621,58:37.0,58:51.8,lie,2433,2090,1778
woody,90622,58:37.0,58:51.9,lie,2407,2096,1738
woody,90623,58:37.0,58:52.0,lie,2480,2090,1762
woody,90624,58:37.0,58:52.1,lie,2434,2087,1749
woody,90625,58:37.0,58:52.2,lie,2496,2083,1712
woody,90626,58:37.0,58:52.3,lie,2459,2090,1754
woody,90627,58:37.0,58:52.4,lie,2418,2093,1707
woody,90628,58:37.0,58:52.5,lie,2430,2082,1779
woody,90629,58:37.0,58:52.6,lie,2405,2092,1747
woody,90630,58:37.0,58:52.7,lie,2506,2089,1746
woody,90631,58:37.0,58:52.8,lie,2445,2085,1748
woody,90632,58:37.0,58:52.9,lie,2439,2084,1701
woody,90633,58:37.0,58:53.0,lie,2436,2089,1771
woody,90634,58:37.0,58:53.1,lie,2393,2084,1740
woody,90635,58:37.0,58:53.2,lie,2473,2083,1766
woody,90636,58:37.0,58:53.3,lie,2421,2084,1746
woody,90637,58:37.0,58:53.4,lie,2489,2085,1718
woody,90638,58:37.0,58:53.5,lie,2463,2086,1756
woody,90639,58:37.0,58:53.6,lie,2405,2084,1727
woody,90640,58:37.0,58:53.7,lie,2433,2077,1775
woody,90641,58:37.0,58:53.8,lie,2407,2093,1745
woody,90642,58:37.0,58:53.9,lie,2511,2085,1747
woody,90643,58:37.0,58:54.0,lie,2443,2082,1744
woody,90644,58:37.0,58:54.1,lie,2464,2080,1699
woody,90645,58:37.0,58:54.2,lie,2457,2084,1763
woody,90646,58:37.0,58:54.3,lie,2399,2085,1722
woody,90647,58:37.0,58:54.4,lie,2450,2080,1777
woody,90648,58:37.0,58:54.5,lie,2424,2089,1747
woody,90649,58:37.0,58:54.6,lie,2491,2112,1724
woody,90650,58:37.0,58:54.7,lie,2449,2075,1768
woody,90651,58:37.0,58:54.8,lie,2427,2092,1699
woody,90652,58:37.0,58:54.9,lie,2433,2095,1766
woody,90653,58:37.0,58:55.0,lie,2396,2097,1717
woody,90654,58:58.0,58:58.0,lie,2418,2083,1707
woody,90655,58:58.0,58:58.1,lie,2378,2092,1664
woody,90656,58:58.0,58:58.2,lie,2436,2078,1717
woody,90657,58:58.0,58:58.3,lie,2406,2086,1714
woody,90658,58:58.0,58:58.4,lie,2375,2076,1669
woody,90659,58:58.0,58:58.5,lie,2413,2079,1701
woody,90660,58:58.0,58:58.6,lie,2387,2092,1695
woody,90661,58:58.0,58:58.7,lie,2373,2086,1658
woody,90662,58:58.0,58:58.8,lie,2385,2080,1710
woody,90663,58:58.0,58:58.9,lie,2378,2088,1667
woody,90664,58:58.0,58:59.0,lie,2357,2091,1641
woody,90665,58:58.0,58:59.1,lie,2386,2111,1702
woody,90666,58:58.0,58:59.2,lie,2357,2107,1662
woody,90667,58:58.0,58:59.3,lie,2392,2101,1648
woody,90668,58:58.0,58:59.4,lie,2401,2110,1664
woody,90669,58:58.0,58:59.5,lie,2316,2107,1622
woody,90670,58:58.0,58:59.6,lie,2358,2102,1676
woody,90671,58:58.0,58:59.7,lie,2302,2111,1641
woody,90672,58:58.0,58:59.8,lie,2378,2076,1689
woody,90673,58:58.0,58:59.9,lie,2422,2078,1709
woody,90674,58:58.0,59:00.0,lie,2442,2111,1720
woody,90675,58:58.0,59:00.1,lie,2478,2101,1766
woody,90676,58:58.0,59:00.2,lie,2393,2102,1714
woody,90677,58:58.0,59:00.3,lie,2424,2086,1671
woody,90678,58:58.0,59:00.4,lie,2405,2099,1714
woody,90679,58:58.0,59:00.5,lie,2358,2091,1687
woody,90680,58:58.0,59:00.6,lie,2427,2098,1673
woody,90681,58:58.0,59:00.7,lie,2425,2115,1713
woody,90682,58:58.0,59:00.8,lie,2373,2088,1683
woody,90683,58:58.0,59:00.9,lie,2430,2093,1681
woody,90684,58:58.0,59:01.0,lie,2426,2110,1711
woody,90685,58:58.0,59:01.1,lie,2357,2083,1679
woody,90686,58:58.0,59:01.2,lie,2425,2095,1707
woody,90687,58:58.0,59:01.3,lie,2416,2104,1696
woody,90688,58:58.0,59:01.4,lie,2394,2082,1663
woody,90689,58:58.0,59:01.5,lie,2394,2094,1722
woody,90690,58:58.0,59:01.6,lie,2383,2095,1693
woody,90691,58:58.0,59:01.7,lie,2438,2084,1664
woody,90692,58:58.0,59:01.8,lie,2416,2103,1708
woody,90693,58:58.0,59:01.9,lie,2365,2084,1679
woody,90694,58:58.0,59:02.0,lie,2427,2092,1715
woody,90695,58:58.0,59:02.1,lie,2388,2091,1691
woody,90696,58:58.0,59:02.2,lie,2401,2080,1667
woody,90697,58:58.0,59:02.3,lie,2399,2093,1721
woody,90698,58:58.0,59:02.4,lie,2374,2095,1694
woody,90699,58:58.0,59:02.5,lie,2453,2094,1677
woody,90700,58:58.0,59:02.6,lie,2424,2117,1707
woody,90701,58:58.0,59:02.7,lie,2375,2094,1669
woody,90702,58:58.0,59:02.8,lie,2416,2091,1716
woody,90703,58:58.0,59:02.9,lie,2405,2092,1704
woody,90704,58:58.0,59:03.0,lie,2408,2095,1669
woody,90705,58:58.0,59:03.1,lie,2403,2115,1729
woody,90706,58:58.0,59:03.2,lie,2370,2102,1696
woody,90707,58:58.0,59:03.3,lie,2417,2118,1669
woody,90708,58:58.0,59:03.4,lie,2407,2125,1720
woody,90709,58:58.0,59:03.5,lie,2357,2117,1679
woody,90710,58:58.0,59:03.6,lie,2446,2141,1678
woody,90711,58:58.0,59:03.7,lie,2407,2120,1713
woody,90712,58:58.0,59:03.8,lie,2334,2107,1667
woody,90713,58:58.0,59:03.9,lie,2426,2135,1712
woody,90714,58:58.0,59:04.0,lie,2380,2126,1682
woody,90715,58:58.0,59:04.1,lie,2399,2127,1668
woody,90716,58:58.0,59:04.2,lie,2391,2126,1709
woody,90717,58:58.0,59:04.3,lie,2338,2112,1682
woody,90718,58:58.0,59:04.4,lie,2445,2132,1691
woody,90719,58:58.0,59:04.5,lie,2396,2102,1690
woody,90720,58:58.0,59:04.6,lie,2377,2110,1679
woody,90721,58:58.0,59:04.7,lie,2400,2144,1710
woody,90722,58:58.0,59:04.8,lie,2373,2115,1687
woody,90723,58:58.0,59:04.9,lie,2410,2099,1670
woody,90724,58:58.0,59:05.0,lie,2389,2126,1716
woody,90725,58:58.0,59:05.1,lie,2379,2122,1699
woody,90726,58:58.0,59:05.2,lie,2455,2104,1674
woody,90727,58:58.0,59:05.3,lie,2420,2114,1708
woody,90728,58:58.0,59:05.4,lie,2380,2097,1666
woody,90729,58:58.0,59:05.5,lie,2393,2094,1718
woody,90730,58:58.0,59:05.6,lie,2387,2101,1689
woody,90731,58:58.0,59:05.7,lie,2423,2085,1661
woody,90732,58:58.0,59:05.8,lie,2413,2095,1716
woody,90733,58:58.0,59:05.9,lie,2352,2088,1683
woody,90734,58:58.0,59:06.0,lie,2427,2083,1703
woody,90735,58:58.0,59:06.1,lie,2399,2098,1689
woody,90736,58:58.0,59:06.2,lie,2401,2087,1654
woody,90737,58:58.0,59:06.3,lie,2393,2096,1715
woody,90738,58:58.0,59:06.4,lie,2355,2092,1693
woody,90739,58:58.0,59:06.5,lie,2450,2087,1697
woody,90740,58:58.0,59:06.6,lie,2402,2100,1696
woody,90741,58:58.0,59:06.7,lie,2398,2091,1656
woody,90742,58:58.0,59:06.8,lie,2393,2101,1720
woody,90743,58:58.0,59:06.9,lie,2361,2099,1692
woody,90744,58:58.0,59:07.0,lie,2439,2152,1705
woody,90745,58:58.0,59:07.1,lie,2424,2080,1724
woody,90746,58:58.0,59:07.3,lie,2400,2067,1647
woody,90747,58:58.0,59:07.4,lie,2373,2136,1724
woody,90748,58:58.0,59:07.5,lie,2357,2025,1674
woody,90749,58:58.0,59:07.6,lie,2430,2171,1684
woody,90750,58:58.0,59:07.7,lie,2399,2184,1713
woody,90751,58:58.0,59:07.8,lie,2389,2165,1688
woody,90752,58:58.0,59:07.9,lie,2393,2227,1725
woody,90753,58:58.0,59:08.0,lie,2387,2198,1717
woody,90754,58:58.0,59:08.1,lie,2388,2185,1679
woody,90755,58:58.0,59:08.2,lie,2367,2181,1727
woody,90756,58:58.0,59:08.3,lie,2378,2179,1696
woody,90757,58:58.0,59:08.4,lie,2423,2204,1692
woody,90758,58:58.0,59:08.5,lie,2391,2194,1724
woody,90759,58:58.0,59:08.6,lie,2347,2132,1687
woody,90760,58:58.0,59:08.7,lie,2408,2202,1702
woody,90761,58:58.0,59:08.8,lie,2389,2162,1706
woody,90762,58:58.0,59:08.9,lie,2401,2102,1667
woody,90763,58:58.0,59:09.0,lie,2421,2232,1800
woody,90764,58:58.0,59:09.1,lie,2379,2189,1695
woody,90765,58:58.0,59:09.2,lie,2421,2218,1704
woody,90766,58:58.0,59:09.3,lie,2395,2197,1706
woody,90767,58:58.0,59:09.4,lie,2377,2130,1715
woody,90768,58:58.0,59:09.5,lie,2443,2118,1697
woody,90769,58:58.0,59:09.6,lie,2422,2124,1741
woody,90770,58:58.0,59:09.7,lie,2404,2107,1721
woody,90771,58:58.0,59:09.8,lie,2449,2104,1727
woody,90772,58:58.0,59:09.9,lie,2427,2110,1745
woody,90773,58:58.0,59:10.0,lie,2425,2101,1709
woody,90774,58:58.0,59:10.1,lie,2422,2099,1752
woody,90775,58:58.0,59:10.2,lie,2407,2111,1727
woody,90776,58:58.0,59:10.3,lie,2460,2103,1711
woody,90777,58:58.0,59:10.4,lie,2448,2105,1748
woody,90778,58:58.0,59:10.5,lie,2401,2104,1717
woody,90779,58:58.0,59:10.6,lie,2721,1098,791
woody,90780,58:58.0,59:10.7,lie,2463,2248,1663
woody,90781,58:58.0,59:10.8,lie,2279,2111,1817
woody,90782,58:58.0,59:10.9,lie,2620,2071,1889
woody,90783,58:58.0,59:11.0,lie,2524,2130,1883
woody,90784,58:58.0,59:11.1,lie,2553,2031,1920
woody,90785,58:58.0,59:11.2,lie,2554,2069,1837
woody,90786,58:58.0,59:11.3,lie,2439,2050,1767
woody,90787,58:58.0,59:11.4,lie,2396,2023,1755
woody,90788,58:58.0,59:11.5,lie,2489,2083,1708
woody,90789,58:58.0,59:11.6,lie,2452,2036,1800
woody,90790,58:58.0,59:11.7,lie,2511,2061,1735
woody,90791,58:58.0,59:11.8,lie,2490,2094,1691
woody,90792,58:58.0,59:11.9,lie,2575,2123,1789
woody,90813,58:58.0,59:14.0,sit,2496,2118,1780
woody,90814,58:58.0,59:14.1,sit,2465,2102,1790
woody,90815,58:58.0,59:14.2,sit,2488,2100,1808
woody,90816,58:58.0,59:14.3,sit,2498,2108,1809
woody,90817,58:58.0,59:14.4,sit,2473,2106,1814
woody,90818,58:58.0,59:14.5,sit,2476,2109,1822
woody,90819,58:58.0,59:14.6,sit,2493,2105,1807
woody,90820,58:58.0,59:14.7,sit,2490,2113,1820
woody,90821,58:58.0,59:14.8,sit,2501,2101,1827
woody,90822,58:58.0,59:14.9,sit,2513,2097,1818
woody,90823,58:58.0,59:15.0,sit,2481,2106,1829
woody,90824,58:58.0,59:15.1,sit,2488,2097,1824
woody,90825,58:58.0,59:15.2,sit,2491,2102,1825
woody,90826,58:58.0,59:15.3,sit,2502,2106,1832
woody,90827,58:58.0,59:15.4,sit,2468,2106,1827
woody,90828,58:58.0,59:15.5,sit,2497,2102,1823
woody,90829,58:58.0,59:15.6,sit,2505,2108,1837
woody,90830,58:58.0,59:15.7,sit,2533,2098,1812
woody,90831,58:58.0,59:15.8,sit,2476,2094,1821
woody,90832,58:58.0,59:15.9,sit,2507,2100,1835
woody,90833,58:58.0,59:16.0,sit,2519,2095,1820
woody,90834,59:18.0,59:18.0,sit,2501,2113,1793
woody,90835,59:18.0,59:18.1,sit,2472,2112,1808
woody,90836,59:18.0,59:18.2,sit,2490,2117,1815
woody,90837,59:18.0,59:18.3,sit,2516,2116,1799
woody,90838,59:18.0,59:18.4,sit,2475,2115,1806
woody,90839,59:18.0,59:18.5,sit,2503,2120,1826
woody,90840,59:18.0,59:18.6,sit,2495,2100,1809
woody,90841,59:18.0,59:18.7,sit,2485,2108,1825
woody,90842,59:18.0,59:18.8,sit,2492,2113,1818
woody,90843,59:18.0,59:18.9,sit,2488,2090,1829
woody,90844,59:18.0,59:19.0,sit,2494,2103,1845
woody,90845,59:18.0,59:19.1,sit,2493,2094,1823
woody,90846,59:18.0,59:19.2,sit,2492,2091,1831
woody,90847,59:18.0,59:19.3,sit,2515,2101,1836
woody,90848,59:18.0,59:19.4,sit,2531,2095,1815
woody,90849,59:18.0,59:19.5,sit,2485,2087,1828
woody,90850,59:18.0,59:19.6,sit,2505,2089,1840
woody,90851,59:18.0,59:19.7,sit,2491,2077,1829
woody,90852,59:18.0,59:19.8,sit,2501,2102,1842
woody,90853,59:18.0,59:19.9,sit,2487,2091,1834
woody,90854,59:18.0,59:20.0,sit,2496,2093,1838
woody,90855,59:18.0,59:20.1,sit,2509,2095,1846
woody,90856,59:18.0,59:20.2,sit,2532,2098,1822
woody,90857,59:18.0,59:20.3,sit,2490,2099,1835
woody,90858,59:18.0,59:20.4,sit,2507,2102,1842
woody,90859,59:18.0,59:20.5,sit,2519,2089,1827
woody,90860,59:18.0,59:20.6,sit,2487,2098,1854
woody,90861,59:18.0,59:20.7,sit,2490,2091,1842
woody,90862,59:18.0,59:20.8,sit,2497,2092,1842
woody,90863,59:18.0,59:20.9,sit,2518,2099,1862
woody,90864,59:18.0,59:21.0,sit,2521,2088,1828
woody,90865,59:18.0,59:21.1,sit,2493,2093,1853
woody,90866,59:18.0,59:21.2,sit,2484,2090,1850
woody,90867,59:18.0,59:21.3,sit,2496,2096,1836
woody,90868,59:18.0,59:21.4,sit,2514,2108,1847
woody,90869,59:18.0,59:21.5,sit,2524,2084,1825
woody,90870,59:18.0,59:21.6,sit,2495,2097,1856
woody,90871,59:18.0,59:21.7,sit,2487,2089,1849
woody,90872,59:18.0,59:21.8,sit,2501,2096,1844
woody,90873,59:18.0,59:21.9,sit,2525,2103,1853
woody,90874,59:18.0,59:22.0,sit,2529,2083,1826
woody,90875,59:18.0,59:22.1,sit,2480,2093,1852
woody,90876,59:18.0,59:22.2,sit,2496,2084,1844
woody,90877,59:18.0,59:22.3,sit,2499,2086,1850
woody,90878,59:18.0,59:22.4,sit,2517,2100,1855
woody,90879,59:18.0,59:22.5,sit,2527,2092,1834
woody,90880,59:18.0,59:22.6,sit,2483,2087,1844
woody,90881,59:18.0,59:22.7,sit,2511,2089,1848
woody,90882,59:18.0,59:22.8,sit,2500,2077,1851
woody,90883,59:18.0,59:22.9,sit,2499,2098,1857
woody,90884,59:18.0,59:23.0,sit,2507,2086,1842
woody,90885,59:18.0,59:23.1,sit,2493,2093,1840
woody,90886,59:18.0,59:23.2,sit,2517,2090,1852
woody,90887,59:18.0,59:23.3,sit,2513,2082,1840
woody,90888,59:18.0,59:23.4,sit,2496,2099,1855
woody,90889,59:18.0,59:23.5,sit,2526,2086,1833
woody,90890,59:18.0,59:23.6,sit,2482,2091,1841
woody,90891,59:18.0,59:23.7,sit,2518,2086,1848
woody,90892,59:18.0,59:23.8,sit,2511,2082,1833
woody,90893,59:18.0,59:23.9,sit,2500,2100,1852
woody,90894,59:18.0,59:24.0,sit,2524,2092,1827
woody,90895,59:18.0,59:24.1,sit,2485,2089,1835
woody,90896,59:18.0,59:24.2,sit,2515,2091,1840
woody,90897,59:18.0,59:24.3,sit,2498,2081,1833
woody,90898,59:18.0,59:24.4,sit,2503,2101,1849
woody,90899,59:18.0,59:24.5,sit,2520,2099,1821
woody,90900,59:18.0,59:24.6,sit,2480,2095,1840
woody,90901,59:18.0,59:24.7,sit,2486,2085,1853
woody,90902,59:18.0,59:24.8,sit,2593,2084,1803
woody,90903,59:18.0,59:24.9,sit,2471,2108,1807
woody,90904,59:18.0,59:25.0,sit,2379,2065,1832
woody,90905,59:18.0,59:25.1,sit,2481,2170,1848
woody,90906,59:18.0,59:25.2,sit,2453,2115,1788
woody,90907,59:18.0,59:25.3,sit,2454,2142,1776
woody,90908,59:18.0,59:25.4,sit,2400,2176,1789
woody,90909,59:18.0,59:25.5,sit,2491,2099,1757
woody,90910,59:18.0,59:25.6,sit,2434,2101,1664
woody,90911,59:18.0,59:25.7,sit,2401,2102,1698
woody,90912,59:18.0,59:25.8,sit,2407,2107,1725
woody,90913,59:18.0,59:25.9,sit,2459,2152,1689
woody,90914,59:18.0,59:26.0,sit,2419,2066,1712
woody,90915,59:18.0,59:26.1,sit,2359,2029,1679
woody,90916,59:18.0,59:26.2,sit,2398,2073,1659
woody,90917,59:18.0,59:26.3,sit,2396,2084,1684
woody,90918,59:18.0,59:26.4,sit,2359,2110,1680
woody,90919,59:18.0,59:26.5,sit,2410,2173,1703
woody,90920,59:18.0,59:26.6,sit,2399,2084,1709
woody,90921,59:18.0,59:26.7,sit,2361,2095,1644
woody,90922,59:18.0,59:26.8,sit,2354,2029,1678
woody,90923,59:18.0,59:26.9,sit,2385,2101,1698
woody,90924,59:18.0,59:27.0,sit,2430,2168,1674
woody,90925,59:18.0,59:27.1,sit,2380,2145,1680
woody,90926,59:18.0,59:27.3,sit,2384,2198,1700
woody,90927,59:18.0,59:27.4,sit,2407,2158,1680
woody,90928,59:18.0,59:27.5,sit,2386,2138,1671
woody,90929,59:18.0,59:27.6,sit,2378,2172,1705
woody,90930,59:18.0,59:27.7,sit,2403,2155,1674
woody,90931,59:18.0,59:27.8,sit,2376,2114,1666
woody,90932,59:18.0,59:27.9,sit,2357,2144,1673
woody,90933,59:18.0,59:28.0,sit,2406,2138,1650
woody,90934,59:18.0,59:28.1,sit,2355,2132,1683
woody,90935,59:18.0,59:28.2,sit,2349,2137,1679
woody,90936,59:18.0,59:28.3,sit,2375,2135,1678
woody,90937,59:18.0,59:28.4,sit,2396,2114,1675
woody,90938,59:18.0,59:28.5,sit,2424,2133,1696
woody,90939,59:18.0,59:28.6,sit,2395,2140,1680
woody,90940,59:18.0,59:28.7,sit,2407,2106,1694
woody,90941,59:18.0,59:28.8,sit,2413,2144,1707
woody,90942,59:18.0,59:28.9,sit,2374,2144,1679
woody,90943,59:18.0,59:29.0,sit,2377,2129,1685
woody,90944,59:18.0,59:29.1,sit,2386,2096,1693
woody,90945,59:18.0,59:29.2,sit,2413,2091,1720
woody,90946,59:18.0,59:29.3,sit,2404,2102,1702
woody,90947,59:18.0,59:29.4,sit,2404,2080,1709
woody,90948,59:18.0,59:29.5,sit,2437,2087,1735
woody,90949,59:18.0,59:29.6,sit,2460,2101,1716
