"","type","tag.serial.number","burst.start.timestamp","annotation","eobs_acceleration_sampling_frequency_per_axis","sample.timestamp","acceleration.x","acceleration.y","acceleration.z"
"791","acc",0,"2020-07-21 00:35:08.000","keep",10,"2020-07-21 00:35:09.000",1715,2202,1679
"792","acc",0,"2020-07-21 00:35:08.000","keep",10,"2020-07-21 00:35:09.100",1745,2226,1688
"793","acc",0,"2020-07-21 00:35:08.000","keep",10,"2020-07-21 00:35:09.200",1733,2228,1672
"794","acc",0,"2020-07-21 00:35:08.000","keep",10,"2020-07-21 00:35:09.300",1700,2215,1700
"795","acc",0,"2020-07-21 00:35:08.000","keep",10,"2020-07-21 00:35:09.400",1679,2227,1723
"796","acc",0,"2020-07-21 00:35:08.000","keep",10,"2020-07-21 00:35:09.500",1737,2220,1674
"797","acc",0,"2020-07-21 00:35:08.000","keep",10,"2020-07-21 00:35:09.600",1774,2182,1621
"798","acc",0,"2020-07-21 00:35:08.000","keep",10,"2020-07-21 00:35:09.700",1917,2174,1593
"799","acc",0,"2020-07-21 00:35:08.000","keep",10,"2020-07-21 00:35:09.800",1981,2096,1528
"800","acc",0,"2020-07-21 00:35:08.000","keep",10,"2020-07-21 00:35:09.900",1971,2104,1538
"801","acc",0,"2020-07-21 00:35:08.000","keep",10,"2020-07-21 00:35:10.000",1937,2073,1542
"802","acc",0,"2020-07-21 00:35:08.000","keep",10,"2020-07-21 00:35:10.100",1903,2080,1562
"803","acc",0,"2020-07-21 00:35:08.000","keep",10,"2020-07-21 00:35:10.200",1893,2073,1570
"804","acc",0,"2020-07-21 00:35:08.000","keep",10,"2020-07-21 00:35:10.300",1880,2100,1565
"805","acc",0,"2020-07-21 00:35:08.000","keep",10,"2020-07-21 00:35:10.400",1871,2093,1575
"806","acc",0,"2020-07-21 00:35:08.000","keep",10,"2020-07-21 00:35:10.500",1855,2035,1580
"807","acc",0,"2020-07-21 00:35:20.000","keep",10,"2020-07-21 00:35:20.000",1805,2387,1751
"808","acc",0,"2020-07-21 00:35:20.000","keep",10,"2020-07-21 00:35:20.100",1791,2378,1745
"809","acc",0,"2020-07-21 00:35:20.000","keep",10,"2020-07-21 00:35:20.200",1795,2380,1742
"810","acc",0,"2020-07-21 00:35:20.000","keep",10,"2020-07-21 00:35:20.300",1795,2371,1738
"811","acc",0,"2020-07-21 00:35:20.000","keep",10,"2020-07-21 00:35:20.400",1790,2380,1740
"812","acc",0,"2020-07-21 00:35:20.000","keep",10,"2020-07-21 00:35:20.500",1797,2373,1743
"813","acc",0,"2020-07-21 00:35:20.000","keep",10,"2020-07-21 00:35:20.600",1787,2383,1736
"814","acc",0,"2020-07-21 00:35:20.000","keep",10,"2020-07-21 00:35:20.700",1798,2374,1743
"815","acc",0,"2020-07-21 00:35:20.000","keep",10,"2020-07-21 00:35:20.800",1793,2380,1735
"816","acc",0,"2020-07-21 00:35:20.000","keep",10,"2020-07-21 00:35:20.900",1792,2374,1738
"817","acc",0,"2020-07-21 00:35:20.000","keep",10,"2020-07-21 00:35:21.000",1797,2379,1735
"818","acc",0,"2020-07-21 00:35:20.000","keep",10,"2020-07-21 00:35:21.100",1797,2370,1731
"819","acc",0,"2020-07-21 00:35:20.000","keep",10,"2020-07-21 00:35:21.200",1801,2386,1748
"820","acc",0,"2020-07-21 00:35:20.000","keep",10,"2020-07-21 00:35:21.300",1801,2382,1758
"821","acc",0,"2020-07-21 00:35:20.000","keep",10,"2020-07-21 00:35:21.400",1792,2400,1756
"822","acc",0,"2020-07-21 00:35:20.000","keep",10,"2020-07-21 00:35:21.500",1807,2402,1766
"823","acc",0,"2020-07-21 00:35:20.000","keep",10,"2020-07-21 00:35:21.600",1838,2410,1757
"824","acc",0,"2020-07-21 00:35:20.000","keep",10,"2020-07-21 00:35:21.700",1809,2402,1748
"825","acc",0,"2020-07-21 00:35:20.000","keep",10,"2020-07-21 00:35:21.800",1823,2411,1776
"826","acc",0,"2020-07-21 00:35:20.000","keep",10,"2020-07-21 00:35:21.900",1806,2425,1775
"827","acc",0,"2020-07-21 00:35:20.000","keep",10,"2020-07-21 00:35:22.000",1820,2417,1794
"828","acc",0,"2020-07-21 00:35:20.000","keep",10,"2020-07-21 00:35:22.100",1832,2430,1773
"829","acc",0,"2020-07-21 00:35:20.000","keep",10,"2020-07-21 00:35:22.200",1856,2443,1781
"830","acc",0,"2020-07-21 00:35:20.000","keep",10,"2020-07-21 00:35:22.300",1840,2446,1784
"831","acc",0,"2020-07-21 00:35:20.000","keep",10,"2020-07-21 00:35:22.400",1839,2429,1783
"832","acc",0,"2020-07-21 00:35:20.000","keep",10,"2020-07-21 00:35:22.500",1836,2435,1778
"833","acc",0,"2020-07-21 00:35:40.000","keep",10,"2020-07-21 00:35:40.000",1687,2230,1726
"834","acc",0,"2020-07-21 00:35:40.000","keep",10,"2020-07-21 00:35:40.100",1697,2224,1727
"835","acc",0,"2020-07-21 00:35:40.000","keep",10,"2020-07-21 00:35:40.200",1682,2224,1721
"836","acc",0,"2020-07-21 00:35:40.000","keep",10,"2020-07-21 00:35:40.300",1692,2223,1725
"837","acc",0,"2020-07-21 00:35:40.000","keep",10,"2020-07-21 00:35:40.400",1691,2221,1717
"838","acc",0,"2020-07-21 00:35:40.000","keep",10,"2020-07-21 00:35:40.500",1692,2211,1720
"839","acc",0,"2020-07-21 00:35:40.000","keep",10,"2020-07-21 00:35:40.600",1693,2223,1722
"840","acc",0,"2020-07-21 00:35:40.000","keep",10,"2020-07-21 00:35:40.700",1696,2206,1712
"841","acc",0,"2020-07-21 00:35:40.000","keep",10,"2020-07-21 00:35:40.800",1699,2198,1702
"842","acc",0,"2020-07-21 00:35:40.000","keep",10,"2020-07-21 00:35:40.900",1702,2203,1709
"843","acc",0,"2020-07-21 00:35:40.000","keep",10,"2020-07-21 00:35:41.000",1693,2199,1707
"844","acc",0,"2020-07-21 00:35:40.000","keep",10,"2020-07-21 00:35:41.100",1686,2201,1709
"845","acc",0,"2020-07-21 00:35:40.000","keep",10,"2020-07-21 00:35:41.200",1691,2206,1716
"846","acc",0,"2020-07-21 00:35:40.000","keep",10,"2020-07-21 00:35:41.300",1691,2203,1708
"847","acc",0,"2020-07-21 00:35:40.000","keep",10,"2020-07-21 00:35:41.400",1690,2207,1712
"848","acc",0,"2020-07-21 00:35:40.000","keep",10,"2020-07-21 00:35:41.500",1694,2200,1710
"849","acc",0,"2020-07-21 00:35:40.000","keep",10,"2020-07-21 00:35:41.600",1696,2206,1711
"850","acc",0,"2020-07-21 00:35:40.000","keep",10,"2020-07-21 00:35:41.700",1695,2200,1709
"851","acc",0,"2020-07-21 00:35:40.000","keep",10,"2020-07-21 00:35:41.800",1692,2200,1706
"852","acc",0,"2020-07-21 00:35:40.000","keep",10,"2020-07-21 00:35:41.900",1699,2196,1708
"853","acc",0,"2020-07-21 00:35:40.000","keep",10,"2020-07-21 00:35:42.000",1692,2202,1704
"854","acc",0,"2020-07-21 00:35:40.000","keep",10,"2020-07-21 00:35:42.100",1687,2197,1703
"855","acc",0,"2020-07-21 00:35:40.000","keep",10,"2020-07-21 00:35:42.200",1696,2196,1706
"856","acc",0,"2020-07-21 00:35:40.000","keep",10,"2020-07-21 00:35:42.300",1689,2199,1704
"857","acc",0,"2020-07-21 00:35:40.000","keep",10,"2020-07-21 00:35:42.400",1691,2200,1709
"858","acc",0,"2020-07-21 00:35:40.000","keep",10,"2020-07-21 00:35:42.500",1692,2202,1709
"859","acc",0,"2020-07-21 00:36:08.000","keep",10,"2020-07-21 00:36:08.000",1725,2295,1725
"860","acc",0,"2020-07-21 00:36:08.000","keep",10,"2020-07-21 00:36:08.100",1716,2294,1721
"861","acc",0,"2020-07-21 00:36:08.000","keep",10,"2020-07-21 00:36:08.200",1734,2291,1727
"862","acc",0,"2020-07-21 00:36:08.000","keep",10,"2020-07-21 00:36:08.300",1723,2287,1723
"863","acc",0,"2020-07-21 00:36:08.000","keep",10,"2020-07-21 00:36:08.400",1735,2292,1725
"864","acc",0,"2020-07-21 00:36:08.000","keep",10,"2020-07-21 00:36:08.500",1728,2286,1723
"865","acc",0,"2020-07-21 00:36:08.000","keep",10,"2020-07-21 00:36:08.600",1720,2282,1722
"866","acc",0,"2020-07-21 00:36:08.000","keep",10,"2020-07-21 00:36:08.700",1724,2280,1718
"867","acc",0,"2020-07-21 00:36:08.000","keep",10,"2020-07-21 00:36:08.800",1728,2289,1721
"868","acc",0,"2020-07-21 00:36:08.000","keep",10,"2020-07-21 00:36:08.900",1729,2291,1726
"869","acc",0,"2020-07-21 00:36:08.000","keep",10,"2020-07-21 00:36:09.000",1739,2290,1726
"870","acc",0,"2020-07-21 00:36:08.000","keep",10,"2020-07-21 00:36:09.100",1726,2285,1724
"871","acc",0,"2020-07-21 00:36:08.000","keep",10,"2020-07-21 00:36:09.200",1730,2289,1728
"872","acc",0,"2020-07-21 00:36:08.000","keep",10,"2020-07-21 00:36:09.300",1732,2284,1726
"873","acc",0,"2020-07-21 00:36:08.000","keep",10,"2020-07-21 00:36:09.400",1731,2290,1725
"874","acc",0,"2020-07-21 00:36:08.000","keep",10,"2020-07-21 00:36:09.500",1732,2290,1726
"875","acc",0,"2020-07-21 00:36:08.000","keep",10,"2020-07-21 00:36:09.600",1729,2297,1725
"876","acc",0,"2020-07-21 00:36:08.000","keep",10,"2020-07-21 00:36:09.700",1730,2286,1726
"877","acc",0,"2020-07-21 00:36:08.000","keep",10,"2020-07-21 00:36:09.800",1731,2291,1723
"878","acc",0,"2020-07-21 00:36:08.000","keep",10,"2020-07-21 00:36:09.900",1734,2283,1724
"879","acc",0,"2020-07-21 00:36:08.000","keep",10,"2020-07-21 00:36:10.000",1731,2290,1726
"880","acc",0,"2020-07-21 00:36:08.000","keep",10,"2020-07-21 00:36:10.100",1730,2305,1722
"881","acc",0,"2020-07-21 00:36:08.000","keep",10,"2020-07-21 00:36:10.200",1732,2299,1728
"882","acc",0,"2020-07-21 00:36:08.000","keep",10,"2020-07-21 00:36:10.300",1730,2299,1728
"883","acc",0,"2020-07-21 00:36:08.000","keep",10,"2020-07-21 00:36:10.400",1740,2304,1727
"884","acc",0,"2020-07-21 00:36:08.000","keep",10,"2020-07-21 00:36:10.500",1735,2311,1731
"885","acc",0,"2020-07-21 00:36:20.000","keep",10,"2020-07-21 00:36:20.000",1778,2095,1611
"886","acc",0,"2020-07-21 00:36:20.000","keep",10,"2020-07-21 00:36:20.100",1767,2084,1633
"887","acc",0,"2020-07-21 00:36:20.000","keep",10,"2020-07-21 00:36:20.200",1743,2111,1635
"888","acc",0,"2020-07-21 00:36:20.000","keep",10,"2020-07-21 00:36:20.300",1699,2122,1651
"889","acc",0,"2020-07-21 00:36:20.000","keep",10,"2020-07-21 00:36:20.400",1754,2114,1690
"890","acc",0,"2020-07-21 00:36:20.000","keep",10,"2020-07-21 00:36:20.500",1685,2190,1663
"891","acc",0,"2020-07-21 00:36:20.000","keep",10,"2020-07-21 00:36:20.600",1699,2184,1700
"892","acc",0,"2020-07-21 00:36:20.000","keep",10,"2020-07-21 00:36:20.700",1684,2191,1699
"893","acc",0,"2020-07-21 00:36:20.000","keep",10,"2020-07-21 00:36:20.800",1715,2204,1723
"894","acc",0,"2020-07-21 00:36:20.000","keep",10,"2020-07-21 00:36:20.900",1704,2193,1698
"895","acc",0,"2020-07-21 00:36:20.000","keep",10,"2020-07-21 00:36:21.000",1687,2206,1701
"896","acc",0,"2020-07-21 00:36:20.000","keep",10,"2020-07-21 00:36:21.100",1702,2218,1718
"897","acc",0,"2020-07-21 00:36:20.000","keep",10,"2020-07-21 00:36:21.200",1688,2213,1713
"898","acc",0,"2020-07-21 00:36:20.000","keep",10,"2020-07-21 00:36:21.300",1697,2211,1705
"899","acc",0,"2020-07-21 00:36:20.000","keep",10,"2020-07-21 00:36:21.400",1699,2219,1707
"900","acc",0,"2020-07-21 00:36:20.000","keep",10,"2020-07-21 00:36:21.500",1708,2215,1698
"901","acc",0,"2020-07-21 00:36:20.000","keep",10,"2020-07-21 00:36:21.600",1715,2211,1705
"902","acc",0,"2020-07-21 00:36:20.000","keep",10,"2020-07-21 00:36:21.700",1701,2206,1698
"903","acc",0,"2020-07-21 00:36:20.000","keep",10,"2020-07-21 00:36:21.800",1708,2209,1701
"904","acc",0,"2020-07-21 00:36:20.000","keep",10,"2020-07-21 00:36:21.900",1709,2218,1696
"905","acc",0,"2020-07-21 00:36:20.000","keep",10,"2020-07-21 00:36:22.000",1708,2212,1696
"906","acc",0,"2020-07-21 00:36:20.000","keep",10,"2020-07-21 00:36:22.100",1706,2216,1696
"907","acc",0,"2020-07-21 00:36:20.000","keep",10,"2020-07-21 00:36:22.200",1700,2215,1698
"908","acc",0,"2020-07-21 00:36:20.000","keep",10,"2020-07-21 00:36:22.300",1717,2217,1697
"909","acc",0,"2020-07-21 00:36:20.000","keep",10,"2020-07-21 00:36:22.400",1710,2216,1695
"910","acc",0,"2020-07-21 00:36:20.000","keep",10,"2020-07-21 00:36:22.500",1710,2219,1698
"911","acc",0,"2020-07-21 00:36:40.000","keep",10,"2020-07-21 00:36:40.000",1800,2394,1763
"912","acc",0,"2020-07-21 00:36:40.000","keep",10,"2020-07-21 00:36:40.100",1793,2409,1758
"913","acc",0,"2020-07-21 00:36:40.000","keep",10,"2020-07-21 00:36:40.200",1788,2361,1752
"914","acc",0,"2020-07-21 00:36:40.000","keep",10,"2020-07-21 00:36:40.300",1771,2352,1752
"915","acc",0,"2020-07-21 00:36:40.000","keep",10,"2020-07-21 00:36:40.400",1782,2382,1745
"916","acc",0,"2020-07-21 00:36:40.000","keep",10,"2020-07-21 00:36:40.500",1778,2356,1753
"917","acc",0,"2020-07-21 00:36:40.000","keep",10,"2020-07-21 00:36:40.600",1764,2374,1750
"918","acc",0,"2020-07-21 00:36:40.000","keep",10,"2020-07-21 00:36:40.700",1783,2357,1746
"919","acc",0,"2020-07-21 00:36:40.000","keep",10,"2020-07-21 00:36:40.800",1774,2362,1744
"920","acc",0,"2020-07-21 00:36:40.000","keep",10,"2020-07-21 00:36:40.900",1782,2364,1745
"921","acc",0,"2020-07-21 00:36:40.000","keep",10,"2020-07-21 00:36:41.000",1774,2353,1750
"922","acc",0,"2020-07-21 00:36:40.000","keep",10,"2020-07-21 00:36:41.100",1772,2370,1750
"923","acc",0,"2020-07-21 00:36:40.000","keep",10,"2020-07-21 00:36:41.200",1780,2362,1749
"924","acc",0,"2020-07-21 00:36:40.000","keep",10,"2020-07-21 00:36:41.300",1767,2366,1742
"925","acc",0,"2020-07-21 00:36:40.000","keep",10,"2020-07-21 00:36:41.400",1770,2348,1744
"926","acc",0,"2020-07-21 00:36:40.000","keep",10,"2020-07-21 00:36:41.500",1760,2365,1750
"927","acc",0,"2020-07-21 00:36:40.000","keep",10,"2020-07-21 00:36:41.600",1771,2348,1745
"928","acc",0,"2020-07-21 00:36:40.000","keep",10,"2020-07-21 00:36:41.700",1767,2351,1748
"929","acc",0,"2020-07-21 00:36:40.000","keep",10,"2020-07-21 00:36:41.800",1729,2347,1759
"930","acc",0,"2020-07-21 00:36:40.000","keep",10,"2020-07-21 00:36:41.900",1756,2406,1793
"931","acc",0,"2020-07-21 00:36:40.000","keep",10,"2020-07-21 00:36:42.000",1758,2372,1755
"932","acc",0,"2020-07-21 00:36:40.000","keep",10,"2020-07-21 00:36:42.100",1746,2329,1717
"933","acc",0,"2020-07-21 00:36:40.000","keep",10,"2020-07-21 00:36:42.200",1756,2272,1714
"934","acc",0,"2020-07-21 00:36:40.000","keep",10,"2020-07-21 00:36:42.300",1760,2239,1673
"935","acc",0,"2020-07-21 00:36:40.000","keep",10,"2020-07-21 00:36:42.400",1739,2199,1682
"936","acc",0,"2020-07-21 00:36:40.000","keep",10,"2020-07-21 00:36:42.500",1714,2206,1697
"937","acc",0,"2020-07-21 00:37:08.000","keep",10,"2020-07-21 00:37:08.000",1717,2177,1669
"938","acc",0,"2020-07-21 00:37:08.000","keep",10,"2020-07-21 00:37:08.100",1718,2177,1679
"939","acc",0,"2020-07-21 00:37:08.000","keep",10,"2020-07-21 00:37:08.200",1707,2177,1670
"940","acc",0,"2020-07-21 00:37:08.000","keep",10,"2020-07-21 00:37:08.300",1722,2166,1666
"941","acc",0,"2020-07-21 00:37:08.000","keep",10,"2020-07-21 00:37:08.400",1730,2144,1659
"942","acc",0,"2020-07-21 00:37:08.000","keep",10,"2020-07-21 00:37:08.500",1717,2151,1654
"943","acc",0,"2020-07-21 00:37:08.000","keep",10,"2020-07-21 00:37:08.600",1737,2137,1652
"944","acc",0,"2020-07-21 00:37:08.000","keep",10,"2020-07-21 00:37:08.700",1732,2127,1643
"945","acc",0,"2020-07-21 00:37:08.000","keep",10,"2020-07-21 00:37:08.800",1753,2119,1635
"946","acc",0,"2020-07-21 00:37:08.000","keep",10,"2020-07-21 00:37:08.900",1792,2125,1627
"947","acc",0,"2020-07-21 00:37:08.000","keep",10,"2020-07-21 00:37:09.000",1793,2102,1602
"948","acc",0,"2020-07-21 00:37:08.000","keep",10,"2020-07-21 00:37:09.100",1805,2117,1609
"949","acc",0,"2020-07-21 00:37:08.000","keep",10,"2020-07-21 00:37:09.200",1772,2086,1608
"950","acc",0,"2020-07-21 00:37:08.000","keep",10,"2020-07-21 00:37:09.300",1792,2068,1589
"951","acc",0,"2020-07-21 00:37:08.000","keep",10,"2020-07-21 00:37:09.400",1712,2083,1663
"952","acc",0,"2020-07-21 00:37:08.000","keep",10,"2020-07-21 00:37:09.500",1651,2157,1718
"953","acc",0,"2020-07-21 00:37:08.000","keep",10,"2020-07-21 00:37:09.600",1650,2153,1739
"954","acc",0,"2020-07-21 00:37:08.000","keep",10,"2020-07-21 00:37:09.700",1726,2137,1738
"955","acc",0,"2020-07-21 00:37:08.000","keep",10,"2020-07-21 00:37:09.800",1633,2210,1749
"956","acc",0,"2020-07-21 00:37:08.000","keep",10,"2020-07-21 00:37:09.900",1667,2259,1788
"957","acc",0,"2020-07-21 00:37:08.000","keep",10,"2020-07-21 00:37:10.000",1642,2261,1769
"958","acc",0,"2020-07-21 00:37:08.000","keep",10,"2020-07-21 00:37:10.100",1648,2199,1756
"959","acc",0,"2020-07-21 00:37:08.000","keep",10,"2020-07-21 00:37:10.200",1666,2242,1783
"960","acc",0,"2020-07-21 00:37:08.000","keep",10,"2020-07-21 00:37:10.300",1668,2202,1749
"961","acc",0,"2020-07-21 00:37:08.000","keep",10,"2020-07-21 00:37:10.400",1649,2183,1769
"962","acc",0,"2020-07-21 00:37:08.000","keep",10,"2020-07-21 00:37:10.500",1618,2210,1794
"963","acc",0,"2020-07-21 00:37:20.000","keep",10,"2020-07-21 00:37:20.000",1732,2234,1696
"964","acc",0,"2020-07-21 00:37:20.000","keep",10,"2020-07-21 00:37:20.100",1712,2250,1699
"965","acc",0,"2020-07-21 00:37:20.000","keep",10,"2020-07-21 00:37:20.200",1694,2247,1685
"966","acc",0,"2020-07-21 00:37:20.000","keep",10,"2020-07-21 00:37:20.300",1728,2259,1697
"967","acc",0,"2020-07-21 00:37:20.000","keep",10,"2020-07-21 00:37:20.400",1735,2239,1699
"968","acc",0,"2020-07-21 00:37:20.000","keep",10,"2020-07-21 00:37:20.500",1730,2236,1695
"969","acc",0,"2020-07-21 00:37:20.000","keep",10,"2020-07-21 00:37:20.600",1729,2246,1695
"970","acc",0,"2020-07-21 00:37:20.000","keep",10,"2020-07-21 00:37:20.700",1726,2230,1701
"971","acc",0,"2020-07-21 00:37:20.000","keep",10,"2020-07-21 00:37:20.800",1646,2257,1688
"972","acc",0,"2020-07-21 00:37:20.000","keep",10,"2020-07-21 00:37:20.900",1743,2222,1701
"973","acc",0,"2020-07-21 00:37:20.000","keep",10,"2020-07-21 00:37:21.000",1717,2250,1697
"974","acc",0,"2020-07-21 00:37:20.000","keep",10,"2020-07-21 00:37:21.100",1722,2255,1704
"975","acc",0,"2020-07-21 00:37:20.000","keep",10,"2020-07-21 00:37:21.200",1728,2247,1699
"976","acc",0,"2020-07-21 00:37:20.000","keep",10,"2020-07-21 00:37:21.300",1716,2245,1700
"977","acc",0,"2020-07-21 00:37:20.000","keep",10,"2020-07-21 00:37:21.400",1713,2241,1705
"978","acc",0,"2020-07-21 00:37:20.000","keep",10,"2020-07-21 00:37:21.500",1730,2244,1701
"979","acc",0,"2020-07-21 00:37:20.000","keep",10,"2020-07-21 00:37:21.600",1718,2219,1680
"980","acc",0,"2020-07-21 00:37:20.000","keep",10,"2020-07-21 00:37:21.700",1723,2221,1694
"981","acc",0,"2020-07-21 00:37:20.000","keep",10,"2020-07-21 00:37:21.800",1712,2211,1688
"982","acc",0,"2020-07-21 00:37:20.000","keep",10,"2020-07-21 00:37:21.900",1721,2217,1696
"983","acc",0,"2020-07-21 00:37:20.000","keep",10,"2020-07-21 00:37:22.000",1720,2224,1685
"984","acc",0,"2020-07-21 00:37:20.000","keep",10,"2020-07-21 00:37:22.100",1729,2220,1693
"985","acc",0,"2020-07-21 00:37:20.000","keep",10,"2020-07-21 00:37:22.200",1716,2219,1686
"986","acc",0,"2020-07-21 00:37:20.000","keep",10,"2020-07-21 00:37:22.300",1717,2218,1690
"987","acc",0,"2020-07-21 00:37:20.000","keep",10,"2020-07-21 00:37:22.400",1721,2211,1694
"988","acc",0,"2020-07-21 00:37:20.000","keep",10,"2020-07-21 00:37:22.500",1710,2214,1687
"989","acc",0,"2020-07-21 00:37:40.000","keep",10,"2020-07-21 00:37:40.000",1760,2257,1680
"990","acc",0,"2020-07-21 00:37:40.000","keep",10,"2020-07-21 00:37:40.100",1754,2267,1682
"991","acc",0,"2020-07-21 00:37:40.000","keep",10,"2020-07-21 00:37:40.200",1758,2258,1681
"992","acc",0,"2020-07-21 00:37:40.000","keep",10,"2020-07-21 00:37:40.300",1753,2260,1681
"993","acc",0,"2020-07-21 00:37:40.000","keep",10,"2020-07-21 00:37:40.400",1762,2257,1681
"994","acc",0,"2020-07-21 00:37:40.000","keep",10,"2020-07-21 00:37:40.500",1758,2258,1681
"995","acc",0,"2020-07-21 00:37:40.000","keep",10,"2020-07-21 00:37:40.600",1757,2260,1681
"996","acc",0,"2020-07-21 00:37:40.000","keep",10,"2020-07-21 00:37:40.700",1761,2257,1684
"997","acc",0,"2020-07-21 00:37:40.000","keep",10,"2020-07-21 00:37:40.800",1749,2258,1675
"998","acc",0,"2020-07-21 00:37:40.000","keep",10,"2020-07-21 00:37:40.900",1761,2259,1682
"999","acc",0,"2020-07-21 00:37:40.000","keep",10,"2020-07-21 00:37:41.000",1751,2261,1680
"1000","acc",0,"2020-07-21 00:37:40.000","keep",10,"2020-07-21 00:37:41.100",1760,2251,1676
"1001","acc",0,"2020-07-21 00:37:40.000","keep",10,"2020-07-21 00:37:41.200",1748,2261,1682
"1002","acc",0,"2020-07-21 00:37:40.000","keep",10,"2020-07-21 00:37:41.300",1755,2261,1682
"1003","acc",0,"2020-07-21 00:37:40.000","keep",10,"2020-07-21 00:37:41.400",1734,2251,1678
"1004","acc",0,"2020-07-21 00:37:40.000","keep",10,"2020-07-21 00:37:41.500",1766,2274,1697
"1005","acc",0,"2020-07-21 00:37:40.000","keep",10,"2020-07-21 00:37:41.600",1761,2270,1674
"1006","acc",0,"2020-07-21 00:37:40.000","keep",10,"2020-07-21 00:37:41.700",1755,2228,1672
"1007","acc",0,"2020-07-21 00:37:40.000","keep",10,"2020-07-21 00:37:41.800",1747,2206,1666
"1008","acc",0,"2020-07-21 00:37:40.000","keep",10,"2020-07-21 00:37:41.900",1752,2225,1658
"1009","acc",0,"2020-07-21 00:37:40.000","keep",10,"2020-07-21 00:37:42.000",1756,2200,1654
"1010","acc",0,"2020-07-21 00:37:40.000","keep",10,"2020-07-21 00:37:42.100",1749,2209,1661
"1011","acc",0,"2020-07-21 00:37:40.000","keep",10,"2020-07-21 00:37:42.200",1752,2209,1657
"1012","acc",0,"2020-07-21 00:37:40.000","keep",10,"2020-07-21 00:37:42.300",1755,2213,1669
"1013","acc",0,"2020-07-21 00:37:40.000","keep",10,"2020-07-21 00:37:42.400",1761,2208,1660
"1014","acc",0,"2020-07-21 00:37:40.000","keep",10,"2020-07-21 00:37:42.500",1750,2217,1663
"1015","acc",0,"2020-07-21 00:38:07.000","keep",10,"2020-07-21 00:38:07.000",1682,2254,1752
"1016","acc",0,"2020-07-21 00:38:07.000","keep",10,"2020-07-21 00:38:07.100",1685,2253,1749
"1017","acc",0,"2020-07-21 00:38:07.000","keep",10,"2020-07-21 00:38:07.200",1673,2250,1749
"1018","acc",0,"2020-07-21 00:38:07.000","keep",10,"2020-07-21 00:38:07.300",1680,2259,1752
"1019","acc",0,"2020-07-21 00:38:07.000","keep",10,"2020-07-21 00:38:07.400",1679,2247,1743
"1020","acc",0,"2020-07-21 00:38:07.000","keep",10,"2020-07-21 00:38:07.500",1681,2252,1751
"1021","acc",0,"2020-07-21 00:38:07.000","keep",10,"2020-07-21 00:38:07.600",1680,2250,1747
"1022","acc",0,"2020-07-21 00:38:07.000","keep",10,"2020-07-21 00:38:07.700",1684,2250,1749
"1023","acc",0,"2020-07-21 00:38:07.000","keep",10,"2020-07-21 00:38:07.800",1682,2244,1748
"1024","acc",0,"2020-07-21 00:38:07.000","keep",10,"2020-07-21 00:38:07.900",1675,2250,1745
"1025","acc",0,"2020-07-21 00:38:07.000","keep",10,"2020-07-21 00:38:08.000",1682,2250,1746
"1026","acc",0,"2020-07-21 00:38:07.000","keep",10,"2020-07-21 00:38:08.100",1680,2254,1749
"1027","acc",0,"2020-07-21 00:38:07.000","keep",10,"2020-07-21 00:38:08.200",1682,2253,1749
"1028","acc",0,"2020-07-21 00:38:07.000","keep",10,"2020-07-21 00:38:08.300",1670,2254,1751
"1029","acc",0,"2020-07-21 00:38:07.000","keep",10,"2020-07-21 00:38:08.400",1684,2259,1753
"1030","acc",0,"2020-07-21 00:38:07.000","keep",10,"2020-07-21 00:38:08.500",1680,2247,1746
"1031","acc",0,"2020-07-21 00:38:07.000","keep",10,"2020-07-21 00:38:08.600",1683,2253,1746
"1032","acc",0,"2020-07-21 00:38:07.000","keep",10,"2020-07-21 00:38:08.700",1682,2249,1747
"1033","acc",0,"2020-07-21 00:38:07.000","keep",10,"2020-07-21 00:38:08.800",1688,2250,1748
"1034","acc",0,"2020-07-21 00:38:07.000","keep",10,"2020-07-21 00:38:08.900",1683,2245,1746
"1035","acc",0,"2020-07-21 00:38:07.000","keep",10,"2020-07-21 00:38:09.000",1679,2252,1746
"1036","acc",0,"2020-07-21 00:38:07.000","keep",10,"2020-07-21 00:38:09.100",1679,2249,1743
"1037","acc",0,"2020-07-21 00:38:07.000","keep",10,"2020-07-21 00:38:09.200",1680,2251,1747
"1038","acc",0,"2020-07-21 00:38:07.000","keep",10,"2020-07-21 00:38:09.300",1692,2249,1746
"1039","acc",0,"2020-07-21 00:38:07.000","keep",10,"2020-07-21 00:38:09.400",1682,2248,1747
"1040","acc",0,"2020-07-21 00:38:07.000","keep",10,"2020-07-21 00:38:09.500",1681,2257,1749
"1041","acc",0,"2020-07-21 00:38:20.000","keep",10,"2020-07-21 00:38:20.000",2425,2160,1654
"1042","acc",0,"2020-07-21 00:38:20.000","keep",10,"2020-07-21 00:38:20.100",2296,2068,1595
"1043","acc",0,"2020-07-21 00:38:20.000","keep",10,"2020-07-21 00:38:20.200",2318,2215,1652
"1044","acc",0,"2020-07-21 00:38:20.000","keep",10,"2020-07-21 00:38:20.300",2324,1859,1664
"1045","acc",0,"2020-07-21 00:38:20.000","keep",10,"2020-07-21 00:38:20.400",2141,2038,1684
"1046","acc",0,"2020-07-21 00:38:20.000","keep",10,"2020-07-21 00:38:20.500",2241,1982,1495
