"","behaviour","burst","mean.x","mean.y","mean.z","min.x","min.y","min.z","kurt.x","kurt.y","kurt.z","skew.x","skew.y","skew.z","max.x","max.y","max.z","sd.x","sd.y","sd.z","range.x","range.y","range.z"
"11","eat",11,7907.82101122902,3617.09075294447,10468.9725487388,5658.62168197768,2287.33527759687,5281.48863739804,-0.921797686192993,-1.79557263623743,-0.800631932975348,-0.555254114932664,0.352577681614632,-0.849932419187054,9435.27726175201,5279.33215277312,13366.6793297168,1140.34051398172,1170.05453849591,2586.8189974736,3776.65557977433,2991.99687517625,8085.19069231878
"12","eat",12,3361.1755478987,3939.44866084555,5876.83313354894,357.913332507928,2289.28284411208,1686.32079709864,-1.39146989901668,0.0464933094663085,-0.912184612727134,-0.601783502571315,0.996691331709569,-0.39854498226703,5099.45968567983,7415.22613695683,8674.98722340097,1785.62615441764,1519.58906691831,2152.91528350398,4741.5463531719,5125.94329284475,6988.66642630233
"13","eat",13,3715.45643326481,2695.74396401,8240.44812692888,2040.37905439533,1201.13302151486,3850.53713757214,-1.42849392095515,-1.66939092496783,-0.78146426145946,-0.0367961960312543,0.145723293605373,-0.68088203948966,5684.12062999355,4433.81880467045,10944.1913250158,1219.64513851882,1141.81724283101,2157.08124724481,3643.74157559823,3232.68578315558,7093.65418744362
"14","eat",14,5078.22879273404,2451.87159764318,4097.19782730257,3128.39861705307,904.98813160017,2950.81531805366,-0.984678923577085,-1.97406712476562,-1.6322082118343,0.818035472452862,-0.108856055487701,0.263735671707661,9540.74397198199,3887.41370521259,5532.10945102284,2234.47798723506,1242.10754071598,897.230364442333,6412.34535492892,2982.42557361242,2581.29413296918
"15","eat",15,3238.71961763164,1834.14418839154,3069.61499727686,697.145919197608,1521.07151840131,209.295115773597,0.0850264486688181,-0.820197633788198,-1.6639103776657,0.894573799998871,0.819664773246045,0.0161059471255858,7285.42688456281,2503.68740247165,5737.96219661858,1798.70799394275,332.492540291988,1916.13263957862,6588.2809653652,982.615884070341,5528.66708084499
"16","eat",16,3100.610772769,2408.63996443901,4364.27520154434,2518.59933643421,1943.08582228233,1912.04621729521,-0.81034163088722,-1.57082280221626,-1.59777208382901,-0.948855835693873,0.415068981669188,-0.40331600599685,3336.00896706864,3073.66362907141,6158.08756720872,281.159192218556,426.941417304348,1574.10078146964,817.409630634432,1130.57780678908,4246.04134991351
"17","eat",17,3137.09820620742,728.525229628098,2366.70214766237,811.617404820331,412.84978893925,761.936552678635,-0.420484412893657,-0.866325548512136,-1.6311326583698,0.274616090330514,-0.468174687137172,0.162533163382352,5884.22027454936,955.022021512967,4121.47236209854,1364.64326071461,159.726956854747,1160.28848017176,5072.60286972903,542.172232573717,3359.5358094199
"18","eat",18,5610.54324270011,2406.68545435877,2831.2157109693,3822.77598343338,1479.47063918946,654.927244514663,-1.57668900634086,-1.98621650943879,-1.32467038856688,-0.110482639220719,0.0660365416199076,-0.551666307472005,7157.74209510814,3383.15312790439,4234.57363322424,1164.04189724141,819.281597813601,1240.75109132946,3334.96611167476,1903.68248871493,3579.64638870958
"19","eat",19,4184.76269140729,2920.4920736755,2812.60161798724,3110.48436655375,2009.59154586283,191.185461124838,-1.09911478679329,-0.336570105918414,-0.834853881634947,-0.143073666514581,-0.61978244436843,-0.126325079120535,5198.2779697044,3536.26745892587,5345.58453217764,620.457792733091,424.993866204235,1453.81480082568,2087.79360315065,1526.67591306303,5154.3990710528
"20","eat",20,38482.7756978604,1415.61683041387,11588.8593268425,7150.00984443658,466.814556712323,2726.80136737502,-1.1226396683076,-1.61535800244513,-2.06288500221977,0.797038930837619,-0.238363076735537,0.0140652327777056,113852.471254139,2098.36911070671,20586.510248558,39806.7957808797,575.733080805529,8104.33548192456,106702.461409703,1631.55455399439,17859.708881183
"21","eat",21,8022.73341846438,5089.99174990623,2375.57345772148,4955.7905719795,3467.96896411398,1207.37252390465,-1.64361231381437,-1.9864635892541,-1.95007096839303,-0.134246444094164,0.0965622580701985,0.0376714670412147,10697.7890680539,6775.54320820661,3763.18350087906,2043.55078778508,1413.40025025333,1050.21722874267,5741.99849607438,3307.57424409263,2555.81097697442
"22","eat",22,7146.90857997433,2104.01375653094,3512.79749291338,3859.68916495709,1492.71094797841,631.763732706855,-0.502563150556642,-1.63720459676464,-1.31485637304148,0.653790126313707,0.157799267458753,-0.59169272962336,12480.8441282374,2733.12818534486,5603.54663209042,2524.1906477757,429.830449123859,1692.60826209793,8621.15496328027,1240.41723736645,4971.78289938356
"23","eat",23,4177.74080503119,867.924371869087,4898.73588085577,2423.10515287161,339.866495928042,2403.56510599164,-1.70242773950982,-1.89209252736858,-1.73290012351406,-0.0706912670578348,-0.120948828542123,0.0912468605248635,5781.80795053525,1324.19461462502,7390.26555135681,1189.01437844645,392.52311686613,1831.99476969519,3358.70279766364,984.328118696976,4986.70044536517
"24","eat",24,2699.90564602713,994.873085601714,3094.12201406425,1310.68309397677,605.519999585574,1645.0660800953,-1.27299098478984,-1.54574489970846,-1.96962523056456,-0.491662171447476,0.374151056825516,0.0766749713157637,3704.3843180577,1580.01511176675,4735.94018540474,832.445680038638,353.731054808288,1217.72972339829,2393.70122408093,974.495112181176,3090.87410530944
"25","eat",25,5733.99497007289,2843.12745021716,3279.04091432177,1787.55170443515,728.693465212611,561.567838627558,-0.876391612729599,-1.22620771273516,-1.16140622963346,-0.576496756328067,-0.595810518240696,-0.101640241502013,8847.09720236494,4001.90553010334,6300.05139755072,2133.2290613731,1114.94075060687,1803.06181820571,7059.5454979298,3273.21206489073,5738.48355892316
"26","eat",26,5047.00361684702,3239.48961201484,6347.18247171264,1358.42555203362,1342.60505929142,335.085439348911,-0.0329981204522136,-1.22428827242984,-1.27183765461405,-0.959843836953345,-0.595754054466513,-0.441370614590322,7213.1545015668,4348.41868080762,10571.8978596902,1652.88679659511,1055.43613524149,3488.68934957527,5854.72894953318,3005.81362151621,10236.8124203413
"27","eat",27,4358.82115947104,1390.7893111972,2221.52054385227,1991.34850357321,613.604062994094,1324.40011574771,-1.88834518699032,-1.42482355346207,-1.69594102458364,-0.244490363835405,-0.182443433719113,0.0258728302845477,6260.0979057428,2052.04348621863,3230.16273762377,1770.95190840904,494.80235250208,690.954138824193,4268.74940216959,1438.43942322453,1905.76262187606
