"","dog","behaviour","index","mean.X","mean.Y","mean.Z","min.X","min.Y","min.Z","kurt.X","kurt.Y","kurt.Z","skew.X","skew.Y","skew.Z","max.X","max.Y","max.Z","sd.X","sd.Y","sd.Z","range.X","range.Y","range.Z","pitch","roll","odba"
"361","gs","forage",150,2212.35,2124.25,1563,1830,1533,1035,0.102135665835574,-0.218184834647048,-1.37078523735562,0.685829426644355,-0.411018625471174,-0.029388221174619,2778,2582,2120,229.74064897069,244.199201472896,327.584139452832,948,1049,1085,-0.0129827571195606,0.626194354492162,12861.4
"362","gs","forage",151,2289.8,2238.85,1666.65,1877,1980,1177,-0.584391985463563,-0.0915059704098677,-0.598071484166841,-0.0909769982825633,0.74539410615139,-0.24469934689089,2600,2719,2023,184.533152063596,195.980470294471,223.771094271756,723,739,846,-0.0257047019139879,-0.0437255805035336,9454.2
"363","gs","forage",152,2261.85,2217,1611.7,1940,1769,1380,-1.00921492466335,0.824611451506397,-0.575648080614898,-0.243515547500625,-1.13328741496632,-0.194761921447687,2527,2418,1806,154.356482481982,166.683121994684,110.285800966112,587,649,426,-0.0082226612029064,0.637833403014882,6687.3
"364","gs","forage",153,2231.65,2210.5,1617.8,1938,1918,1431,-0.282421686576852,-0.312702957602669,-1.16397864941838,-0.569332941956003,0.127933414429572,0.286884782176181,2470,2517,1853,136.379607597401,150.379344886261,118.280487335023,532,599,422,-0.0488013542978892,-0.115243177642247,6353.3
"365","gs","forage",154,2273.6,2248.1,1662.2,2080,2015,1398,0.103560411249255,-0.857631631523127,-0.700450683476607,0.912253937833445,-0.0623488752068941,-0.270840237499832,2634,2477,1903,145.69087678694,119.62788796492,137.082610513745,554,462,505,0.0592845618621273,0.416750175977409,6300.6
"366","gs","forage",155,2311.05,2171.05,1634.4,2098,1893,1328,-0.883455059677873,-0.881237513018709,0.14628373774199,0.127088263047828,0.0362778187893606,-0.219281643947322,2533,2411,1862,121.859917420308,134.03317539051,124.364235847348,435,518,534,-0.0217751064979419,-0.433007409769836,5976
"367","gs","forage",156,2262.55,2307.85,1670.35,2122,2071,1425,-0.946205858840548,-0.844513552299794,-0.205064770801374,0.535856394387997,-0.202650400055037,-0.657109763373017,2458,2551,1829,104.017951385933,128.867240947704,102.905820509517,336,480,404,0.0792670863321675,0.343566913412864,5188.5
"368","gs","forage",157,2231,2301.8,1637.75,1954,2096,1493,1.15143546538409,-0.867437057910771,-1.54983899396084,0.813146948848257,-0.365986953807907,0.143391873041365,2659,2494,1794,151.961213888004,109.559692933987,99.2380842641627,705,398,301,0.12204384116862,0.512782955930865,5613.8
"369","gs","forage",158,2202.8,2351.2,1708,1682,2121,1454,0.216501232412656,-0.179561137557732,-0.976357749245393,-0.576511888817851,0.592292268031107,0.252115106083397,2538,2739,2026,201.128814444873,163.778926733891,157.308948452267,856,618,572,-0.0553034626515554,0.365726583012519,7959.6
"370","gs","lie",362,1585.2,2166.95,1856.05,1551,2130,1810,-0.889827099793314,0.610016263016047,-1.09547000565765,0.23412983139669,0.213774437472157,-0.5095697839328,1626,2208,1884,19.8589764934757,16.4043479473872,23.2389758810495,75,78,74,0.0211607944006148,0.21950864961267,935.9
"371","gs","lie",363,1644.55,2194.85,1775.4,1581,2129,1695,-0.824781586263339,-0.0274856165520538,0.358200029228191,0.490294080938138,0.411897475286876,0.634502852078146,1715,2270,1873,36.0737183818738,34.1548717338815,41.0409295062483,134,141,178,0.106910476311071,-0.239133232738209,1668.6
"372","gs","lie",364,1639.2,2259.2,1831.45,1533,2107,1723,0.0434791618564954,-0.35155396864868,0.768007003194323,-0.564697676322493,-1.01038959498292,-0.488974951196804,1693,2339,1908,40.9782997772184,66.9694352907197,40.485832479757,160,232,185,-0.0946331885657746,0.406834581095768,2269.8
"373","gs","lie",365,1651.75,2284,1820.2,1611,2256,1800,-0.696931451993887,-1.12897185278745,-1.27372343251436,0.381936229833727,0.611066022748307,-0.118043718306783,1702,2324,1837,24.7064342780751,22.0071758631971,11.6420291231925,91,68,37,-0.026057600895722,-0.563780800671323,964.1
"374","gs","lie",366,1647.55,2255.05,1811.3,1544,2204,1705,1.35978435439376,2.48983451397641,2.58906756355446,0.0622791097444195,1.19099984676075,-0.31577506465428,1734,2339,1915,39.9611324321916,27.0622576566273,39.234919999516,190,135,210,0.107573703518571,-0.360256192118971,1354.5
"375","gs","lie",367,1659.5,2227.4,1765.95,1576,2145,1719,-0.544518091686914,-1.04725987554083,-1.12689994077311,0.117950739308453,-0.214776389261697,-0.364127569538715,1741,2289,1802,41.1742126758203,39.5692597326444,23.6964909682958,165,144,83,0.0240656548651815,-0.0747723145389301,1710.4
"376","gs","lie",368,1603.5,2198.85,1856.45,1541,2104,1776,-0.392461990296714,0.101936866470754,-0.114837677947436,0.279759253963298,0.488066914226363,-0.0356975258923109,1687,2306,1941,35.4467725499872,46.7324692714875,37.6779636839416,146,202,165,0.055509809072923,-0.584282531479378,1863.6
"377","gs","lie",369,1591.55,2174.5,1846.5,1551,2146,1826,-0.0215187401158374,0.179386143715991,-1.03782807530341,-0.726092824735457,0.507098976983778,-0.0495940738330673,1617,2218,1869,16.5226320064647,17.0618071480689,12.2581873821025,66,72,43,-0.067802513235792,0.0260149073674326,689.8
"378","gs","lie",370,1587.05,2179.7,1866.05,1551,2146,1846,-0.388798918937747,5.32390269553671,0.547149669791795,0.785599060703695,2.30982341530408,1.24897639002945,1638,2326,1907,25.330395720723,41.0584948579463,16.503508398934,87,180,61,0.143723322096261,-0.925603605976074,1148.3
"379","gs","lie",371,1708.3,2329.5,1793.7,1684,2300,1761,-1.34931807663118,-0.972420000858788,0.574861392785156,0.116425811479428,0.48192086493719,-0.691839631409541,1736,2373,1813,15.8880955103929,21.2318033545012,12.0267246273937,52,73,52,0.0458151896067144,-0.266238512696652,797
"380","gs","lie",372,1639.4,2237.25,1805.2,1522,2161,1687,1.03115198272457,0.180598188374866,2.08566394391399,-0.652983798918095,1.06797134037948,1.52498474479399,1710,2402,2021,41.9842075572533,65.300822111372,78.5484094783526,188,241,334,0.0522997506008929,-0.562260760995097,2535.6
"381","gs","lie",373,1637.25,2226.6,1804.6,1621,2198,1777,-0.413761196971761,-0.386525688359801,-1.00772403143443,0.946886212678411,-0.098258906553124,-0.178040697319653,1674,2255,1825,16.7987311550918,13.8806946587887,13.7588249192253,53,57,48,0.0973103478278549,0.30687087237361,690.8
"382","gs","lie",374,1630.2,2242.8,1825.95,1590,2198,1803,-0.986313896493238,-0.817624107613503,0.305916966378877,0.0258887890256798,-0.415134701451437,0.656802745003202,1666,2276,1862,19.7313536228378,21.5323502029657,13.7591118134397,76,78,59,0.173798439830512,0.147278920337553,886.599999999999
"383","gs","lie",375,1927.7,2444.35,1759,1753,2288,1605,-1.07001931570552,1.63283145181476,-1.12694138370991,0.523573589878251,0.931615430224657,-0.148748878786935,2197,2717,1923,136.530351358609,91.7830823764724,88.6222022793504,444,429,318,0.131837035450061,0.100640279072407,5070.5
"384","gs","lie",376,1899.7,2375.15,1741.7,1588,2228,1592,-1.63006919401155,0.842736953609243,-0.221947521773876,-0.0400178425867317,0.602193916372941,0.717800877196058,2177,2566,2051,183.820020672396,71.409327858923,120.497695981467,589,338,459,0.0316667189935202,-0.140019721289995,6416.4
"385","gs","lie",377,2169.65,2358.55,1667.65,1970,2288,1577,-0.890973555585891,1.97944304754316,-0.194306568082083,-0.0198836202754614,1.20585740890714,0.588861345622375,2363,2483,1765,105.394134961157,41.1511654883872,48.1284192223483,393,195,188,-0.0306725071582269,-0.407819933319011,2916.2
"386","gs","lie",378,1812.4,2381.1,1772.25,1691,2157,1605,1.11879110724629,1.60612984621832,0.0508342308170397,1.4402640814908,0.172782495689431,-0.726435006514483,2169,2620,1851,132.882773823199,90.27087890869,63.5178176411528,478,463,246,0.271277174242013,-0.2878262035356,4122.6
"387","gs","lie",379,1742.05,2380.95,1810.05,1663,2312,1778,-0.504392857007278,-1.56561449822935,-1.13594572378098,0.455980442909647,0.028567644925834,0.187520245796486,1852,2448,1846,50.1308550852561,45.8928672361827,18.2539829828134,189,136,68,0.0592006329766302,0.19493967036055,1925
"388","gs","lie",380,1764.25,2394.4,1805.05,1674,2318,1736,-1.636151702845,-0.404990547806753,2.97315068105549,0.0455281382983919,0.549217161438417,1.39409284990385,1866,2508,1946,62.8363580639174,48.7640937791862,43.6209449932628,192,190,210,-0.0525208027196084,0.109538771800106,2447.5
"389","gs","lie",381,1725.35,2346.95,1786.6,1671,2310,1726,-1.26788244877809,-0.721379653240802,-1.07254135173974,0.0565131589499724,0.213750354083995,-0.196001743695782,1787,2395,1841,32.9836881535484,22.1916888188254,33.2777782659208,116,85,115,0.058547258315557,-0.0187690624554681,1450.8
"390","gs","lie",382,1733.5,2343.25,1778.9,1673,2294,1726,-0.0115633920059923,-0.948253743396288,-1.1043141154776,0.617766616787658,0.612177648510902,0.11064867726002,1818,2421,1835,33.9434514264069,38.2469469025754,29.8450383780868,145,127,109,0.183768874127798,-0.535389165121944,1623.2
"391","gs","lie",383,1749.05,2381.2,1801.7,1691,2268,1712,0.0152281704844399,1.30766339705203,-0.574323755509198,0.580322127715102,-0.570937476743377,-0.313924950318908,1831,2471,1869,32.9233160061696,41.0668261559901,40.6565848877748,140,203,157,0.0365738827231289,-0.236606365421431,1697.2
"392","gs","run",344,1659.6,2046.5,1918.75,600,1411,642,-0.446024837096195,-0.260149279449712,-0.0460917223898347,0.591842876216692,0.597584129915494,-0.219821587282707,2869,2850,3053,582.275518073161,386.636984644171,594.860521024622,2269,1439,2411,0.35084128733677,0.143496639559511,22315.3
"393","gs","run",345,1978.9,2297.2,1828.7,0,1380,899,1.02600679949879,-0.346421800862418,0.0202447757228721,-0.389104536988446,-0.197060981560157,0.483685320073707,3491,3052,2791,743.618953072352,399.333470989637,452.275079313929,3491,1672,1892,-0.0373409522021856,0.109978230819949,22950.8
"394","gs","run",346,1804.15,2269.85,1704.4,1125,1711,953,0.982764259857356,0.829656636023262,-0.75476237637363,0.710708883007022,0.75268513420618,0.352288574872757,2827,3179,2680,364.987566478929,335.545788702212,440.151576762274,1702,1468,1727,0.00217891452551373,0.451285155504831,17453.6
"395","gs","run",347,1814.1,2162.3,1855.35,521,1558,906,0.193154252964391,1.58822021768828,-1.05067455233953,-0.47451568543126,1.41385927607839,-0.493468048747077,2585,3330,2593,507.94704448397,415.339315943508,548.501525689957,2064,1772,1687,-0.0540766086572872,0.136716254885926,21262.4
"396","gs","run",348,2038.6,2262.7,1563.7,153,1786,161,2.21513898042762,0.669778011904036,0.838008263628595,-1.61263845762133,1.33566284721984,-0.861905758847708,2602,3420,2399,610.017031686303,474.621411453936,504.149111192105,2449,1634,2238,-0.299201905835984,-0.492186662737843,22308.8
"397","gs","run",349,2014.85,2276.5,1717.8,900,1601,470,1.81080208937572,-0.160943539718512,-0.673356440741955,0.784043709372007,0.357877573977271,-0.377896068922652,3531,3129,2582,524.530594662353,380.825212013678,561.047291373815,2631,1528,2112,0.0581139524728455,0.0801571712202289,21389.1
"398","gs","run",350,1975.65,2197,1894.1,674,1486,691,-0.911403354959288,-0.16548191355122,-0.536049759608826,-0.0708590240760343,0.460971264882885,-0.712422295286734,3222,3413,2774,706.94370169655,485.056806222898,564.462007485656,2548,1927,2083,-0.021405684750475,0.408915974989459,27378.4
"399","gs","run",351,1792.8,2318.8,1714.6,1397,1935,1052,0.668350644063056,-1.02849904909192,-1.37710626896854,0.81757159483757,0.00523026484729469,-0.428485862880463,2439,2705,2164,239.822873234218,227.772185354254,349.740415014818,1042,770,1112,0.0803805073626151,0.540701623886811,13191.6
"400","gs","run",352,1885.55,2310.7,1665.95,1269,1870,874,-0.0555314247150518,-1.11817583977835,-0.784446741472471,0.0135954063927906,0.549756751912917,-0.63009886921517,2443,2935,2163,268.352375373167,343.896266489276,359.856181067703,1174,1065,1289,0.0632673447862575,0.372921309623789,15575
"401","gs","run",353,1899.75,2253.25,1622.75,1225,1671,960,-0.46889817502742,-1.43846458567913,-1.67119764507521,-0.547044239677152,0.277701159662952,-0.189433203497367,2313,2819,2086,288.720020088667,354.107309783497,401.249217084004,1088,1148,1126,-0.0554140726017696,0.507854711103822,17758.5
"402","gs","run",354,1663.2,2097.3,1806.05,1104,1675,1424,0.264783718385881,-0.486489346390719,-0.0354494060571104,0.162838119898708,-0.376771195819185,-0.77547603274527,2322,2378,2044,270.036956535095,179.700071757008,165.070471394238,1218,703,620,0.050610498636759,-0.0998097939362173,9205.4
"403","gs","run",355,1988.7,2104.05,1915.1,731,896,347,-0.711311726523982,-0.722951829464699,-0.867745906993193,0.488064501746319,0.502454402200335,-0.70504171906239,3843,3370,3005,895.224000195658,677.926208917196,814.656136693655,3112,2474,2658,0.0171094584922826,-0.141831353443795,38451.7
"404","gs","run",356,2186.25,2182.4,1777.15,998,1440,1006,-0.0245693628822869,-0.857720079476408,-0.523595586946665,0.364213883261074,0.249420827094001,0.556339870726141,3553,3101,3113,615.487729152127,469.017046037438,556.557962650319,2555,1661,2107,0.0386899276032731,-0.0664658789583372,25530.3
"405","gs","run",357,1898,2232.45,1642.65,383,1722,891,3.38909057405803,-0.817962439258019,-1.52806864491586,-1.54116214302807,0.181638905353993,-0.067682921443759,2603,2783,2447,461.25332690285,302.372804924475,473.465307460242,2220,1061,1556,-0.0782653588764224,0.545770580523691,19030.7
"406","gs","run",358,1910.4,2284.75,1709.95,1497,1567,996,-0.70834152717132,-0.193712336689301,-1.26003878071704,0.549322647356794,0.722732005265465,-0.406550743638015,2418,3426,2201,254.230189933619,457.112087486555,352.351868838075,921,1859,1205,0.0220887784574499,0.110072667617029,17390.3
"407","gs","run",359,2167.7,2322.75,1603.25,1643,1914,834,0.546563238914007,1.11421284582403,-0.713453469621629,0.373666233703608,0.989214493149767,-0.666554312498435,2937,3149,2036,290.764527627281,286.305481867477,334.566471249303,1294,1235,1202,0.00951159709861199,0.730008083451186,14039.1
"408","gs","run",360,2061.3,2211.85,1566.9,1541,1693,392,2.91466669066373,1.08520427165258,-0.123694714531027,1.60713188082323,0.824416648815164,-0.371196184776257,3293,2964,2488,382.437762394436,276.73933678882,493.351470742928,1752,1271,2096,0.287687985855524,-0.0310934717007433,16044.8
"409","gs","run",361,2151.25,2319.2,1634.15,1774,1681,1213,-0.36602462816328,-0.723534297860647,-1.12750215480847,0.242547078443507,0.197760553722261,0.305221860688378,2667,3065,2272,225.046632594459,363.571986645952,335.291589515753,893,1384,1059,0.0786598738492408,0.0669996404835336,14636.4
"410","gs","run",362,1812.05,2297.85,1712.15,1147,1824,1082,0.583277054240805,-1.10632755541048,-1.57146809467609,-0.0377055101592568,0.397988534120374,-0.265813263990051,2487,3009,2157,281.805172527329,342.568821360644,357.455668948134,1340,1185,1075,0.0203638509354258,0.246702202163435,16045.8
"411","gs","run",363,1655.35,2227.8,1765.3,1354,1963,533,2.00763584184902,1.94645474451931,7.43659978557033,0.776560654982061,1.65718130486138,-2.13205723898329,2121,2970,2443,155.622442908605,251.614701269097,331.414210539271,767,1007,1910,-0.0640567419536565,-0.261016678768356,8523.5
"412","gs","run",364,2049.65,2162.3,1885.1,626,1098,846,-0.93695137023888,-0.620941046609113,-1.35530770149559,0.0785856432389227,0.215824786675387,0.0698266973283746,3728,3376,3095,847.030930585431,577.837356464876,675.612540782924,3102,2278,2249,0.038826426608948,0.403428027562725,34348.8
"413","gs","run",365,2153.15,2334.3,1754.55,1581,1484,1298,2.91333330387531,-0.269941977457667,-0.407083023797082,1.44648760541123,0.291852071011842,-0.00921709339094664,3366,3255,2345,375.673048638952,422.130947505754,257.275702004883,1785,1771,1047,0.189004247513112,0.234065863243408,15524.7
"414","gs","run",366,1989.5,2373.65,1664.65,1620,2164,1266,1.14547489958046,-1.24652674127425,-0.864304786968529,-0.353804935357737,-0.287744217102431,-0.0759643205244347,2260,2523,2059,134.876746854694,112.374503101764,219.904590555469,640,359,793,0.0342523265123649,0.86770374642734,7092.1
"415","gs","run",367,1932,2379.2,1664,1645,1663,1229,0.00276207317614796,-0.263965152537297,-1.24135781707806,0.970620548833144,0.24102489660387,0.0193250744723158,2508,3005,2075,244.142538176714,338.902967016566,251.512477455472,863,1342,846,0.0630296161898028,0.144220937683442,12840.4
"416","gs","run",368,2020.6,2381.75,1617.2,236,1819,371,2.85537516974358,-1.66970490355914,0.384407025424041,-0.977996646552512,0.394802478196244,-1.01420861584942,3133,3197,2104,570.971692541943,506.437596820856,457.417303426187,2897,1378,1733,-0.0246781781693044,0.331232185317573,23640
"417","gs","run",369,2210.8,2296.05,1643.85,1836,1916,1198,0.655283447590405,-0.669631151265444,-0.905625772739944,0.805092127660425,-0.210369616237187,0.23292868560686,2862,2625,2193,241.252346593442,179.529641299879,288.369513499242,1026,709,995,0.0145793104286533,0.530528227168647,10935.5
"418","gs","run",370,1937.9,2356.8,1708.3,1448,2202,1234,-0.73822780176913,-0.809716759207495,-1.32327924102442,-0.27073077629815,0.466477338779614,-0.219936329345565,2455,2626,2043,265.893706502983,119.171084447617,234.851599279653,1007,424,809,-0.0235631658455543,0.198426919270398,10270.2
"419","gs","run",371,2226.3,2320.4,1688,1467,1932,1149,-0.410948858862549,-1.04267901708988,-1.30798006463999,0.174051652637946,0.669490797730472,-0.226950056525408,3189,3034,2264,451.306419420914,334.569542767073,348.988613899621,1722,1102,1115,-0.0243908732951593,0.373370461864288,18226.4
"420","gs","run",372,2130.15,2334.7,1601.55,1598,1716,1022,-1.22476055851399,-1.07600617777299,-1.55139162204689,0.297469400632014,-0.043465333436247,-0.180537701970706,2786,2833,2058,376.921222398974,313.86572724151,352.041187034161,1188,1117,1036,0.000620215515683938,0.654698254816771,17488
"421","gs","run",373,2233.45,2334.25,1640.5,1819,1773,1146,-0.136439731639337,-0.336770791945982,-0.903777028044708,0.0848742749033082,-0.0804050623081405,0.2677008358018,2696,2973,2178,208.072475986513,296.012246368288,281.368179849071,877,1200,1032,0.0129641760412617,0.545459835947307,12179.6
"422","gs","run",374,1929.15,2289.65,1758.3,1556,1914,1259,-1.20155635393067,0.79270731011315,-0.138684450133706,0.603433358865928,0.248601307911596,-0.528338515210941,2541,2660,2113,324.045687974299,164.04308644538,217.125503362747,985,746,854,0.395283843451225,0.358728240836349,10978
"423","gs","run",375,2210.75,2352.1,1712.85,1141,1635,499,-0.803504408649298,1.83903656886333,-0.0985073889422687,-0.717642224133612,1.45950758589138,-0.869504802210911,2897,3990,2414,549.62177186249,560.295401410814,530.634205952006,1756,2355,1915,-0.129519960605133,0.110450173909104,24450.2
"424","gs","run",376,1900.2,2384.95,1756.8,1082,1778,1345,0.186438040343676,-1.2851168439258,-1.37330135752537,-0.262979694581271,-0.00122271037954991,0.11233478586112,2540,2965,2097,329.091348700439,330.484568474838,230.651616992061,1458,1187,752,0.0217383436858859,0.396051936119179,14436.2
"425","gs","run",377,2163.6,2315.75,1771.95,1477,1937,1184,-0.96234792866854,-0.352146422279368,-0.938078818237915,0.398686532882947,0.341657437721626,-0.614677996519599,3019,2829,2098,442.985018161777,215.45346914919,280.530413962363,1542,892,914,0.0811355897743515,0.298550231415839,15073.3
"426","gs","run",378,1815.8,2351.55,1804.3,1446,1796,1148,-0.535616453980936,-0.274764838290738,0.728373999002536,0.495565544602194,-0.6663818473974,-0.737280210524207,2212,2754,2304,195.471790938313,250.925125129096,249.827540515452,766,958,1156,0.234039705227799,0.252027887113623,10391
"427","gs","run",379,1671.7,2291.85,1842.8,593,1380,889,2.47778321506966,2.77298274411043,0.158837747377567,0.698451393064701,-1.87457465196553,-0.287111568533859,3134,2612,2573,490.891251758097,303.18975732595,420.44370046792,2541,1232,1684,-0.0679678246257646,0.805868104367993,15151.5
"428","gs","run",380,2176,2407.55,1768.2,1517,1580,861,-0.488876172820826,-0.00853898532211694,-0.365425019202637,0.280439775590328,0.470687704263853,-0.604865603412207,3165,3537,2250,428.735472363972,459.064549411426,366.493426378902,1648,1957,1389,-0.0717165078043055,0.101960581150248,19567.7
"429","gs","run",381,2093.5,2379.35,1682.5,1372,2193,1269,0.192598450126794,2.21294739549689,-1.30565615437491,-0.547106838025008,1.40938483472831,-0.0507202925980857,2549,2819,1985,282.151042043647,141.083504574978,215.460950180379,1177,626,716,-0.000890980813617386,0.0491635196754545,9794.4
"430","gs","run",382,1842.55,2332.75,1788.7,1284,1811,1136,-0.388415412809911,-1.24501072754954,-0.983775382647452,0.520828885248148,0.465717944173916,-0.649879776262001,2506,3128,2256,306.225316943002,422.541418088215,328.506044164535,1222,1317,1120,0.125072616970476,0.346715114257974,17128.4
"431","gs","run",383,1970.4,2393.5,1692.35,1565,1856,957,-0.460301695455208,-1.69806351732984,-1.17108503584048,0.484765533145884,0.184379698950752,-0.626303463305871,2620,3055,2108,265.671621605161,420.465844410446,368.763263811408,1055,1199,1151,0.130722572050746,0.413069902879023,18354.6
"432","gs","run",384,1625.25,2320.25,1905.6,1261,2149,1574,0.487981183271709,4.89195259563181,0.500881823936867,-0.254891266538657,2.04241731158502,-0.00462866228292137,1869,2733,2291,139.024751677345,118.015108310223,156.264755092793,608,584,717,0.1510621934618,0.229905268739709,5690.8
"433","gs","run",385,1981.7,2304.6,1945.85,982,1544,1004,-0.740692076511809,-1.21489471309929,-0.164218463193077,0.169534987854798,0.263411797251111,-0.338107314410969,3028,3272,2788,515.371107986632,492.425831978786,410.385476684646,2046,1728,1784,0.0226801686778786,0.217265765771763,23072.5
"434","gs","run",386,2301.85,2446.15,1614.15,1387,1258,163,2.12276651127589,-0.169390444912208,-0.553325588681195,1.08871989464037,0.692284686029073,-0.298365121345504,4095,4091,2983,583.701011694028,715.058133448272,690.430474033182,2708,2833,2820,0.0881482032085744,0.16292743100687,29497.6
"435","gs","run",387,2009.25,2404.8,1683,1597,1749,1106,0.396489697799506,-0.864865389296043,-1.13944764482035,0.997435887678243,0.0556932563971135,-0.188829824930803,2746,3113,2168,288.202939281553,363.620913068889,292.389430293519,1149,1364,1062,0.0847774861670108,0.261498004228491,14803.6
"436","gs","run",388,1960.5,2420.85,1730.9,1656,1849,1320,-0.095067927010219,-1.01176438439698,-1.69466232457384,0.457911251361746,0.227114468377508,0.0108699656632276,2463,3155,2140,199.832429800571,354.71712599434,280.588460579772,807,1306,820,0.132144940551557,0.918037731578368,14033.3
"437","gs","run",389,2058.25,2370.7,1671.35,1801,1866,1304,-1.12177688680231,-1.29065773769418,-1.65658794872796,0.144869645003339,-0.143800158343524,-0.0122602736106399,2329,2783,2078,157.42930744339,273.147559889676,270.801398387123,528,917,774,-0.0286963239694003,0.312337531215126,11949.7
"438","gs","sit",312,1700.7,2394.5,2139.2,1371,2131,1913,1.11351738439643,0.54042418051944,-1.2245213047622,-0.888514211493074,0.839165871414501,-0.118339963944303,1901,2826,2358,115.253542016584,158.737618663464,133.68682964695,530,695,445,0.045166804843732,-0.117820555224107,6313.2
"439","gs","sit",313,1633.9,2344.15,2086.55,1574,2226,2053,-0.508829554874652,-0.143353048098789,-0.826684771487067,0.47810226693294,-0.276667899100798,0.462123486652078,1734,2446,2130,43.3236291428276,49.8484809460788,22.224867532611,160,220,77,-0.0135401979565195,0.226689963706931,1830
"440","gs","sit",314,1607.85,2291.4,2141.25,1559,2266,2129,-0.944030402224261,-1.56870421809975,-0.902052832,-0.378670554263046,-0.0206772578056841,0.316003135724682,1646,2323,2156,23.7736585763585,18.5568826783176,7.58721223333605,87,57,27,-0.13009860009423,0.294917809683341,830
"441","gs","sit",315,1727.9,2456.95,2076.75,1160,2283,1864,9.38331858072612,-0.178032062084159,6.39296866225497,-3.0436158344203,-0.849078464957865,2.26998364260265,1833,2555,2582,143.295755988133,74.2644456973648,137.834330381001,673,272,718,-0.310133084261449,0.209007350676435,4195.2
"442","gs","sit",316,1773.75,2465.15,1980.6,1651,2295,1868,-1.13952598706514,-0.574554867242943,2.23237630029333,0.0254118028213674,-0.02767795392929,1.51056165140269,1912,2633,2280,73.8340065709277,84.4488477999365,95.9327615407902,261,338,412,-0.0983485181128602,0.107352173927392,3872.1
"443","gs","sit",317,1631.9,2315.2,1977.15,1420,1990,1821,0.269155756052085,-0.0584885331451579,1.90700037288585,-0.936789709257109,-1.04558027190877,0.932784096380425,1740,2449,2170,83.9171897577731,129.69827333185,71.7138135412668,320,459,349,-0.103992149586422,0.531574805432207,4143.6
"444","gs","sit",318,1685.5,2341.85,1858.2,1592,2237,1723,-1.15285609320742,1.83954529502079,-0.459032918287898,0.0394839945237016,1.04255671141889,-0.401500609745219,1785,2513,1965,54.3821758725373,57.3468440833128,58.4543006386861,193,276,242,0.00465659869011366,-0.3552311057306,2590.9
"445","gs","sit",319,1611.5,2220.9,1876.15,1405,2062,1742,-0.100778505534082,-1.5909399727147,-1.46351108655851,-0.784827221967192,0.0889826928192429,-0.0683051773995157,1700,2384,1990,79.3735339690557,101.496123856504,79.2007941214839,295,322,248,-0.0208488058310475,0.613497189419994,4471.7
"446","gs","sit",320,1623.3,2148.9,1780.7,1554,2110,1748,0.951804478099678,-0.147659793894412,-0.0755457024337192,-0.783575111130953,0.581743352322687,0.554914384853606,1663,2216,1826,24.7940994678382,26.4672588205444,19.5908141739949,109,106,78,-0.0414957465881665,-0.193622619176219,1057
"447","gs","sit",321,1611.15,2145.65,1801.45,1566,2081,1769,-1.01808347050162,2.03526246647133,-0.910550263161162,-0.403750643249705,0.47679916509472,0.444875058442726,1643,2223,1846,22.2527940291835,27.8837341756614,21.3183266846059,77,142,77,-0.0763378010597246,0.0789786636194167,1047.3
"448","gs","sit",322,1598.45,2161.4,1827.55,1522,2059,1767,-0.562169186394837,1.22575912830385,-0.255909543654499,-0.813708563991642,-0.764161907957947,0.704072540122946,1645,2226,1915,33.14160209576,35.8849037310883,36.5577769104137,123,167,148,-0.168402540865395,0.649636729304102,1630.9
"449","gs","sit",323,1676.9,2246.15,1780.4,1515,2109,1693,-0.462237573109369,-1.11767207079407,-1.13149374121352,-0.913996610461333,-0.147287026697001,0.708754114168811,1762,2364,1945,73.4409178935873,71.4653209974121,80.0962578796025,247,255,252,-0.189963492900283,-0.0834354466471967,3740.3
"450","gs","sit",324,1666.75,2224.45,1749.2,1571,2165,1721,0.0142606092449871,-0.866894205385386,-0.867302076791961,-0.693928686356769,0.383471379557695,0.53523576052246,1722,2307,1797,37.1736678167136,37.9493776386108,22.1326146575353,151,142,76,-0.0476094622959246,-0.408953180015077,1553.8
"451","gs","stand",64,1965.6,2258.35,1592.8,1929,2202,1547,-0.619142191549666,2.40119560805496,0.0963522015318325,0.725353140998369,-1.4829704642139,-0.766125954597315,2024,2287,1632,28.7702331549377,18.2822174170479,20.7582577100752,95,85,85,0.202963225516529,0.0576951300817826,994.400000000001
"452","gs","stand",65,1964.1,2269.95,1595.55,1924,2203,1516,0.526048041830775,1.52348377024676,1.97946180217445,1.21610820484978,-1.17479853586788,-0.414736695186176,2054,2301,1669,36.2649606151868,22.4064722792322,29.7205847502154,130,98,153,0.283926561514035,0.0628981808478217,1215.5
"453","gs","stand",66,1742.75,2303.85,1729.8,1665,2222,1625,-0.0885005194324924,0.138292963165746,0.30064870904133,0.810264417976475,0.405553621795132,-0.409128878627918,1853,2416,1819,50.7282491631428,44.7605030308971,42.0608581637808,188,194,194,0.0682225818060341,0.0938409079809569,2039.8
"454","gs","stand",67,1763.5,2330.4,1731.05,1700,2281,1641,0.727703882603293,0.788257237012097,0.220379058581034,1.34372868610147,1.00248466477658,-0.590129822316141,1917,2427,1809,58.0231351318275,34.75992853242,38.7032910337365,217,146,168,0.290818044986268,-0.225012155081544,1912.7
