"","dog","behaviour","index","mean.X","mean.Y","mean.Z","min.X","min.Y","min.Z","kurt.X","kurt.Y","kurt.Z","skew.X","skew.Y","skew.Z","max.X","max.Y","max.Z","sd.X","sd.Y","sd.Z","range.X","range.Y","range.Z","pitch","roll","odba"
"68","belle","run",24,1964,2497.3,1649.65,720,1866,523,1.81363494607202,0.133461142732972,-0.283959567382883,0.962593389125613,0.898851881987098,0.219088495299354,3973,3638,3167,681.505377049491,445.746222347248,632.388893923585,3253,1772,2644,0.158324496435522,0.374876762085969,25828.3
"69","belle","run",25,1843.6,2303.75,1588,1516,1853,575,0.336296028842859,-0.142676797805927,-1.17863490641711,0.721838467670783,1.0043576132061,-0.57722338418903,2398,3195,2333,212.836087165687,368.651008122145,540.265431840781,882,1342,1758,-0.0229748742319356,0.629407812919598,18061.2
"70","belle","run",26,1701.35,2278.45,1740.6,1258,1907,1092,-0.940872906429263,-1.34926901898337,-0.902757567092739,-0.401233959083077,-0.00997629096553491,-0.0836450511727669,1984,2615,2269,204.679537711748,218.056843144409,308.45922702497,726,708,1177,0.000855865809267853,0.522980483385015,11927.7
"71","belle","run",27,1771.65,2247.7,1670.15,1347,1990,1092,-0.97890168217414,-0.528494814465402,-1.66310806863733,-0.429152952914927,0.623145721008892,-0.100590989307584,2053,2676,2129,211.526351475226,184.363799392169,369.561799546721,706,686,1037,0.123875092862851,0.507672669954578,12835.7
"72","belle","run",28,1882.9,2025.75,1733.95,2,699,321,0.075563520565511,2.95087803445259,-0.179502214767625,0.249769104654461,-1.73001327843436,-0.192192563249028,3829,2427,2925,981.408166602298,407.940898067097,604.422950119847,3827,1728,2604,0.106196261600342,0.654550904258288,28074.2
"73","belle","run",29,1788.8,2081.45,1813.5,526,1384,0,-0.844922248363043,-0.579861134765681,-0.863565345352692,-0.414328529062314,-0.00924277982059914,-0.362080660670109,2758,2867,3065,685.15219976448,365.464300942182,849.851349230837,2232,1483,3065,-0.0163751524773157,0.151739874067007,29610.1
"74","belle","run",30,2316.95,2087.85,1555.45,893,965,454,-0.626259775332878,-0.204535952484092,-0.111479721688057,-0.0275823737313601,0.219054143436112,-0.057859391616224,3588,3392,2615,661.482105816771,580.474241234563,512.730305121,2695,2427,2161,0.088621698603714,-0.172149520485678,26381.6
"75","belle","run",31,1921.7,2185.75,1569.65,135,1369,0,3.03667558381881,0.205058605437646,-0.849155454936635,-1.09824002539946,-0.157812927025996,-0.617354830125502,3055,2905,2658,562.968738030808,347.575342078595,779.762195530758,2920,1536,2658,0.0673150422442186,0.576264953443259,25118.1
"76","belle","run",32,1971.85,2159.1,1705.1,1251,1408,889,1.78188737066515,-0.655629692747298,-1.70345387010208,-0.628437355713264,0.0737328432421927,-0.194414504073906,2500,2960,2411,248.990651906537,384.116744863083,511.161309383375,1249,1552,1522,-0.0307129275089489,0.375950520893173,18658.8
"77","belle","run",33,2018.9,2184.1,1733.65,763,1647,181,-1.05146226313107,-0.379214419260802,-0.662416501542178,0.371872433657595,0.694246376402461,-0.263627503469638,3594,3337,2928,789.75751774966,472.454609348599,714.837948142978,2831,1690,2747,-0.102049191072447,0.292192461788451,31322.2
"78","belle","run",34,2167.8,2373.75,1727.45,1437,1600,379,2.04862086737049,-1.0842962238816,-0.957110731178377,1.32579618935889,0.149688426152073,0.0452161558078623,4048,3294,2954,608.742586683489,517.860261074356,671.526577833552,2611,1694,2575,0.0425678786386912,-0.0638344582241638,27958
"79","belle","run",35,1910.95,2315.1,1711.75,1201,1473,427,-0.538584614923088,0.398072388773829,-1.36273773547372,0.381674865144535,1.05946684987622,-0.455169882916397,2857,3612,2508,413.775997752153,538.286648347768,683.360571772056,1656,2139,2081,0.0467880984214354,0.266658479458056,26423
"80","belle","run",36,1728.35,2111.6,1885.5,97,1082,90,-0.585890861917818,0.138231850883618,0.0420224141305146,-0.771080921201276,0.313678257903226,-0.129754682017067,2606,3129,3762,704.925623176322,473.167423357014,818.613686925068,2509,2047,3672,-0.155298962355358,0.0700129171655177,30508.4
"81","belle","run",37,2146.65,2111.9,1646.8,0,1354,24,-0.395345270893406,0.428440732358617,-0.217741284090752,-0.178632150435184,0.757291133255046,-0.599294786146274,4000,3647,2754,1105.84905579854,568.073651637013,674.4104325846,4000,2293,2730,-0.120578463708582,0.370269890211618,34612.6
"82","belle","run",38,1822.65,2158.3,1717.35,0,167,543,5.35579073123349,2.86113442108014,-0.354557988613099,-1.93170705420714,-1.21995289619449,-0.0903401099252814,2513,3312,3038,513.522128360395,629.917045499268,598.340096477439,2513,3145,2495,-0.132023307803698,0.296993255373886,22807.3
"83","belle","run",39,2075.45,2300,1610.4,1781,2028,986,-1.51072697567583,0.222483485309529,-1.24143961302457,0.126686445758682,0.909405622046055,-0.197131435245287,2396,2775,2225,209.928929076385,190.070900898641,366.343296002965,615,747,1239,-0.0282133738879372,0.133891453341917,12624.2
"84","belle","sit",1,1707.4,2157.1,1728.65,1571,2006,1573,3.66210812373862,5.65564678872913,1.08810211037077,1.93321103688419,1.88166750061323,0.880963873309528,2109,2453,2001,120.351415271673,83.10354986401,96.4333830601263,538,447,428,0.388369611877264,0.385002076917572,3819.4
"85","belle","sit",2,2031.5,2237.45,1621.95,1552,2065,1397,-0.478013970360339,1.61891742028074,-0.768227882295635,-0.795758498801733,0.990654451940988,0.113107638091923,2274,2558,1842,205.283501016213,107.895892805104,113.321375788182,722,493,445,-0.122735885868791,0.0597652685498015,6626.9
"86","belle","sit",3,1722.65,2206.15,1723.05,1324,1999,1277,-0.235786819808736,-0.254043614747071,1.37446943249358,-0.0788091096593668,0.384022322608216,-0.171300779781079,2072,2469,2118,176.335289180942,110.21714213793,168.393797547984,748,470,841,0.140242896232203,-0.464989413833742,6560.1
"87","belle","sit",4,1758.1,2182.75,1690.4,1556,2067,1512,-1.12966429620266,-0.868150089824951,-0.181411157468689,0.369278409433023,-0.157269224381092,0.339434654384065,2046,2286,1960,143.618976901786,58.2018945251423,109.603303830342,490,219,448,0.0906244944342373,0.706440440044167,5136.5
"88","belle","sit",5,1651.95,2152.6,1740.95,1613,2137,1717,-1.30032585720204,-0.874209435253381,-1.02133709566478,-0.0587118422961239,0.307811504915062,-0.079348163186818,1685,2174,1762,20.40762241496,10.4498803820905,12.4286384061803,72,37,45,0.0399986704021138,-0.0548288698042006,713.2
"89","belle","sit",6,1657.8,2139.05,1728.15,1622,2099,1682,-0.522159842614009,-1.38565979322341,2.22454046171302,0.277869371718022,0.0037778637748531,0.998751413698661,1713,2177,1810,23.87379095864,23.3000451772772,26.6562424801001,91,78,128,0.0500180479395618,-0.208566908119243,1126.9
"90","belle","sit",7,1641,2135.25,1745.6,1605,2120,1734,-1.10429742222009,-0.848548014042437,-1.27761219586434,0.260316952198041,-0.0434266222807051,0.0377170408433983,1683,2147,1758,20.4141333909932,7.17359925809837,7.28661353730972,78,27,24,0.105930015566303,-0.00530293220493398,591.5
"91","belle","sit",8,1645.4,2129.1,1739.45,1602,2085,1709,-0.888773034320573,1.56823880545111,-1.4868114199224,-0.442516038697463,-1.07817819632528,-0.119789331914901,1683,2153,1771,21.9266720541085,14.8213927891587,20.1428451447733,81,68,62,0.0778721254312952,0.412728764128918,917.2
"92","belle","sit",9,1658.3,2129.1,1725.15,1628,2108,1710,-1.0890754270144,0.847117553424523,-0.54368622604295,0.351202030374214,-0.298649103768521,-0.462329754575838,1701,2146,1738,19.9554767578121,8.14926538503867,7.66588478087717,73,38,28,0.161680803671973,0.181751241180178,566.2
